id,location,name,specification,type_name,location_code,inventory_status_code,work_order_name,work_order_item_number,account_code,clli_code,st_clli_cd,st_co_id,st_ownr_co_nm,st_vntge_yr,st_rmks,st_sap_stk_id,st_trmnl_id,st_sap_actvy_cd,st_sap_ntwk_id,st_envmt_cd,st_fbr_grnd_pnt_ind,st_rte_pdstl_exch_txt
STRUCTURE_REG16/83324,010100000070360ED6AE2A5AC0E81F0BABDA3B4940,PED:JSPED:C197965,,JOINT STANDARD PED,LOC_C6199193,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6 MCCORMICK CRES,,,BU,,"R 6 MCCORMICK CRES, REGNSK"
STRUCTURE_REG16/83325,010100000070165BE0C92A5AC098B1DDB4CE3B4940,PED:JSPED:C198033,,JOINT STANDARD PED,LOC_C6199262,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 26 MCCORMICK CRES,,,BU,,"R 26 MCCORMICK CRES, REGNSK"
STRUCTURE_REG16/83326,01010000009CF86990CD2A5AC088940C5EC63B4940,PED:JSPED:C198035,,JOINT STANDARD PED,LOC_C6199264,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 38 MCCORMICK CRES,,,BU,,"R 38 MCCORMICK CRES, REGNSK"
STRUCTURE_REG16/83327,01010000002CA043255D2B5AC0E8D253ACA63B4940,PED:JSPED:C198090,,JOINT STANDARD PED,LOC_C6206834,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 54 RITTER AVE,,,BU,,"R 54 RITTER AVE, REGNSK"
STRUCTURE_REG16/85514,0101000000D0E31DFEFF2B5AC07834A3C6143B4940,PED:JSPED:C197857,,JOINT STANDARD PED,LOC_C6199092,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1104 COURTNEY ST,,,BU,,"R 1104 COURTNEY ST, REGNSK"
STRUCTURE_REG16/85515,01010000003CC7A7FDFF2B5AC048B813360D3B4940,PED:JSPED:C197862,,JOINT STANDARD PED,LOC_C6199099,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1108 COURTNEY ST,,,BU,,"R 1108 COURTNEY ST, REGNSK"
STRUCTURE_REG16/85516,0101000000A406FFFAFF2B5AC0B83E5034F03A4940,PED:JSPED:C197885,,JOINT STANDARD PED,LOC_C6199121,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1122 COURTNEY ST,,,BU,,"R 1122 COURTNEY ST, REGNSK"
STRUCTURE_REG16/85587,010100000030B1639D762B5AC0F0758E78A73B4940,PED:JSPED:C197950,,JOINT STANDARD PED,LOC_C6199179,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 88 RITTER AVE,,,BU,,"R 88 RITTER AVE, REGNSK"
STRUCTURE_REG16/85588,01010000000C81A401BC2A5AC05004D8B7BB3B4940,PED:JSPED:C198247,,JOINT STANDARD PED,LOC_C6199471,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 18 MELROSE PLACE,,,BU,,"R 18 MELROSE PLACE, REGNSK"
STRUCTURE_REG16/85589,01010000000CE455ADB72A5AC0F0BF8BE7C13B4940,PED:JSPED:C198252,,JOINT STANDARD PED,LOC_C6199475,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 22 MELROSE PLACE,,,BU,,"R 22 MELROSE PLACE, REGNSK"
STRUCTURE_REG16/85590,010100000020E5E7B9F72A5AC0484BDDE99C3B4940,PED:JSPED:C200881,,JOINT STANDARD PED,LOC_C6202072,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 18 KRAUSS ST,,,BU,,"R 18 KRAUSS ST, REGNSK"
STRUCTURE_REG16/85663,010100000070D0211A842A5AC0E82266124F3C4940,PED:JSPED:C203204,,JOINT STANDARD PED,LOC_C6204367,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 114 FORSYTH CRES,,,BU,,"R 114 FORSYTH CRES, REGNSK"
STRUCTURE_REG16/85664,0101000000744AD5B09E2A5AC0D0C87B9D603C4940,PED:JSPED:C203246,,JOINT STANDARD PED,LOC_C6204410,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 142 FORSYTH CRES,,,BU,,"R 142 FORSYTH CRES, REGNSK"
STRUCTURE_REG16/85665,0101000000244CA476372B5AC058B9BC4BBF3B4940,PED:JSPED:C203631,,JOINT STANDARD PED,LOC_C6204784,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 115 STRAUB ST,,,BU,,"R 115 STRAUB ST, REGNSK"
STRUCTURE_REG16/85666,010100000098094CC8232B5AC018A0CD14B43B4940,PED:JSPED:C204223,,JOINT STANDARD PED,LOC_C6205374,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,NOT IN MARTENS,,R 18 SIBBALD CRES,,,BU,,"R 18 SIBBALD CRES, REGNSK"
STRUCTURE_REG16/85667,0101000000C440D6071D2B5AC0A0F93F6EDC3B4940,PED:JSPED:C204325,,JOINT STANDARD PED,LOC_C6205472,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 29 STRAUB CRES,,,BU,,"R 29 STRAUB CRES, REGNSK"
STRUCTURE_REG16/85668,0101000000BC07BA86112B5AC010BB596ADA3B4940,PED:JSPED:C204335,,JOINT STANDARD PED,LOC_C6205481,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 11 STRAUB CRES,,,BU,,"R 11 STRAUB CRES, REGNSK"
STRUCTURE_REG16/85733,0101000000A45BB033892B5AC0D0D16730DB3B4940,PED:JSPED:C205552,,JOINT STANDARD PED,LOC_C6206676,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 228 MIKKELSON DR,,,BU,,"R 228 MIKKELSON DR, REGNSK"
STRUCTURE_REG16/85735,010100000080D4C524DE2A5AC0986E78D2663C4940,PED:JSPED:C206775,,JOINT STANDARD PED,LOC_C6207876,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 19 MCSHERRY CRES,,,BU,,"R 19 MCSHERRY CRES, REGNSK"
STRUCTURE_REG16/85736,0101000000800CC6830B2B5AC018275865643C4940,PED:JSPED:C206829,,JOINT STANDARD PED,LOC_C6207928,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 107 MCSHERRY CRES,,,BU,,"R 107 MCSHERRY CRES, REGNSK"
STRUCTURE_REG16/85738,0101000000F051EE5A1C2B5AC0585A583A563C4940,PED:JSPED:C207086,,JOINT STANDARD PED,LOC_C6208199,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 187 TRUDELLE CRES,,,BU,,"R 187 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/85741,0101000000C4B28760D62A5AC0C8F664AF4B3C4940,PED:JSPED:C207153,,JOINT STANDARD PED,LOC_C6208263,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 39 TRUDELLE CRES,,,BU,,"R 39 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/85742,010100000034FA8173122B5AC0A0569DE42D3C4940,PED:JSPED:C207295,,JOINT STANDARD PED,LOC_C6208404,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 150 TRUDELLE CRES,,,BU,,"R 150 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/85810,0101000000E843121B1E2B5AC028DFD4C3343C4940,PED:JSPED:C207302,,JOINT STANDARD PED,LOC_C6208411,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 162 TRUDELLE CRES,,,BU,,"R 162 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/85811,0101000000CCEAE5C3282B5AC068D4B5F63E3C4940,PED:JSPED:C207319,,JOINT STANDARD PED,LOC_C6208426,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 178 TRUDELLE CRES,,,BU,,"R 178 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/85812,0101000000B0AE138F322B5AC098DE42E74D3C4940,PED:JSPED:C207325,,JOINT STANDARD PED,LOC_C6208435,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 202 TRUDELLE CRES,,,BU,,"R 202 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/85902,01010000007C05398DCC2A5AC0B8BFCD91FE3B4940,PED:JSPED:C211324,,JOINT STANDARD PED,LOC_C6212335,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5972 MCKINLEY AVE,,,BU,,"R 5972 MCKINLEY AVE, REGNSK"
STRUCTURE_REG16/85905,0101000000A4239EF1FF2B5AC0C8D0C5D48D3A4940,PED:JSPED:C221875,,JOINT STANDARD PED,LOC_C6222773,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1314 COURTNEY ST,,,BU,,"R 1314 COURTNEY ST, REGNSK"
STRUCTURE_REG16/85906,01010000008C7C60F2FF2B5AC090F677D7953A4940,PED:JSPED:C221880,,JOINT STANDARD PED,LOC_C6222778,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1310 COURTNEY ST,,,BU,,"R 1310 COURTNEY ST, REGNSK"
STRUCTURE_REG16/85908,0101000000D486A97E7C2B5AC0E0A44EB2A83B4940,PED:SST:C198540,,COMPANY STEEL STAKE,LOC_C6199775,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,R 96 RITTER AVE,,,BU,,"R 96 RITTER AVE, REGNSK"
STRUCTURE_REG16/91898,010100000064457E44A62B5AC0F0F2BEA85F3C4940,PED:JSPED:C195077,,JOINT STANDARD PED,LOC_C6196368,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 178 PAYNTER CRES,,,BU,,"R 178 PAYNTER CRES, REGNSK"
STRUCTURE_REG16/91935,010100000078DCE592922B5AC080B32AB5633C4940,PED:JSPED:C197107,,JOINT STANDARD PED,LOC_C6198344,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 175 PAYNTER CRES,,,BU,,"R 175 PAYNTER CRES, REGNSK"
STRUCTURE_REG16/91936,01010000004C15F62EAA2B5AC070D187A3F53B4940,PED:JSPED:C197108,,JOINT STANDARD PED,LOC_C6198351,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 245 READ AVE,,,BU,,"R 245 READ AVE, REGNSK"
STRUCTURE_REG16/91937,01010000001C099192922B5AC008B10E754F3C4940,PED:JSPED:C197124,,JOINT STANDARD PED,LOC_C6198362,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 195 PAYNTER CRES,,,BU,,"R 195 PAYNTER CRES, REGNSK"
STRUCTURE_REG16/91938,01010000004C121D92922B5AC048F10E83483C4940,PED:JSPED:C197150,,JOINT STANDARD PED,LOC_C6198381,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 203 PAYNTER CRES,,,BU,,"R 203 PAYNTER CRES, REGNSK"
STRUCTURE_REG16/91939,010100000064681392922B5AC0605FCCB2413C4940,PED:JSPED:C197156,,JOINT STANDARD PED,LOC_C6198388,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 211 PAYNTER CRES,,,BU,,"R 211 PAYNTER CRES, REGNSK"
STRUCTURE_REG16/91940,0101000000EC28C6E07E2B5AC0C882CE80473C4940,PED:JSPED:C197350,,JOINT STANDARD PED,LOC_C6198593,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 118 CARTER CRES,,,BU,,"R 118 CARTER CRES, REGNSK"
STRUCTURE_REG16/91941,01010000006030B72F6B2B5AC0980BC870523C4940,PED:JSPED:C197445,,JOINT STANDARD PED,LOC_C6198688,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 39 CARTER CRES,,,BU,,"R 39 CARTER CRES, REGNSK"
STRUCTURE_REG16/91971,0101000000303BBD18EB2A5AC0B807DEB9853B4940,PED:JSPED:C200584,,JOINT STANDARD PED,LOC_C6201772,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 41 KRAUSS ST,,,BU,,"R 41 KRAUSS ST, REGNSK"
STRUCTURE_REG16/91973,01010000003041E918EB2A5AC0E098712F7D3B4940,PED:JSPED:C200629,,JOINT STANDARD PED,LOC_C6201819,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 49 KRAUSS ST,,,BU,,"R 49 KRAUSS ST, REGNSK"
STRUCTURE_REG16/91974,010100000000D83EECFE2A5AC0A85A0466883B4940,PED:JSPED:C200885,,JOINT STANDARD PED,LOC_C6202079,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 34 KRAUSS ST,,,BU,,"R 34 KRAUSS ST, REGNSK"
STRUCTURE_REG16/91975,010100000028F97AECFE2A5AC068408E97823B4940,PED:JSPED:C200888,,JOINT STANDARD PED,LOC_C6202084,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 42 KRAUSS ST,,,BU,,"R 42 KRAUSS ST, REGNSK"
STRUCTURE_REG16/91977,0101000000A85BCBD1742B5AC0F81A13B3F53B4940,PED:JSPED:C201263,,JOINT STANDARD PED,LOC_C6202464,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 175 READ AVE,,,BU,,"R 175 READ AVE, REGNSK"
STRUCTURE_REG16/91979,0101000000F434CA74D42A5AC0B0934AB0EC3B4940,PED:JSPED:C202783,,JOINT STANDARD PED,LOC_C6203960,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 117 MOLLARD CRES,,,BU,,"R 117 MOLLARD CRES, REGNSK"
STRUCTURE_REG16/91980,010100000060E23332182B5AC098353E21683B4940,PED:JSPED:C203185,,JOINT STANDARD PED,LOC_C6204351,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 922 MCCARTHY BLVD,,,BU,,"R 922 MCCARTHY BLVD, REGNSK"
STRUCTURE_REG16/91981,0101000000F0E75C03BB2B5AC0B012C229C73B4940,PED:JSPED:C200434,,JOINT STANDARD PED,LOC_C6201628,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 508 DOROTHY ST,,,BU,,"R 508 DOROTHY ST, REGNSK"
STRUCTURE_REG16/92002,010100000040615C19102B5AC04004E14CC43B4940,PED:JSPED:C203742,,JOINT STANDARD PED,LOC_C6204892,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 7 SIBBALD CRES,,,BU,,"R 7 SIBBALD CRES, REGNSK"
STRUCTURE_REG16/92007,01010000009CCAFCB23A2B5AC030FE1DC1F53B4940,PED:JSPED:C208850,,JOINT STANDARD PED,LOC_C6209906,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 117 READ AVE,,,BU,,"R 117 READ AVE, REGNSK"
STRUCTURE_REG16/92008,0101000000A0DEEC0C1C2B5AC00047ABC2F53B4940,PED:JSPED:C208907,,JOINT STANDARD PED,LOC_C6209964,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 73 READ AVE,,,BU,,"R 73 READ AVE, REGNSK"
STRUCTURE_REG16/92064,0101000000304226B60E2B5AC04895A1F7F43B4940,PED:JSPED:C208915,,JOINT STANDARD PED,LOC_C6209969,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 63 READ AVE,,,BU,,"R 63 READ AVE, REGNSK"
STRUCTURE_REG16/92065,0101000000380C7913022B5AC0D0C61D4BEC3B4940,PED:JSPED:C208923,,JOINT STANDARD PED,LOC_C6209978,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 45 READ AVE,,,BU,,"R 45 READ AVE, REGNSK"
STRUCTURE_REG16/92066,0101000000A8CF722CD12A5AC03819D204F13B4940,PED:JSPED:C211174,,JOINT STANDARD PED,LOC_C6212179,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 115 MOLLARD CRES,,,BU,,"R 115 MOLLARD CRES, REGNSK"
STRUCTURE_REG16/92068,0101000000983EF7C21D2A5AC02051F7274F3C4940,PED:JSPED:C227123,,JOINT STANDARD PED,LOC_C6227980,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 51 OSBORNE CRES,,,BU,,"R 51 OSBORNE CRES, REGNSK"
STRUCTURE_REG16/92471,0101000000ECA9FA67D62A5AC0706AB192913B4940,PED:JSPED:C198626,,JOINT STANDARD PED,LOC_C6199859,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 4 LYONS ST,,,BU,,"R 4 LYONS ST, REGNSK"
STRUCTURE_REG16/92472,010100000040479977D62A5AC0B8F34FD35B3B4940,PED:JSPED:C198457,,JOINT STANDARD PED,LOC_C6199694,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 46 LYONS ST,,,BU,,"R 46 LYONS ST, REGNSK"
STRUCTURE_REG16/92476,0101000000048C372A9E2A5AC0F829DAFE103C4940,PED:JSPED:C212298,,JOINT STANDARD PED,LOC_C6213301,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5852 MCKINLEY AVE,,,BU,,"R 5852 MCKINLEY AVE, REGNSK"
STRUCTURE_REG16/92477,0101000000701502EED62B5AC078A23D2E4F3C4940,PED:JSPED:C194364,,JOINT STANDARD PED,LOC_C6195666,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 446 BLACK DR,,,BU,,"R 446 BLACK DR, REGNSK"
STRUCTURE_REG16/92522,0101000000C488CF93CE2A5AC0E833F192283B4940,PED:JTPED:C245296,,JOINT SPC TRF PED,LOC_C6245807,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92523,0101000000B08B53C1892C5AC0C047232ACA3B4940,PED:JTPED:C207465,,JOINT SPC TRF PED,LOC_C6208552,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92524,0101000000F075869A022A5AC0B8FBDC70623C4940,PED:JTPED:C224942,,JOINT SPC TRF PED,LOC_C6225817,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92525,0101000000DCB2707DEB2A5AC0B83F9E6A283B4940,PED:JTPED:C311069,,JOINT SPC TRF PED,LOC_C6310729,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92526,010100000078EACDB2EB2A5AC0D0F983FD6E3B4940,PED:JTPED:C200635,,JOINT SPC TRF PED,LOC_C6201827,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92593,0101000000D0D8F627E52B5AC0E08553D73B3C4940,PED:JSPED:C194278,,JOINT STANDARD PED,LOC_C6195579,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 532 HANSEN DR,,,BU,,"R 532 HANSEN DR, REGNSK"
STRUCTURE_REG16/92594,0101000000A4CC4F6F5B2A5AC0782292D2803A4940,PED:JSPED:C214497,,JOINT STANDARD PED,LOC_C6215480,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92596,01010000008CDD0349BF2A5AC0F8EA69485B3C4940,PED:JTPED:C209176,,JOINT SPC TRF PED,LOC_C6210222,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92735,010100000074CEA2B9C62A5AC02008B8D60D3C4940,PED:JSPED:C212369,,JOINT STANDARD PED,LOC_C6213374,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5960 MCKINLEY AVE,,,BU,,"R 5960 MCKINLEY AVE, REGNSK"
STRUCTURE_REG16/92736,010100000084D258A7BC2A5AC0008BCC2EA83B4940,PED:JSPED:C198223,,JOINT STANDARD PED,LOC_C6199449,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92786,0101000000744CF431932A5AC02892A901113C4940,PED:JSPED:C212306,,JOINT STANDARD PED,LOC_C6213309,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5828 MCKINLEY AVE,,,BU,,"R 5828 MCKINLEY AVE, REGNSK"
STRUCTURE_REG16/92790,0101000000281527D3D52A5AC0B85ED5F1493B4940,PED:JTPED:C198482,,JOINT SPC TRF PED,LOC_C6199715,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92835,0101000000ACE8F0BF9E2A5AC068873E13B23B4940,PED:JSPED:C198177,,JOINT STANDARD PED,LOC_C6199404,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92836,0101000000240A62DDCE2A5AC0A8B9E387293B4940,PED:JSPED:C200145,,JOINT STANDARD PED,LOC_C6201364,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92837,01010000005427C0E0152B5AC0E806D938763A4940,PED:JTPED:C223321,,JOINT SPC TRF PED,LOC_C6224213,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92838,01010000006C77F57B192B5AC03052A23E2C3B4940,PED:JTPED:C198305,,JOINT SPC TRF PED,LOC_C6199539,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92843,010100000090A44817EB2A5AC030758F8D3C3B4940,PED:JSPED:C198661,,JOINT STANDARD PED,LOC_C6199897,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,S 6220 4TH AVE,,,BU,,"S 6220 4TH AVE, REGNSK"
STRUCTURE_REG16/92844,01010000004CC2DD3DE62A5AC0C0038F1E283B4940,PED:JSPED:C200089,,JOINT STANDARD PED,LOC_C6201310,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6209 4TH AVE,,,BU,,"R 6209 4TH AVE, REGNSK"
STRUCTURE_REG16/92845,01010000000489C6705B2A5AC028AF45AD9E3A4940,PED:JSPED:C214612,,JOINT STANDARD PED,LOC_C6215596,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1310 GRACE ST,,,BU,,"R 1310 GRACE ST, REGNSK"
STRUCTURE_REG16/92846,010100000060E5565CEA2A5AC0780DB622BB3B4940,PED:SST:C202597,,COMPANY STEEL STAKE,LOC_C6203789,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,S 86 MIKKELSON DR,,,BU,,"S 86 MIKKELSON DR, REGNSK"
STRUCTURE_REG16/92879,0101000000781C80B9482B5AC0E82F25E6673C4940,PED:JSPED:C207506,,JOINT STANDARD PED,LOC_C6208599,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 224 FULTON DR,,,BU,,"R 224 FULTON DR, REGNSK"
STRUCTURE_REG16/92881,010100000018EF177EF32A5AC0D0505970A63B4940,PED:JSPED:C200267,,JOINT STANDARD PED,LOC_C6201462,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92882,010100000048EBDAA4A32A5AC01034E3FD103C4940,PED:JSPED:C212293,,JOINT STANDARD PED,LOC_C6213297,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5874 MCKINLEY AVE,,,BU,,"R 5874 MCKINLEY AVE, REGNSK"
STRUCTURE_REG16/92883,0101000000ECA43283002B5AC0B0A4BDDD6C3B4940,PED:JTPED:C202422,,JOINT SPC TRF PED,LOC_C6203603,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92884,01010000003C356172D82A5AC0B0837291B13B4940,PED:JSPED:C198056,,JOINT STANDARD PED,LOC_C6199286,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92932,010100000048C4562EA62B5AC0106CD833E73B4940,PED:JSPED:C198951,,JOINT STANDARD PED,LOC_C6200182,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92934,010100000098EB9EB6722B5AC02093E008B03B4940,PED:JSPED:C197949,,JOINT STANDARD PED,LOC_C6199175,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92936,0101000000A8A8E8B2722B5AC048CE2881C03B4940,PED:SST:C203489,,COMPANY STEEL STAKE,LOC_C6204643,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92937,0101000000FC27AC78D62A5AC0885795F4653B4940,PED:JSPED:C200192,,JOINT STANDARD PED,LOC_C6201410,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 38 LYONS ST,,,BU,,"R 38 LYONS ST, REGNSK"
STRUCTURE_REG16/92943,0101000000C08C604B5E2B5AC020BB3011B03B4940,PED:JSPED:C198442,,JOINT STANDARD PED,LOC_C6199679,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 744 SNEDDON ST,,,BU,,"R 744 SNEDDON ST, REGNSK"
STRUCTURE_REG16/92944,0101000000CC60C13AE42A5AC0A80867BFC73B4940,PED:JTPED:C311535,,JOINT SPC TRF PED,LOC_C6311194,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/92996,01010000007077121BF02A5AC0388D89415E3C4940,PED:JSPED:C206791,,JOINT STANDARD PED,LOC_C6207893,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 63 MCSHERRY CRES,,,BU,,"R 63 MCSHERRY CRES, REGNSK"
STRUCTURE_REG16/93001,0101000000BCCF0C70AE2A5AC0F0D6EEFB103C4940,PED:JSPED:C212278,,JOINT STANDARD PED,LOC_C6213282,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5912 MCKINLEY AVE,,,BU,,"R 5912 MCKINLEY AVE, REGNSK"
STRUCTURE_REG16/93002,0101000000F06C63A7102B5AC0D896F818B63B4940,PED:JTPED:C203746,,JOINT SPC TRF PED,LOC_C6204895,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/93003,0101000000C0BFB9D3FE2A5AC0C069216B073C4940,PED:JTPED:C211436,,JOINT SPC TRF PED,LOC_C6212440,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/93005,0101000000F82EF1BC9E2A5AC06849058AA23B4940,PED:JSPED:C198196,,JOINT STANDARD PED,LOC_C6199424,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/93006,010100000010892877D62A5AC0D8F43629513B4940,PED:JSPED:C198466,,JOINT STANDARD PED,LOC_C6199701,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 54 LYONS ST,,,BU,,"R 54 LYONS ST, REGNSK"
