id,location,name,specification,type_name,inventory_status_code,work_order_name,account_code,clli_code,st_clli_cd,st_co_id,st_ownr_co_nm,st_vntge_yr,st_rmks,st_sap_actvy_cd,st_sap_ntwk_id,average_floor_height,starting_floor,ending_floor,ground_floor_number
STRUCTURE_REG16/271628,0101000000407F36ACA82A5AC060C6FD7CD8394940,BUILD:BUS:C221152,,BUS,IPL,,,REGNSK,REGNSK8P134,REGNSK01,SASKTEL,,NOT IN MARTENS,,,12.0,0,1,1
STRUCTURE_REG16/271760,0101000000486BFF0F5F2A5AC04048F78F9F3A4940,BUILD:BUS:C224793,,BUS,IPL,,,REGNSK,REGNSK1L124,REGNSK04,SASKTEL,,,,,12.0,0,1,1
STRUCTURE_REG16/273584,0101000000D0D4E85ED2285AC0B0BF6B8BC3394940,BUILD:BUS:C220559,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/273895,0101000000946E0BC93B295AC0F00B2D5A1C3A4940,BUILD:MDU::10563494,,MDU,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/278609,010100000038757A18592A5AC0A8F62D03A63A4940,BUILD:BUS:C214616,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/278731,0101000000089305F327295AC0A0E2CFC2AE3A4940,BUILD:BUS:C201299,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,no ap in martens,,,,,,
STRUCTURE_REG16/278754,0101000000C8B9F147812A5AC0C8D3D564E0394940,BUILD:BUS:C218472,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/278755,0101000000F474B5E2C92A5AC0C8D2DD9BBD394940,BUILD:BUS:C220692,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/281625,0101000000E8F78A8F0B295AC068B1308B633A4940,BUILD:BUS:C199422,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/282493,0101000000D483FD624C2A5AC0B0AD36D1B73A4940,BUILD:BUS::11267402,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2020,,0010,101876,,,,
STRUCTURE_REG16/283432,01010000009C3E3771C8295AC06803BAE0E03A4940,BUILD:BUS:C220900,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/283433,01010000006C690233E9295AC0B8B57629953B4940,BUILD:BUS:C227813,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/283607,0101000000149941FB7F2B5AC0D09EBE17BF3B4940,BUILD:MDU::11500409,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/286923,0101000000D4EECD581C2B5AC04894743C823B4940,BUILD:BUS:C203588,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/290158,0101000000FC6B16BB3F295AC040664CA04C3B4940,BUILD:BUS::11660682,,BUS,IPL,,,REGNSK,,REGNSK04,,2021,,0000,814833,,,,
STRUCTURE_REG16/292556,01010000002CC6492C6C295AC0109B80ADF2394940,BUILD:BUS:C264435,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/293252,010100000000E8B3E0DE2A5AC0B88124214E3A4940,BUILD:BUS::9887576,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2018,,0000,804234,,,,
STRUCTURE_REG16/293504,0101000000584D3FF751295AC060D2D08D103A4940,BUILD:BUS:C217829,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/298607,01010000001C288A6C142B5AC0B891B2B26E3A4940,BUILD:BUS:C223386,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/311266,0101000000982ADD32E7295AC030B4DE35C93A4940,BUILD:BUS:C221065,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/312855,0101000000A4F7A9048D295AC040DADC5EB33B4940,BUILD:MDU::12675411,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/313224,0101000000E824FBEA612A5AC0800806B7C53A4940,BUILD:BUS::8081117,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/313267,0101000000BC68DE5DA62B5AC0A8F473AD773A4940,BUILD:BUS:C221775,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/313480,0101000000D8F718143C295AC040BB2132113A4940,BUILD:MDU::10563492,,MDU,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/313593,01010000001821A3064A2A5AC0E86E85BA8C3A4940,BUILD:MDU::8073118,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/314436,0101000000C8FA951A562A5AC078A3FD4C933A4940,BUILD:BUS:C220233,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/314807,01010000008C80FD1C0E295AC0C85A0D6DA63B4940,BUILD:BUS::6843417,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,2015,,0010,970089,,,,
STRUCTURE_REG16/318294,0101000000D805AB33BC2A5AC010D44B54BB3A4940,BUILD:BUS:C210539,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/320861,01010000003C3A3B3ACA295AC0E8B9851B613B4940,BUILD:MDU::12295581,,MDU,PDA,REGN110945-0010,,REGNSK,,REGNSK04,SASKTEL,2022,,0010,110945,,,,
STRUCTURE_REG16/321514,0101000000ACC17E2C7D295AC038DBFD13E4394940,BUILD:BUS:C197216,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/322976,010100000024DC3FD7FD285AC0F03F1A37FD3A4940,BUILD:BUS:C202029,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/323149,0101000000E81B9B94972B5AC00064918EC13B4940,BUILD:MDU::11500404,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/324451,0101000000D4246D1AE32A5AC0506AA566083C4940,BUILD:BUS:C211420,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN  MARTENS,,,,,,
STRUCTURE_REG16/324929,01010000009486306A76295AC0D0BED2C9B73B4940,BUILD:BUS:C195862,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,AP NO IN MARTENS,,,,,,
STRUCTURE_REG16/333257,0101000000300E7CAC03295AC070F78DAA443A4940,BUILD:BUS:C201588,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/333616,01010000009C88ED0A572A5AC00018E3F1A43A4940,BUILD:MDU::8280898,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/340403,0101000000A4F8E1E856295AC0C00513CB623B4940,BUILD:BUS::13337901,,BUS,PDA,REGN826982,,REGNSK,,REGNSK04,,2025,,0000,826982,,,,
STRUCTURE_REG16/340889,0101000000AC390015E0295AC06086D5AB8A3B4940,BUILD:MDU::12295579,,MDU,PDA,REGN110945-0010,,REGNSK,,REGNSK04,SASKTEL,2022,,0010,110945,,,,
STRUCTURE_REG16/344782,01010000009CB3300413295AC09843EB4B303A4940,BUILD:BUS:C203857,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/352517,010100000064F6587E89295AC05821DC6CC53B4940,BUILD:MDU::12677326,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/353102,01010000008C09DB963B295AC0C0490E03163A4940,BUILD:MDU::10563493,,MDU,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/353104,0101000000F4F457164C295AC080CAF1AA913B4940,BUILD:MDU::6701296,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2013,,0010,963983,,,,
STRUCTURE_REG16/353163,01010000006816BC76562A5AC0D89C3CFF923A4940,BUILD:MDU::8280899,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/353191,010100000034FB2E65D3295AC038E4C94FD93A4940,BUILD:MDU::10749998,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2020,,0010,101279,,,,
STRUCTURE_REG16/357803,010100000024609989922A5AC078B1C4CBDF394940,BUILD:BUS:C218441,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/360181,0101000000A48CA61D182B5AC05035D4A42B3B4940,BUILD:BUS:C198235,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/366050,010100000070D16571EC2A5AC06815FD0EF63B4940,BUILD:BUS:C211465,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/367775,010100000034721086F7285AC0486D621B4D3A4940,BUILD:BUS:C201537,,BUS,IPL,,,REGNSK,REGNSK1L363,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/372412,0101000000D873D8FE47295AC0500219A9133A4940,BUILD:BUS:C217821,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/372868,010100000094BB099D3B295AC0F0DCC6FC223A4940,BUILD:MDU::10662663,,MDU,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/380158,0101000000E8DFBBEEE9295AC0E0BF6EB5673B4940,BUILD:MDU::12295578,,MDU,PDA,REGN110945-0010,,REGNSK,,REGNSK04,SASKTEL,2022,,0010,110945,,,,
STRUCTURE_REG16/380179,0101000000F4E7FDDA95295AC0B04276BD383B4940,BUILD:MDU::10748090,,MDU,PDA,REGN101301-0010,,REGNSK,,REGNSK04,SASKTEL,2019,,0010,101301,,,,
STRUCTURE_REG16/380636,01010000008840C41FA82A5AC0982A9C3A153A4940,BUILD:BUS:C220728,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2006,NOT INH MARTENS,0010,936517,,,,
STRUCTURE_REG16/382277,0101000000F4947394C9295AC0405575916D3B4940,BUILD:BUS:C229662,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/382446,0101000000541BBCDF832B5AC0C0646E21BC3B4940,BUILD:MDU::11500408,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/385712,0101000000FCEF5AD2092B5AC090EB8CADAF3B4940,BUILD:BUS:C203753,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/390013,0101000000D8074EEDD4295AC090E35057E8394940,BUILD:BUS:C252777,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/390392,01010000000C13F1FC00295AC030A378324B3A4940,BUILD:BUS:C201561,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/392561,0101000000101CC7AAC9295AC020CE9E66E93A4940,BUILD:MDU::10752522,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2020,,0010,101355,,,,
STRUCTURE_REG16/392699,0101000000A0B8F731E5295AC0401508ECBE3A4940,BUILD:MDU::10540823,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/399400,010100000020733F89EA285AC03821B1A09A3A4940,BUILD:MDU::13261688,,MDU,IPL,REGN116840,,REGNSK,,REGNSK01,SASKTEL,2024,,0010,116840,,,,
STRUCTURE_REG16/400002,0101000000086B195FCA295AC058CFA0A6783B4940,BUILD:MDU::12295580,,MDU,PDA,REGN110945-0010,,REGNSK,,REGNSK04,SASKTEL,2022,,0010,110945,,,,
STRUCTURE_REG16/400447,010100000080F1F4C6E0295AC000804F58943B4940,BUILD:MDU::13245342,,MDU,IPL,REGN116724,,REGNSK,,REGNSK04,SASKTEL,2024,,0010,116724,,,,
STRUCTURE_REG16/401073,01010000005C872DE759295AC03070A751A13B4940,BUILD:MDU::13089832,,MDU,IPL,REGN114606,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,114606,,,,
STRUCTURE_REG16/402386,0101000000888D8B008D2B5AC0D069929CAF3B4940,BUILD:MDU::11500401,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/403553,0101000000BC1CCEE075295AC0E0AFEC96253A4940,BUILD:BUS:C197607,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/409187,0101000000887C76446E2A5AC018C867AACE3A4940,BUILD:BUS::8081114,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/412234,010100000048F07EC3612A5AC0601A9728BD3A4940,BUILD:BUS::8081118,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/412427,010100000070F2B0BDE72A5AC0D01D4874153A4940,BUILD:SEB:C276324,,SEB,IPL,,,REGNSK,REGNSKU0100,REGNSK01,SASKTEL,,,,,3.7,0,1,1
STRUCTURE_REG16/417161,0101000000506CCDA28C2A5AC0E84004F9F2394940,BUILD:BUS:C218476,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/417382,0101000000045B73E78C295AC0B8664EABA93B4940,BUILD:BUS:C233070,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/419000,01010000002C573F36892C5AC0B0C91861C23B4940,BUILD:BUS:C207318,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/419859,0101000000903AD8CDD2295AC098532B4E603B4940,BUILD:MDU::10747786,,MDU,PDA,REGN101264-0010,,REGNSK,,REGNSK04,SASKTEL,2019,,0010,101264,,,,
STRUCTURE_REG16/419944,010100000028168FF0552C5AC0E84C0944EC394940,BUILD:MDU::12656526,,MDU,IPL,,,REGNSK,,REGNSK01,,2023,,0000,820130,,,,
STRUCTURE_REG16/420798,0101000000E487CFA571295AC00082EE0FB73B4940,BUILD:MDU::13089826,,MDU,IPL,REGN114606,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,114606,,,,
STRUCTURE_REG16/422100,0101000000388FB37E8D2B5AC080E7CB03BF3B4940,BUILD:MDU::11500406,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/431672,01010000004C81047981295AC0489F29BDB43B4940,BUILD:MDU::12680538,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/433497,0101000000147D8C59F9285AC0C89EB613D33A4940,BUILD:BUS::11282123,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,2021,,0000,812321,,,,
STRUCTURE_REG16/439088,010100000010552F27B72B5AC06016AC6E3E3B4940,BUILD:BUS::12593162,,BUS,PDA,REGNSK112103-0010,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,112103,,,,
STRUCTURE_REG16/439210,01010000007C2AED5B0D2B5AC0D016A52BA83B4940,BUILD:BUS:C203776,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/440387,01010000002013C3EA5C295AC0F812A86D9F3B4940,BUILD:MDU::12667765,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/440588,0101000000B8D76019AF295AC0982332E64D3A4940,BUILD:BUS:C222628,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/441880,0101000000F87327918A2B5AC0B0F5913DBD3B4940,BUILD:MDU::11500407,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/442018,01010000006C24B7C3B2295AC068A7BF61993A4940,BUILD:MDU::13093690,,MDU,IPL,REGN114701,,REGNSK,REGNSK1L946,REGNSK04,SASKTEL,2023,,0010,114701,,,,
STRUCTURE_REG16/445239,01010000009CAC972D792A5AC020E5444E2E3C4940,BUILD:BUS:C210384,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/445258,0101000000C0D3039D8B2B5AC010D10F8DA83A4940,BUILD:BUS:C218632,,BUS,IPL,,,REGNSK,REGNSK1L097,REGNSK04,SASKTEL,,,,,12.0,0,1,1
STRUCTURE_REG16/445309,01010000001CF63B47562A5AC0D09DA1D1803A4940,BUILD:BUS:C220212,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/448816,0101000000C82FD47881295AC078211CD4BA3B4940,BUILD:MDU::12677016,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/449823,01010000005065B80417295AC04824BB53333A4940,BUILD:BUS::10173642,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,2018,,0000,805680,,,,
STRUCTURE_REG16/452187,0101000000208419E3FB285AC010560B75E33A4940,BUILD:MDU::11064522,,MDU,IPL,,,REGNSK,,REGNSK01,SASKTEL,2020,,0000,810551,,,,
STRUCTURE_REG16/452360,0101000000284D0DDE3E295AC0D090A708973B4940,BUILD:MDU::6703197,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2012,,0010,963983,,,,
STRUCTURE_REG16/453236,010100000008B78E07612A5AC058A1491BB43A4940,BUILD:BUS::8081119,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/456825,0101000000D065EF94872A5AC07029F0B3E9394940,BUILD:BUS:C218485,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/456827,01010000004490F1F87B2A5AC03070C9A9D1394940,BUILD:BUS:C220962,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/459108,0101000000C03F303D5D295AC0E0D4491B663C4940,BUILD:BUS::12591562,,BUS,PDA,REGNSK112103-0010,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,112103,,,,
STRUCTURE_REG16/461379,0101000000688A595FBF2A5AC0306CA8461F3A4940,BUILD:BUS::12970764,,BUS,IPL,,,REGNSK,REGNSK1L888,REGNSK01,,2023,,0000,822096,,,,
STRUCTURE_REG16/461796,0101000000E81E13083F295AC0E8A0D898C43A4940,BUILD:BUS:C220864,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/462010,010100000020525968752B5AC0C06AC5A1B83B4940,BUILD:MDU::11500397,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/463565,0101000000C089FEBC88295AC058608EACA93B4940,BUILD:BUS:C233079,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/463566,0101000000F8A26D977E295AC0F0D2337BA83B4940,BUILD:BUS:C233094,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/468584,0101000000481AD1AD1F2B5AC0C0928F70293B4940,BUILD:SEB:C321084,,SEB,IPL,,,REGNSK,REGOSKCX,REGNSK04,SASKTEL,,,,,12.0,0,1,1
STRUCTURE_REG16/470042,01010000003CACA7BE82295AC00060209BB33B4940,BUILD:MDU::12667743,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/470043,0101000000B49CC07E8C295AC038D62094C33B4940,BUILD:MDU::12667746,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/470879,010100000040C477A98B295AC000DC0C74033A4940,BUILD:BUS:C197502,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/472056,0101000000505F5712E7295AC020C23081D73A4940,BUILD:MDU::10553808,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/479156,0101000000700F0E98D5295AC030AB01CEBB3A4940,BUILD:BUS:C226437,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/480400,010100000074D88EF368295AC0B8B8E373C53B4940,BUILD:MDU::13089823,,MDU,IPL,REGN114606,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,114606,,,,
STRUCTURE_REG16/480595,0101000000F8E4B9A27A295AC050489140393B4940,BUILD:MDU::10749020,,MDU,IPL,,LACC_AAERIAL_F,REGNSK,,REGNSK04,,2020,,0010,101300,,,,
STRUCTURE_REG16/481201,010100000078B2446240295AC070829216EF394940,BUILD:BUS:C217799,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/481518,010100000094453697E8295AC088086FE4813B4940,BUILD:BUS:C229639,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/483325,01010000007836666A76295AC0488B3F66B43B4940,BUILD:BUS:C195874,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/483381,010100000058403DBD7F295AC05000851AC83B4940,BUILD:BUS:C232945,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/487591,0101000000345FAE10992A5AC058C4BEA4BE394940,BUILD:BUS:C220394,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/489835,0101000000B0F4C41A5E295AC0F01B99934C3B4940,BUILD:BUS::11716362,,BUS,IPL,,,REGNSK,,REGNSK04,,2021,,0000,815142,,,,
STRUCTURE_REG16/498870,0101000000A09D174A0D2B5AC0C0FFC874A83B4940,BUILD:BUS::13207466,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2024,,0000,824688,,,,
STRUCTURE_REG16/499496,0101000000083249FFE7295AC00886B2DE523B4940,BUILD:MDU::13244716,,MDU,IPL,REGN116724,,REGNSK,,REGNSK04,SASKTEL,2024,,0010,116724,,,,
STRUCTURE_REG16/500312,0101000000749361DA8C295AC0F8BFFFD0383B4940,BUILD:MDU::10749022,,MDU,IPL,,LACC_AAERIAL_F,REGNSK,,REGNSK04,,2020,,0010,101300,,,,
STRUCTURE_REG16/504850,0101000000B450DC389C2B5AC080CBCCD43D3B4940,BUILD:BUS:C238411,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/511119,010100000060510EEF84295AC07832020EC73B4940,BUILD:MDU::12676689,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/511126,010100000064CFFD865D295AC05097DECEA33B4940,BUILD:MDU::12674124,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/511173,0101000000BC0670BF8B295AC028DB98C2B63B4940,BUILD:MDU::12680568,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/511550,0101000000C03770AED1285AC0788A29B94C3A4940,BUILD:BUS::6754074,,BUS,IPL,,,REGNSK,REGNSKJ6179,REGNSK01,SASKTEL,2013,,0010,968666,12.0,0,1,1
STRUCTURE_REG16/511743,010100000090E8B65B4A2A5AC0984BEA3E9F3A4940,BUILD:MDU::8073116,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/511871,01010000006C86F528D7295AC050350C4FCA3A4940,BUILD:MDU::10542603,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/512797,0101000000AC4C5A19562A5AC0F881467E773A4940,BUILD:BUS::8079515,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/520044,0101000000746FCB9B71295AC038F6298AC13B4940,BUILD:MDU::13089824,,MDU,IPL,REGN114606,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,114606,,,,
STRUCTURE_REG16/520251,01010000006CFEB0BC83295AC098C0D3EF383B4940,BUILD:MDU::10749021,,MDU,IPL,,LACC_AAERIAL_F,REGNSK,,REGNSK04,,2020,,0010,101300,,,,
STRUCTURE_REG16/524616,010100000010BEC9FF1C2B5AC0A05775560B3B4940,BUILD:BUS:C198201,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/524617,0101000000AC26A358FB2A5AC0F0C57213013C4940,BUILD:BUS:C211426,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/531401,0101000000D82F058FE2295AC0D822D187CB3A4940,BUILD:MDU::10553806,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/531558,01010000002CD2D0AE3E295AC018E576F58B3B4940,BUILD:MDU::6703200,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2013,,0010,963983,,,,
STRUCTURE_REG16/536162,0101000000B07D5E778E2A5AC02885C11BE3394940,BUILD:BUS:C218463,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/539232,0101000000E8DC128BE8295AC0B8DC9E2F5C3B4940,BUILD:MDU::13244715,,MDU,IPL,REGN116724,,REGNSK,,REGNSK04,SASKTEL,2024,,0010,116724,,,,
STRUCTURE_REG16/539816,010100000070DB08D5B7295AC0F8C26DD24C3B4940,BUILD:BUS:C232808,,BUS,IPL,,,REGNSK,REGNSK1N176,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/539860,0101000000C4F669FB68295AC058CD5A14BA3B4940,BUILD:MDU::13089829,,MDU,IPL,REGN114606,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,114606,,,,
STRUCTURE_REG16/541203,010100000054220928982B5AC0E883F182B13B4940,BUILD:MDU::11500402,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/541330,0101000000E8B469CA80295AC0C0E58452393B4940,BUILD:MDU::13093692,,MDU,IPL,REGN114701,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,114701,,,,
STRUCTURE_REG16/542072,0101000000500859201E295AC070DA8060323A4940,BUILD:BUS:C203847,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
