id,location,name,specification,type_name,location_code,inventory_status_code,work_order_name,work_order_item_number,account_code,height,clli_code,st_uom_cd,st_pl_cl_cd,st_clli_cd,st_co_id,st_ownr_co_nm,st_vntge_yr,st_rmks,st_sap_stk_id,st_rte_id,st_bond_to_neut_cd,st_trmnl_id,st_pc_qty,st_sap_actvy_cd,st_sap_ntwk_id,st_envmt_cd
STRUCTURE_REG16/285,0101000000F4BEC57EE7285AC0704C81FFBF3A4940,POL:PPOLE:C194959,,POWER,LOC_C6196247,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/288,0101000000C0624E7CE7285AC0E83CDB24B83A4940,POL:PPOLE:C201089,,POWER,LOC_C6202276,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/294,0101000000CCB67565E7285AC058E348E1663A4940,POL:PPOLE:C199742,,POWER,LOC_C6200964,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/299,0101000000E08DB0CECF285AC040CD53348E3A4940,POL:PPOLE:C201111,,POWER,LOC_C6202302,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/304,0101000000D8371A6703295AC088F730A9913A4940,POL:PPOLE:C199581,,POWER,LOC_C6200805,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/305,010100000040C49B6F03295AC01047CDADC93A4940,POL:PPOLE:C201864,,POWER,LOC_C6203046,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/310,01010000007036EA0FD7285AC078A8B405513A4940,POL:PPOLE:C201206,,POWER,LOC_C6202396,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/311,0101000000ECA26191FC285AC0708CAC885C3A4940,POL:PPOLE:C199461,,POWER,LOC_C6200684,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/314,0101000000606A9C6403295AC0A048858B7E3A4940,POL:PPOLE:C199573,,POWER,LOC_C6200797,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/323,01010000002CD0C8C9DF285AC0108F090D513A4940,POL:PPOLE:C199771,,POWER,LOC_C6200991,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/327,01010000000854EA85E7285AC0480D7896E93A4940,POL:PPOLE:C194931,,POWER,LOC_C6196217,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/333,01010000001C40F4E1CF285AC088B6233CE43A4940,POL:PPOLE:C196606,,POWER,LOC_C6197853,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338,01010000004CA05DC5CF285AC0704E14D7673A4940,POL:PPOLE:C201162,,POWER,LOC_C6202349,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/346,0101000000ECCD92A7FC285AC0882812F8B53A4940,POL:PPOLE:C201058,,POWER,LOC_C6202246,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/883,010100000074FB886C5B2A5AC0F093CEEDC93A4940,POL:PPOLE:C220771,,POWER,LOC_C6221712,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/884,010100000010DF74BE442A5AC09065CC5AD33A4940,POL:PPOLE:C220760,,POWER,LOC_C6221700,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/1091,010100000090E36C3F5B2A5AC0A07742A0543A4940,POL:PPOLE:C214449,,POWER,LOC_C6215434,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/1683,0101000000B063672D2C2A5AC0A8DC53C5963A4940,POL:PPOLE:C213627,,POWER,LOC_C6214634,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/1783,01010000003899690F7C2A5AC070DCEFDE3E3C4940,POL:PPOLE:C203444,,POWER,LOC_C6204598,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/1876,010100000038EDDDAA61295AC0987FF8BCCC3B4940,POL:PPOLE:C192099,,POWER,LOC_C6193500,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/2084,010100000048C288F4B0295AC0D0B72F81CA394940,POL:PPOLE:C192628,,POWER,LOC_C6194012,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/2111,0101000000B40BC6BB55295AC0B0F29E4CE1394940,POL:PPOLE:C264374,,POWER,LOC_C6264698,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/2112,01010000001C789B8855295AC0C8D589B7CD394940,POL:PPOLE:C220337,,POWER,LOC_C6221276,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/2319,01010000007098E3A0FA285AC080114D704F3B4940,POL:PPOLE:C197002,,POWER,LOC_C6198242,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/2598,0101000000FCB44F9C432A5AC0788F3471583A4940,POL:PPOLE:C214337,,POWER,LOC_C6215322,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/2806,010100000070A1E0CC692A5AC0F012C177DC3A4940,POL:PPOLE:C200667,,POWER,LOC_C6201860,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/2813,0101000000A0FA4BAE29295AC0C8E7D657563C4940,POL:PPOLE:C192161,,POWER,LOC_C6193549,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/2896,0101000000340B6AAE29295AC098630DDF4E3C4940,POL:PPOLE:C192164,,POWER,LOC_C6193552,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/3122,0101000000A09B9D0F262A5AC088683B134B3C4940,POL:PPOLE:C228338,,POWER,LOC_C6229166,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/3145,010100000068FBB7C8462A5AC048DDE00E4B3C4940,POL:PPOLE:C228357,,POWER,LOC_C6229187,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/3648,01010000007434711FD7295AC090AD2A124B3C4940,POL:PPOLE:C228265,,POWER,LOC_C6229098,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/3686,010100000044947787142A5AC050313177DC3A4940,POL:PPOLE:C220478,,POWER,LOC_C6221416,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/3923,01010000005053C0AD632A5AC020A13C7FDC3A4940,POL:PPOLE:C200670,,POWER,LOC_C6201864,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/4381,0101000000E068936576295AC0F0453454E1394940,POL:PPOLE:C197233,,POWER,LOC_C6202412,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/4383,0101000000109400073D295AC0E878C3F2313A4940,POL:PPOLE:C197128,,POWER,LOC_C6198364,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/4413,010100000024B0555C3E295AC060B82B42D1394940,POL:PPOLE:C218398,,POWER,LOC_C6219346,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/4436,0101000000105E34C48E295AC0F8A991CDFD394940,POL:PPOLE:C196954,,POWER,LOC_C6202426,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/4438,01010000003C8521479A295AC068C6DC01D3394940,POL:PPOLE:C192589,,POWER,LOC_C6193968,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/4459,01010000008CD614726C295AC0B8D6C175D0394940,POL:PPOLE:C205818,,POWER,LOC_C6206941,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/4571,0101000000B0EDD342C0295AC040D76BA5903A4940,POL:PPOLE:C221787,,POWER,LOC_C6222686,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/5982,01010000007402738A142A5AC000B5A653803A4940,POL:PPOLE:C213496,,POWER,LOC_C6214501,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/6027,01010000007C676AC88E295AC0F0293CDF043A4940,POL:PPOLE:C196956,,POWER,LOC_C6202427,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/6043,0101000000B858E12E2C2A5AC0E03760F2A73A4940,POL:PPOLE:C213630,,POWER,LOC_C6214637,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/8120,010100000028FB6FA4DA2B5AC048D8F865533A4940,POL:PPOLE:C221720,,POWER,LOC_C6222620,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/8335,0101000000787E0CAE7D295AC0A0F4798AF1394940,POL:PPOLE:C279360,,POWER,LOC_C6279523,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/8366,0101000000B4BC11947D295AC018B7BAD1043A4940,POL:PPOLE:C232669,,POWER,LOC_C6233420,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/8369,010100000048CFB2F6B0295AC088544801BB394940,POL:PPOLE:C192636,,POWER,LOC_C6194017,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/8370,0101000000E8143F2176295AC0E8D3FBE4ED394940,POL:PPOLE:C279352,,POWER,LOC_C6279514,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/8383,010100000078C73B1DEE295AC0F0515C1B4B3C4940,POL:PPOLE:C228288,,POWER,LOC_C6229119,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/8537,01010000008437828C142A5AC018497F25933A4940,POL:PPOLE:C213500,,POWER,LOC_C6214506,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/8558,0101000000C0FD6B6C5B2A5AC000F72550C13A4940,POL:PPOLE:C220767,,POWER,LOC_C6221705,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/8560,0101000000148801BF442A5AC0A030F14CCA3A4940,POL:PPOLE:C220763,,POWER,LOC_C6221703,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/8611,01010000004018958D142A5AC060DC3F49D33A4940,POL:PPOLE:C220479,,POWER,LOC_C6221418,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/8746,0101000000DC4C29088E2A5AC0C052BD9F543A4940,POL:PPOLE:C223187,,POWER,LOC_C6224077,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/8753,0101000000E8983A62892A5AC070657959BE3A4940,POL:PPOLE:C200720,,POWER,LOC_C6201913,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9354,010100000094F0F6B3E7285AC0A8663CA2E63B4940,POL:PPOLE:C186917,,POWER,LOC_C6188505,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9355,0101000000448CF713D0285AC0B8314CF9123C4940,POL:PPOLE:C186884,,POWER,LOC_C6188473,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9356,0101000000D86E27B6E7285AC070E5E298FA3B4940,POL:PPOLE:C186920,,POWER,LOC_C6188508,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/9361,01010000003CC83E0ACF285AC0B87C1E227C3B4940,POL:PPOLE:C188553,,POWER,LOC_C6190054,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9362,0101000000BC199D42FA285AC0C034CA6F5B3B4940,POL:PPOLE:C188772,,POWER,LOC_C6190265,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9367,01010000006473B9E717295AC03849F6ECDF3B4940,POL:PPOLE:C187095,,POWER,LOC_C6188666,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9369,010100000018B82CF4DB285AC028D4BA179C3B4940,POL:PPOLE:C187348,,POWER,LOC_C6188908,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9370,0101000000C0083A8ACE285AC0F0E3B01A9C3B4940,POL:PPOLE:C187544,,POWER,LOC_C6189075,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/9379,01010000009CFA14BB8E295AC0D8899A6EED394940,POL:PPOLE:C196951,,POWER,LOC_C6202421,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9410,0101000000A4C57B36D4285AC070240E7B4F3B4940,POL:PPOLE:C196987,,POWER,LOC_C6198222,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9425,010100000018D8C0DC02295AC0605BCD149C3B4940,POL:PPOLE:C190634,,POWER,LOC_C6192080,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9451,0101000000A4FAF4F60C295AC060F95806443B4940,POL:PPOLE:C202250,,POWER,LOC_C6203430,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,NOT IN MARTENS,,,,,,,,AE
STRUCTURE_REG16/9452,0101000000A0C75C0A09295AC090B19D06443B4940,POL:PPOLE:C202251,,POWER,LOC_C6203432,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,NOT IN MARTENS,,,,,,,,AE
STRUCTURE_REG16/9456,0101000000C40A81D310295AC01842AF5B9E3A4940,POL:PPOLE:C197356,,POWER,LOC_C6198598,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9481,01010000002073D2ECFB285AC0483D7191DF3B4940,POL:PPOLE:C186963,,POWER,LOC_C6188549,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9484,0101000000489476D010295AC0909646108A3A4940,POL:PPOLE:C197376,,POWER,LOC_C6198665,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9488,010100000084D9D327FC285AC010E6B6B7BA3B4940,POL:PPOLE:C188864,,POWER,LOC_C6190347,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9492,0101000000B08445DD18295AC0408D486F533A4940,POL:PPOLE:C199209,,POWER,LOC_C6200437,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9493,0101000000B49A597128295AC0003CE05CF13A4940,POL:PPOLE:C199312,,POWER,LOC_C6200540,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9519,01010000006495375F03295AC0A803D9853B3A4940,POL:PPOLE:C203876,,POWER,LOC_C6205025,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9523,010100000034CE187928295AC0E800F67B293B4940,POL:PPOLE:C199255,,POWER,LOC_C6200483,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9538,0101000000B0CEEC4B7A2A5AC0B02CAD004B3C4940,POL:PPOLE:C203368,,POWER,LOC_C6204525,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9549,01010000006891786F28295AC0D03DBB4EB33A4940,POL:PPOLE:C201002,,POWER,LOC_C6202192,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/9568,010100000014F7BA6D28295AC0F0F72C1E8A3A4940,POL:PPOLE:C197564,,POWER,LOC_C6198807,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9575,0101000000709460CA10295AC0B8D497CB643A4940,POL:PPOLE:C199160,,POWER,LOC_C6200390,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9576,01010000002880F9C910295AC0D8A9D2E65D3A4940,POL:PPOLE:C199168,,POWER,LOC_C6200399,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9577,01010000005C84B97528295AC0B803D7AAD73A4940,POL:PPOLE:C199324,,POWER,LOC_C6200550,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9598,010100000024066FB2E7285AC02839FF9ADF3B4940,POL:PPOLE:C186915,,POWER,LOC_C6188501,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9600,01010000008C596009D0285AC09023E2C2CE3B4940,POL:PPOLE:C188512,,POWER,LOC_C6190013,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/9611,010100000004B29C5992295AC070D3BA08313A4940,POL:PPOLE:C248394,,POWER,LOC_C6248885,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9637,010100000054BB177928295AC098C4A0531D3B4940,POL:PPOLE:C199259,,POWER,LOC_C6200486,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9660,010100000058008741FA285AC020320250633B4940,POL:PPOLE:C188768,,POWER,LOC_C6190256,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9735,0101000000D0F60B1D0B295AC0B8FC8DD1153B4940,POL:PPOLE:C196754,,POWER,LOC_C6197999,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9736,0101000000A03F097328295AC0789E283EFB3A4940,POL:PPOLE:C196863,,POWER,LOC_C6198110,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9741,0101000000B03E46C2FC285AC0103543AA283B4940,POL:PPOLE:C197338,,POWER,LOC_C6198580,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9775,0101000000D0E4BA0DD0285AC010BD074DEA3B4940,POL:PPOLE:C186880,,POWER,LOC_C6188469,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9776,0101000000B8CC43B5E7285AC0302B639CEF3B4940,POL:PPOLE:C186919,,POWER,LOC_C6188507,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9817,010100000070A6C406CF285AC0303CF21E5F3B4940,POL:PPOLE:C188483,,POWER,LOC_C6189988,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9818,01010000006C23E40ACF285AC04899F54B8C3B4940,POL:PPOLE:C188564,,POWER,LOC_C6190065,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9826,010100000004DB2D6E28295AC048C2F4B3943A4940,POL:PPOLE:C197549,,POWER,LOC_C6198790,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9870,01010000008024B63216295AC0207DCC07443B4940,POL:PPOLE:C202247,,POWER,LOC_C6203427,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,NOT IN MARTENS,,,,,,,,AE
STRUCTURE_REG16/9912,010100000060AE5BF0E1285AC080322ED86A3B4940,POL:PPOLE:C188919,,POWER,LOC_C6190404,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9915,01010000002473998B19295AC07846EC64873A4940,POL:PPOLE:C197497,,POWER,LOC_C6198750,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9916,010100000020A1797518295AC0786D495D9E3A4940,POL:PPOLE:C197526,,POWER,LOC_C6198772,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9965,010100000010F8F50921295AC0E0CB0463873A4940,POL:PPOLE:C197576,,POWER,LOC_C6198819,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/9971,01010000007873203A10295AC0600A0796313B4940,POL:PPOLE:C199229,,POWER,LOC_C6200454,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10036,010100000070EB617428295AC0382D7787D03A4940,POL:PPOLE:C199326,,POWER,LOC_C6200552,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10039,0101000000C8BB64C8432A5AC0E8F14BCF843A4940,POL:PPOLE:C214359,,POWER,LOC_C6215345,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10123,01010000000C76F3EFFB285AC080E48815EB3B4940,POL:PPOLE:C186979,,POWER,LOC_C6188564,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10124,010100000058CA8AC5D5285AC0080FE19FDF3B4940,POL:PPOLE:C187075,,POWER,LOC_C6188648,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10135,01010000007079839AE7285AC0685CA462393B4940,POL:PPOLE:C194876,,POWER,LOC_C6196164,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10192,010100000030D2691511295AC030330A21DE3A4940,POL:PPOLE:C196662,,POWER,LOC_C6197904,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10193,0101000000CC00F39D13295AC0B014D07EC33A4940,POL:PPOLE:C196692,,POWER,LOC_C6197936,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10198,010100000038D3076F28295AC0F019C3E8AE3A4940,POL:PPOLE:C273525,,POWER,LOC_C6273766,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10292,01010000000CF572DADE285AC0F8CB001A9C3B4940,POL:PPOLE:C187343,,POWER,LOC_C6188906,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10301,010100000050C2D214EF285AC0D060EF724F3B4940,POL:PPOLE:C197011,,POWER,LOC_C6198249,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10308,010100000028A4B5CF0E295AC008C33806443B4940,POL:PPOLE:C202249,,POWER,LOC_C6203428,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,NOT IN MARTENS,,,,,,,,AE
STRUCTURE_REG16/10406,010100000040F29BB0E7285AC078835637C93B4940,POL:PPOLE:C188474,,POWER,LOC_C6189976,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10489,0101000000B8B72AA249295AC0D0053E71C63B4940,POL:PPOLE:C192168,,POWER,LOC_C6193556,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10491,0101000000000C5C02B6295AC01004F675F93B4940,POL:PPOLE:C218504,,POWER,LOC_C6219459,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10492,01010000009CED2F8D8F295AC0404181C8793B4940,POL:PPOLE:C220879,,POWER,LOC_C6221817,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10539,0101000000C830BB152C2A5AC070EC59AA673A4940,POL:PPOLE:C213611,,POWER,LOC_C6214618,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10542,010100000088AA4B05B6295AC028DCD961903B4940,POL:PPOLE:C218541,,POWER,LOC_C6219496,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/10788,0101000000F04557F658295AC0F06C03A2603C4940,POL:PPOLE:C192100,,POWER,LOC_C6193486,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10841,0101000000087430DF5D2B5AC00014128C6A3A4940,POL:PPOLE:C213020,,POWER,LOC_C6214024,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/10842,01010000004869C63A462B5AC02860A8217C3A4940,POL:PPOLE:C213085,,POWER,LOC_C6214089,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,not in martens,,,,,,,,AE
