id,location,name,specification,type_name,location_code,inventory_status_code,work_order_name,work_order_item_number,account_code,height,clli_code,st_uom_cd,st_pl_cl_cd,st_clli_cd,st_co_id,st_ownr_co_nm,st_vntge_yr,st_rmks,st_sap_stk_id,st_rte_id,st_bond_to_neut_cd,st_trmnl_id,st_pc_qty,st_sap_actvy_cd,st_sap_ntwk_id,st_envmt_cd
STRUCTURE_REG16/296516,0101000000C41C09D686295AC000B690A8993A4940,POL:PPOLE::8363707,,POWER,LOC_C6222497,IPL,,0,,0.0,REGNSK,m,,,REGNSK04,SASKPOWER,2015,CL4/40',,,,,,0010,978693,AE
STRUCTURE_REG16/296761,01010000008C62469929295AC0680CAB99313B4940,POL:PPOLE::7397946,,POWER,LOC_C6200479,IPL,,0,,0.0,,m,,,REGNSK01,SASKPOWER,,,,,,,,0010,971428,AE
STRUCTURE_REG16/297602,010100000088B9D6A4FC285AC0F8133D79A33A4940,POL:PPOLE:C195916,,POWER,LOC_C6197202,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/297605,0101000000F49A3A6903295AC0A064B7ABA43A4940,POL:PPOLE:C199585,,POWER,LOC_C6200808,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298005,0101000000ACF7D15F3E295AC0D82A9987BF394940,POL:PPOLE:C218396,,POWER,LOC_C6219344,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298461,010100000004422C47FA285AC0E8D13ED7703B4940,POL:PPOLE:C188854,,POWER,LOC_C6190339,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298464,0101000000B894131DE4285AC048461D764F3B4940,POL:PPOLE:C197020,,POWER,LOC_C6198259,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298484,010100000034CB376B28295AC000B7A8355E3A4940,POL:PPOLE:C199113,,POWER,LOC_C6200345,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/298486,0101000000884C42E70A295AC01048C82EFB3A4940,POL:PPOLE:C196839,,POWER,LOC_C6198085,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298529,0101000000A8034B6EE7285AC0483D1ADA823A4940,POL:PPOLE:C199723,,POWER,LOC_C6200944,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298553,0101000000FC5E4E2C17295AC080E505CE153B4940,POL:PPOLE:C196761,,POWER,LOC_C6198007,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298603,01010000002C19E59E70295AC0D869E175673C4940,POL:PPOLE:C192070,,POWER,LOC_C6193455,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298604,0101000000EC5E4B4E41295AC018305A4A4D3C4940,POL:PPOLE:C192142,,POWER,LOC_C6193528,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298612,0101000000ECFC0076DE2A5AC07892AB2D7C3A4940,POL:PPOLE:C220306,,POWER,LOC_C6221249,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298617,0101000000FC8840A4082A5AC0581907B06B3B4940,POL:PPOLE:C223153,,POWER,LOC_C6224043,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298629,0101000000FCE0D4EBFC295AC0804E5C899E3A4940,POL:PPOLE:C213379,,POWER,LOC_C6214384,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298631,01010000003CF430F6162B5AC078F966A0543A4940,POL:PPOLE:C223111,,POWER,LOC_C6224003,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298637,0101000000F8CB98C96A295AC0884ED99AC13A4940,POL:PPOLE:C218126,,POWER,LOC_C6219076,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,1972,,,,,,,,,AE
STRUCTURE_REG16/298638,01010000002017BA175A295AC080CC004AD53A4940,POL:PPOLE:C218143,,POWER,LOC_C6219090,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,1972,,,,,,,,,AE
STRUCTURE_REG16/298648,010100000040F23D3F462B5AC0D02B3403613A4940,POL:PPOLE:C218320,,POWER,LOC_C6219269,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/298649,01010000007001F63E462B5AC0E827E721593A4940,POL:PPOLE:C218324,,POWER,LOC_C6219271,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298651,0101000000D859B9EC172B5AC0E0F6BA686F3A4940,POL:PPOLE:C223335,,POWER,LOC_C6224226,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298657,0101000000B829F798CE295AC07022A9DB923A4940,POL:PPOLE:C214653,,POWER,LOC_C6215636,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/298660,0101000000304ADCD2E6285AC018A25077273C4940,POL:PPOLE:C193354,,POWER,LOC_C6194691,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298675,010100000014DF7106B6295AC088BB9067873B4940,POL:PPOLE:C218544,,POWER,LOC_C6219498,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298677,01010000003C89B9B8AE295AC0E8306FADED3A4940,POL:PPOLE:C229986,,POWER,LOC_C6230806,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298688,010100000000806D41B2295AC03081F8B9543A4940,POL:PPOLE:C214917,,POWER,LOC_C6215899,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298697,010100000054F2883C6F295AC04038829B9F3A4940,POL:PPOLE:C216523,,POWER,LOC_C6217490,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298698,01010000001C35AAFC40295AC0485EC9079D3A4940,POL:PPOLE:C216615,,POWER,LOC_C6217581,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298705,0101000000040429679E295AC0B86BE857543B4940,POL:PPOLE:C220604,,POWER,LOC_C6221543,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298714,0101000000A841B1789E295AC0E81E749E6B3A4940,POL:PPOLE:C214929,,POWER,LOC_C6215912,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/298715,0101000000FCCA99D986295AC040E18718693A4940,POL:PPOLE:C214954,,POWER,LOC_C6215937,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/298731,01010000007061E9EB55295AC0B8999298DF3B4940,POL:PPOLE:C192237,,POWER,LOC_C6193656,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/299280,01010000008430E4FC20295AC0D827FA95313B4940,POL:PPOLE:C199246,,POWER,LOC_C6200471,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/299788,0101000000CCFB738F142A5AC0C8566385B23A4940,POL:PPOLE:C226482,,POWER,LOC_C6227347,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/299904,01010000009CCCCAEC8F2B5AC0E8B449E0773A4940,POL:PPOLE:C218906,,POWER,LOC_C6219860,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/300302,0101000000846A5223B72B5AC0B00A1FA76E3A4940,POL:PPOLE:C218997,,POWER,LOC_C6219954,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/300308,010100000054923CD7B72B5AC0A8BF9678BC3A4940,POL:PPOLE:C221524,,POWER,LOC_C6222445,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/300315,0101000000B8A934A1EA2B5AC098C7A671BC3A4940,POL:PPOLE:C221553,,POWER,LOC_C6222473,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/300321,01010000006C8022E1BE2B5AC0A8801E51FE3A4940,POL:PPOLE:C196161,,POWER,LOC_C6197442,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/303438,0101000000E400778F822B5AC000C48AAB6E3A4940,POL:PPOLE:C218719,,POWER,LOC_C6219674,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/305340,0101000000E48A1897E6295AC0781EF1A5DC3A4940,POL:PPOLE:C220422,,POWER,LOC_C6221364,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/306994,0101000000EC124BB361295AC0408F7DD5793B4940,POL:PPOLE:C193215,,POWER,LOC_C6194590,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/311128,01010000004C6FBE923D295AC0905FD495DF3B4940,POL:PPOLE:C192301,,POWER,LOC_C6193688,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/314177,0101000000507525882E2B5AC0F843DDBB113C4940,POL:CPOLE:C214407,,COMPANY,LOC_C6215394,IPL,,0,SPST_APOLES,9.114,REGNSK,m,5,,REGNSK04,SASKTEL,,"20240530(plets1): Pole removed, converted to underground ",100875,,,,,,,AE
STRUCTURE_REG16/317218,01010000002414D399FC285AC0D0C80F4B793A4940,POL:PPOLE:C199439,,POWER,LOC_C6200664,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/317463,01010000001CFB2182C6295AC048C41DA75C3B4940,POL:PPOLE:C223688,,POWER,LOC_C6224576,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318171,010100000008B078B2E7285AC080FE68C3D73B4940,POL:PPOLE:C188463,,POWER,LOC_C6189965,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318179,0101000000E8DBAA6D28295AC0D83F8261873A4940,POL:PPOLE:C197568,,POWER,LOC_C6198811,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318193,010100000010BA39FF10295AC0C86945C4E23B4940,POL:PPOLE:C187093,,POWER,LOC_C6188664,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318224,01010000006C17EB32D4285AC098B816199C3B4940,POL:PPOLE:C187538,,POWER,LOC_C6189068,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318225,0101000000781D52BBC8285AC038A9537E4F3B4940,POL:PPOLE:C196978,,POWER,LOC_C6198215,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318236,010100000030B4FFD615295AC0F8B05B94313B4940,POL:PPOLE:C199231,,POWER,LOC_C6200457,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318287,0101000000C8248892E7285AC0E855EE891E3B4940,POL:PPOLE:C194901,,POWER,LOC_C6196189,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/318305,0101000000D00D65BF86295AC058CFE57A993B4940,POL:PPOLE:C220793,,POWER,LOC_C6221731,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318330,010100000020F16C3B5F2B5AC020191066823A4940,POL:PPOLE:C213024,,POWER,LOC_C6214028,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318337,01010000002C80DF75EC295AC0085881AD543A4940,POL:PPOLE:C213189,,POWER,LOC_C6214188,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318341,010100000014DD91E9442A5AC048AE9DC0E53B4940,POL:PPOLE:C221043,,POWER,LOC_C6221977,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318342,010100000008F935CC0F2A5AC0E841D5B06B3B4940,POL:PPOLE:C223157,,POWER,LOC_C6224046,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318349,01010000003415C3843A2A5AC0D8611775C83B4940,POL:PPOLE:C221109,,POWER,LOC_C6222040,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318363,0101000000F0157999CE295AC070CCC008E73A4940,POL:PPOLE:C220401,,POWER,LOC_C6221340,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/318375,0101000000F4C671292C2A5AC028BD76A36E3B4940,POL:PPOLE:C223181,,POWER,LOC_C6224071,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318384,010100000048AAA56FC8295AC068F7FD6B9E3A4940,POL:PPOLE:C214643,,POWER,LOC_C6215627,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318387,0101000000FC46087D732A5AC070E7FE61803B4940,POL:PPOLE:C193874,,POWER,LOC_C6195185,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/318394,01010000009C664BCD73295AC07050D49C333B4940,POL:PPOLE:C215912,,POWER,LOC_C6216881,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,2002,,,,,,,,,AE
STRUCTURE_REG16/318395,0101000000343E32D443295AC0E8E65EA4333B4940,POL:PPOLE:C215969,,POWER,LOC_C6216943,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,2002,,,,,,,,,AE
STRUCTURE_REG16/318396,0101000000803669B5082A5AC030008E89893B4940,POL:PPOLE:C221241,,POWER,LOC_C6222168,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/318397,01010000005CD483BC1D2A5AC00060F989893B4940,POL:PPOLE:C221246,,POWER,LOC_C6222173,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318401,010100000040C04F8C142A5AC0D8F35445003B4940,POL:PPOLE:C220494,,POWER,LOC_C6221431,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/318402,010100000008EC8C4AE5295AC0E8522160653B4940,POL:PPOLE:C223367,,POWER,LOC_C6224253,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318404,010100000084E772719E295AC040700432863A4940,POL:PPOLE:C221476,,POWER,LOC_C6222398,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318410,0101000000BC320F63892A5AC060DE972B6A3B4940,POL:PPOLE:C195376,,POWER,LOC_C6196667,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318418,01010000002478E0EF39295AC080DFA9949F3A4940,POL:PPOLE:C216588,,POWER,LOC_C6217555,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318420,01010000007C6E66C9432A5AC038BD49486E3B4940,POL:PPOLE:C221029,,POWER,LOC_C6221963,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318422,010100000060957C3384295AC0207726AE0F3B4940,POL:PPOLE:C230053,,POWER,LOC_C6230870,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318423,0101000000D8B8D02594295AC078F82393333B4940,POL:PPOLE:C230078,,POWER,LOC_C6230894,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318428,010100000090A784DE5D2B5AC060F7FC21573A4940,POL:PPOLE:C213018,,POWER,LOC_C6214022,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318429,010100000098E1EDDE5D2B5AC0200A289F613A4940,POL:PPOLE:C213019,,POWER,LOC_C6214023,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/318433,01010000001056AF9770295AC098B1DDB44E3C4940,POL:PPOLE:C215058,,POWER,LOC_C6216034,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318462,01010000003C34DC48E5295AC048FC5BB3A93B4940,POL:PPOLE:C223309,,POWER,LOC_C6224200,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/318463,0101000000BC3AF149E5295AC010EEA9CA6E3B4940,POL:PPOLE:C223361,,POWER,LOC_C6224251,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/319526,0101000000D4A2BC91842A5AC050539450DC3A4940,POL:PPOLE:C200728,,POWER,LOC_C6201919,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/319643,0101000000EC8536F1CF2B5AC078A80E75BC3A4940,POL:PPOLE:C221540,,POWER,LOC_C6222459,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/319965,0101000000A8AB60267A295AC0D001C254E1394940,POL:PPOLE:C264412,,POWER,LOC_C6264733,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/319976,0101000000E0C918665B2A5AC0D0CD7C76DC3A4940,POL:PPOLE:C220775,,POWER,LOC_C6221714,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/319979,0101000000C0532A0912295AC0403701E15E3C4940,POL:PPOLE:C193096,,POWER,LOC_C6194476,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/320021,0101000000AC4430A6EA2B5AC0A82D86290C3B4940,POL:PPOLE:C196300,,POWER,LOC_C6197572,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/320023,0101000000B4C88231BE2B5AC02069A6040F3B4940,POL:PPOLE:C196270,,POWER,LOC_C6197547,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/320026,010100000040B7E00A9D2B5AC0C0764E25963A4940,POL:PPOLE:C218934,,POWER,LOC_C6219890,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/320027,010100000000354518B02B5AC0D0A68617B33A4940,POL:PPOLE:C221363,,POWER,LOC_C6222283,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/326825,0101000000507B6C265A295AC0609C5649653B4940,POL:PPOLE:C198312,,POWER,LOC_C6199547,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/331037,0101000000C8F37BC386295AC040E009A95A3B4940,POL:PPOLE:C220834,,POWER,LOC_C6221769,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/331038,0101000000D457EA685B2A5AC0A873D541803B4940,POL:PPOLE:C220938,,POWER,LOC_C6221874,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/331050,01010000007CE0186CC4295AC070243B69333B4940,POL:PPOLE:C230163,,POWER,LOC_C6230977,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/333947,0101000000E06FA602C1285AC040AE5A5A0C3A4940,POL:CPOLE:C265402,,COMPANY,LOC_C6265713,IPL,,0,SPST_APOLES,9.114,REGNSK,m,5,,REGNSK01,SASKTEL,,20240530(plets1): Pole is removed ,100875,,,,,,,AE
STRUCTURE_REG16/336071,0101000000300093D586295AC0A80D7AE89B3A4940,POL:PPOLE::8336844,,POWER,LOC_C6222497,IPL,,0,,0.0,REGNSK,m,,,REGNSK04,SASKPOWER,2015,,,,,,,0010,978693,AE
STRUCTURE_REG16/337313,010100000010F40F097C2A5AC0E8634A004B3C4940,POL:PPOLE:C203371,,POWER,LOC_C6204529,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/337419,0101000000BC7B35AACD295AC0D0A62AA75C3B4940,POL:PPOLE:C223682,,POWER,LOC_C6224571,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/337583,01010000005CCC91F3B0295AC080669F80D3394940,POL:PPOLE:C192616,,POWER,LOC_C6194005,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338012,010100000070404D587B2A5AC0B8890A77DC3A4940,POL:PPOLE:C200730,,POWER,LOC_C6201922,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338103,0101000000F8890F5B362A5AC058F36165503B4940,POL:PPOLE:C233013,,POWER,LOC_C6233747,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338114,0101000000B05B590FD0285AC0586BF278003C4940,POL:PPOLE:C186882,,POWER,LOC_C6188471,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/338115,0101000000D4DD5A2BFC285AC0B0D989E6CF3B4940,POL:PPOLE:C188858,,POWER,LOC_C6190343,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338116,0101000000445D4729FC285AC01812836FC33B4940,POL:PPOLE:C188860,,POWER,LOC_C6190345,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/338117,0101000000C86B1391DB285AC0580B093E643B4940,POL:PPOLE:C188902,,POWER,LOC_C6190390,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338128,0101000000F01939D310295AC0A8FD04F49B3A4940,POL:PPOLE:C197359,,POWER,LOC_C6198603,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338143,0101000000A8B93AD209295AC0F08E7A5F873A4940,POL:PPOLE:C197450,,POWER,LOC_C6198693,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338198,01010000006078617528295AC098733645093B4940,POL:PPOLE:C199274,,POWER,LOC_C6200501,IPL,,0,,,REGNSK,m,,,REGNSK01,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338247,0101000000BC8EE91D6F295AC010EFE8D5793B4940,POL:PPOLE:C191893,,POWER,LOC_C6193316,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338281,0101000000385C5FAF662B5AC070169E207C3A4940,POL:PPOLE:C213096,,POWER,LOC_C6214100,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338287,0101000000F4045C6CC7295AC080FE31D0DC3A4940,POL:PPOLE:C220293,,POWER,LOC_C6221231,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338291,0101000000045CA81368295AC0202AA4A16B3A4940,POL:PPOLE:C216697,,POWER,LOC_C6217663,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338292,010100000008C436D287295AC0D869A613BA3A4940,POL:PPOLE:C222994,,POWER,LOC_C6223889,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338297,0101000000D07ACAFA45295AC0D84B73C8D93A4940,POL:PPOLE:C220748,,POWER,LOC_C6221687,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,2002,,,,,,,,,AE
STRUCTURE_REG16/338312,0101000000506FE2EB38295AC0788C52AC543A4940,POL:PPOLE:C216784,,POWER,LOC_C6217749,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338314,010100000060347E2352295AC0C8FCCC5B203B4940,POL:PPOLE:C217972,,POWER,LOC_C6218924,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,1972,,,,,,,,,AE
STRUCTURE_REG16/338315,010100000010DF08D979295AC070920654CB3A4940,POL:PPOLE:C218046,,POWER,LOC_C6218994,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,BN,,,,,AE
STRUCTURE_REG16/338317,0101000000F425699EE6295AC008DEA095F23A4940,POL:PPOLE:C220446,,POWER,LOC_C6221384,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338318,0101000000E85305D8042A5AC088EDBD7EDC3A4940,POL:PPOLE:C220469,,POWER,LOC_C6221411,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
STRUCTURE_REG16/338347,0101000000ECB59685732A5AC038BAE8709C3B4940,POL:PPOLE:C193885,,POWER,LOC_C6195197,IPL,,0,,,REGNSK,m,,,REGNSK04,SASKPOWER,,,,,,,,,,AE
