id,location,name,type_name,inventory_status_code,work_order_name,account_code,clli_code,st_clli_cd,st_co_id,st_ownr_co_nm,st_vntge_yr,st_rmks,st_trmnl_id,st_pc_qty,st_sap_actvy_cd,st_sap_ntwk_id
Structure1_WGS84/47304,010100000094A500C5261D5BC0C80DD034634F4940,TOWER:TOWER:C502953,Fixed,IPL,,,CABRSK,,CABRSK01,SASKTEL,,,,,,
Structure1_WGS84/47305,01010000002CD8036963B65AC0905A08AFB3394940,TOWER:TOWER:C506008,Fixed,IPL,,,MORSSK,ENFLSK01,ENFLSK02,SASKTEL,,,,,,
Structure1_WGS84/47306,01010000009867C73B97DF5AC0305251F76CD74840,TOWER:TOWER:C501944,Fixed,IPL,,,PNTXSK,,PNTXSK01,SASKTEL,,,,,,
Structure1_WGS84/47307,0101000000F82593679F4A5BC00847A55298404940,TOWER:TOWER:C529750,Fixed,IPL,,,FXVYSK,FXVYSK04,FXVYSK01,SASKTEL,,,,,,
Structure1_WGS84/47308,0101000000B49B9155521E5BC0B0526DE9319A4840,TOWER:TOWER:C526334,Fixed,IPL,,,FRNTSK,CLMXSK02,FRNTSK01,SASKTEL,,,,,,
Structure1_WGS84/47309,010100000028F4B7C002FC5AC09841534E72FB4840,TOWER:TOWER:C512705,Fixed,IPL,,,NEVLSK,LCPLSK03,LCPLSK02,SASKTEL,,,,,,
Structure1_WGS84/47310,0101000000D81130B523EC5AC0587C027C45054940,TOWER:TOWER:C570778,Fixed,IPL,,,NEVLSK,BLMNSK01,NEVLSK01,SASKTEL,,,,,,
Structure1_WGS84/47323,0101000000C47CE89EAF1D5BC068C2D23A96F34840,TOWER:TOWER:C515082,Fixed,IPL,,,GLLKSK,CRMCSK02,GLLKSK04,SASKTEL,,,,,,
Structure1_WGS84/47324,01010000009494C28956205BC0289CC172930F4940,TOWER:TOWER:C572858,Fixed,IPL,,,GLLKSK,GLLKSK06,GLLKSK01,SASKTEL,,,,,,
Structure1_WGS84/47337,01010000007C7E66B0CCEF5AC060FF63F87A1E4940,TOWER:TOWER::8202078,Fixed,IPL,,,SWCRSK,SWCRSKCH,SWCRSK02,SASKTEL,2014,,,,0010,977488
Structure1_WGS84/47415,0101000000783851B07E275AC058CFE6313D3E4940,TOWER:TOWER::7104478,Fixed,IPL,,,REGNSK,REGOSKMH,REGNSK04,SASKTEL,2012,,,,0010,964745
Structure1_WGS84/47818,01010000003830AE288D085BC000519E23F9FC4840,TOWER:FIXED::12435093,Fixed,IPL,,,SHNVSK,SIMISK02,SIMISK01,SaskTel,2021,,,,,
Structure1_WGS84/47824,0101000000C82464CC6F7059C07872FD5D0DEA4840,TOWER:FIXED::12437004,Fixed,IPL,,,MYFDSK,FRLGSK02,FRLGSK01,SaskTel,2020,,,,,
Structure1_WGS84/47833,0101000000ACF5D3EC921E5AC0585FF8561E394940,TOWER:FIXED::12349668,Fixed,IPL,,,REGNSK,REGNSK05,REGNSK46,SaskTel,1967,,,,,
Structure1_WGS84/51544,0101000000F09D2D5A5F465AC0F00BC9E519744940,TOWER:FIXED::12451722,Fixed,IPL,,,STBGSK,GLHRSK02,SBBHSK01,SaskTel,2020,,,,,
Structure1_WGS84/51545,01010000003CFB293F7D4C5AC0A0CA01D9B09C4940,TOWER:FIXED::12451731,Fixed,IPL,,,GOVNSK,ANBHSK02,GOVNSK01,SaskTel,2021,,,,,
Structure1_WGS84/51547,01010000000C32B42D0F925AC0404A7482B59D4940,TOWER:FIXED::12451737,Fixed,IPL,,,DVSNSK,DVSNSK06,DVSNSK03,SaskTel,2020,,,,,
Structure1_WGS84/51578,0101000000F8E3A986FE165AC0A046F76CD0384940,TOWER:FIXED::12457483,Fixed,IPL,,,REGNSK,WHCYSK26,WHCYSK01,SaskTel,2022,,,,,
Structure1_WGS84/55460,0101000000B8961247131B5AC0906BB0CE833E4940,TOWER:FIXED::12953162,Fixed,IPL,,LACC_ATRENCH_F,REGNSK,PLBTSK09,PLBTSK01,SaskTel,2024,,,,0000,822122
Structure1_WGS84/57559,010100000010F5B0875E375AC0906D425C247E4940,TOWER:FIXED::12371437,Fixed,IPL,,,STBGSK,BULYSK04,BULYSK04,SaskTel,2019,,,,,
Structure1_WGS84/58000,0101000000C485EC8443AC59C040047DD8C1424940,TOWER:TOWER::6383867,Fixed,IPL,,,BRVWSK,CWIRSK01,MARLSK01,SASKTEL,2012,,,,0010,965855
Structure1_WGS84/58001,0101000000BC269EC548175AC0D0F1D608233A4940,TOWER:TOWER:C193066,Fixed,IPL,,,REGNSK,,WHCYSK01,SASKTEL,,,,,,
Structure1_WGS84/58002,01010000000C7B8B9BFB185AC07887F562422D4940,TOWER:TOWER:C188274,Fixed,IPL,,,REGNSK,,REGNSK45,SASKTEL,,,,,,
Structure1_WGS84/58003,0101000000F4C395D405275AC0F8FEBB15B43B4940,TOWER:TOWER:C208002,Fixed,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,
Structure1_WGS84/58004,0101000000B0ED86FD362B5AC0F0E80C1A673B4940,TOWER:TOWER:C203503,Fixed,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,
Structure1_WGS84/58005,0101000000783E05EB78FB59C05854823A6F284940,TOWER:TOWER:C151288,Fixed,IPL,,,VBNKSK,VBNKSK02,VBNKSK01,SASKTEL,,,,,,
Structure1_WGS84/58006,0101000000CC5A9AF3DD6B59C0E893E9F8B1114940,TOWER:TOWER:C167650,Fixed,IPL,,,MSMNSK,MSMNSK05,MSMNSK01,SASKTEL,,,,,,
Structure1_WGS84/58035,0101000000A43598491E525BC068BE7F9D22FF4840,TOWER:TOWER:C529487,Fixed,IPL,,,PIPTSK,,PIPTSK01,SASKTEL,,,,,,
Structure1_WGS84/58459,010100000048DEF978DA0D5BC0208E75DEB7C94840,TOWER:FIXED::12456548,Fixed,IPL,,,SHNVSK,SHNVSK10,SHNVSK01,SaskTel,2021,,,,,
Structure1_WGS84/60018,0101000000888B69C789265AC0D0DDEF69B13A4940,TOWER:FIXED::13145486,Fixed,IPL,,LACC_ATRENCH_F,REGNSK,REGOSKMI,REGNSK01,SaskTel,,15m,,,,
Structure1_WGS84/63056,0101000000C81375D793195AC0485230A2EEBC4940,TOWER:FIXED::12350922,Fixed,IPL,,,PNCHSK,PMIRSK01,PMIRSK01,SaskTel,2009,,,,,
Structure1_WGS84/63133,010100000050959A63371A5BC028809F34FED24840,TOWER:FIXED::12363087,Fixed,IPL,,,SHNVSK,SHNVSK01,SHNVSK01,SaskTel,1967,,,,,
Structure1_WGS84/63353,010100000004D5036FD3475BC050323EDB496E4940,TOWER:TOWER:C515642,Fixed,IPL,,,SCPTSK,LMFRSK01,SCPTSK01,SASKTEL,,,,,,
Structure1_WGS84/63354,0101000000187C62E978625BC068C02710D5704940,TOWER:TOWER:C523894,Fixed,IPL,,,LEDRSK,LEDRSK02,LEDRSK01,SASKTEL,,,,,,
Structure1_WGS84/63357,010100000020C117D0725D5BC03096384BB9FC4840,TOWER:TOWER:C543887,Fixed,IPL,,,MPCKSK,MPCKSK05,MPCKSK01,SASKTEL,,,,,,
Structure1_WGS84/63358,0101000000B4047973C1F25AC02002CEF27F2B4940,TOWER:TOWER:C571465,Fixed,IPL,,,SWCRSK,SWCRSK03,SWCRSK02,SASKTEL,,,,,,
Structure1_WGS84/65322,0101000000F8D8203DECF25AC088118B1DEF244940,TOWER:FIXED::12348367,Fixed,IPL,,,SWCRSK,SWCRSK42,SWCRSK02,SASKTEL,2001,,,,,
Structure1_WGS84/67221,0101000000F073EB51522B5AC008308B14403A4940,TOWER:FIXED::6735547,Fixed,IPL,,,REGNSK,,REGNSK01,SaskTel,2013,,,,0010,968728
Structure1_WGS84/68540,0101000000C01C4EAA679359C0F01EA46A652B4940,TOWER:TOWER:C170960,Fixed,IPL,,,WHWDSK,WHWDSK02,WHWDSK01,SASKTEL,,,,,,
Structure1_WGS84/68541,0101000000A495F949202B5AC0A0A03D992A3B4940,TOWER:TOWER:C321093,Fixed,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,
Structure1_WGS84/68542,0101000000306B6EF42D115AC06810C68C86534940,TOWER:TOWER:C105592,Fixed,IPL,,,BLGNSK,EDNWSK02,EDNWSK01,SASKTEL,,,,,,
Structure1_WGS84/68572,0101000000485B099B09EA5AC068531842AB2C4940,TOWER:TOWER:C572886,Fixed,IPL,,,SWCRSK,,WLDCSK02,SASKTEL,,,,,,
Structure1_WGS84/68662,01010000000428DDFB930D5AC038B127F1E1784940,TOWER:FIXED::12503566,Fixed,IPL,,,CUPRSK,CUPRSK01,CUPRSK01,SaskTel,1978,,,,,
Structure1_WGS84/71001,01010000003CB17CCDFA2B5AC060BC2125E73D4940,OWER:TOWER::10743242,Fixed,IPL,,,REGNSK,REGOSKOA,REGNSK04,SASKTEL,2020,,,,0000,807815
Structure1_WGS84/71922,010100000084CC3C890D2A5AC0E0AC2694AD3C4940,TOWER:FIXED::12023579,Fixed,IPL,,,REGNSK,REGOSKVD,REGNSK04,SaskTel,2022,,,,0000,816777
Structure1_WGS84/73645,0101000000647368A0D8245AC008624E47B53C4940,TOWER:FIXED::12363090,Fixed,IPL,,,REGNSK,REGNSK12,REGNSK12,SaskTel,2013,,,,,
Structure1_WGS84/73852,010100000014F9283551255AC0484196F667394940,TOWER:TOWER:C183721,Fixed,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,
Structure1_WGS84/73853,010100000058979CD8985C5AC058C08159B9914940,TOWER:TOWER:C83489,Fixed,IPL,,,LBRTSK,LBRTSK04,LBRTSK02,SASKTEL,,,,,,
Structure1_WGS84/73854,010100000040EEB2F733085AC0D8F5BF545A114940,TOWER:TOWER:C74094,Fixed,IPL,,,SDLYSK,LJRDSK02,SDLYSK02,SASKTEL,,,,,,
Structure1_WGS84/73855,01010000002C62D5A93D4F5AC0E8DD65E7367D4940,TOWER:TOWER:C75455,Fixed,IPL,,,HLDFSK,SIBHSK01,HLDFSK01,SASKTEL,,,,,,
Structure1_WGS84/73856,0101000000B0ECB6FCE1BE59C0183225CCD3144940,TOWER:TOWER:C157769,Fixed,IPL,,,WNDTSK,PBLSSK01,WNDTSK01,SASKTEL,,,,,,
Structure1_WGS84/74405,01010000008CF5E1148E1E5AC0C0D33FB61C394940,TOWER:FIXED::12467724,Fixed,IPL,,,REGNSK,REGNSKQ0017,REGNSK46,SaskTel,1991,,,,,
Structure1_WGS84/76304,0101000000B8CADD5E87275AC01004A93010394940,TOWER:FIXED::12510300,Fixed,IPL,,,REGNSK,REGOSKMM,REGNSK01,SaskTel,2013,,,,,
Structure1_WGS84/79094,01010000006CB92FA479385AC0D0A3D341FE4B4940,TOWER:FIXED::12367245,Fixed,IPL,,,LMSDSK,LMSDSK03,LMSDSK03,SaskTel,2006,,,,,
Structure1_WGS84/79095,01010000004858C76319E859C0A01482C94B594940,TOWER:FIXED::12367249,Fixed,IPL,,,FTQPSK,KWBHSK01,KWBHSK01,SaskTel,2008,,,,,
Structure1_WGS84/79186,010100000064E9A0D111295AC0205156E3973D4940,TOWER:TOWER:D7295210,Fixed,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,
Structure1_WGS84/79188,01010000005053D94AC42D5AC01829AAD75D0D4940,TOWER:TOWER:C135271,Fixed,IPL,,,WLCXSK,WLCXSK02,WLCXSK01,SASKTEL,,,I NE19-13-20-W2 CELL,,,
Structure1_WGS84/79189,010100000000CDD8B1A0375AC0C0AAB5C8A7794940,TOWER:TOWER:C107481,Fixed,IPL,,,STBGSK,BULYSK01,BULYSK04,SASKTEL,,,I BULYEA RADIO SITE,,,
Structure1_WGS84/79211,0101000000B8116C156AB85AC020C847E6AC0D4940,TOWER:TOWER:C508674,Fixed,IPL,,,HDVLSK,HDVLSK02,HDVLSK01,SASKTEL,,,,,,
Structure1_WGS84/79212,0101000000A81A2EB944BE5AC0D8612B592F114940,TOWER:TOWER:C508774,Fixed,IPL,,,HDVLSK,HDVLSK03,HDVLSK01,SASKTEL,,,,,,
Structure1_WGS84/79216,01010000001C4C183A27F85AC070BEB89188274940,TOWER:TOWER:C550321,Fixed,IPL,,,SWCRSK,CKCK TOWER,SWCRSK22,SASKTEL,,CKCK TOWER,,,,
Structure1_WGS84/79217,010100000014D833E94EF25AC030D1D32C02274940,TOWER:TOWER:C572035,Fixed,IPL,,,SWCRSK,SWCRSK78,SWCRSK02,SASKTEL,,,,,,
Structure1_WGS84/79385,0101000000FCE117F91D3F5AC0487D18E297654940,TOWER:FIXED::12407281,Fixed,IPL,,,RGBHSK,RGBHSK01,RGBHSK01,SaskTel,1993,,,,,
Structure1_WGS84/81016,0101000000B02366DA642B5AC0B046F1223A3F4940,TOWER:FIXED::12811722,Fixed,IPL,REGN821297,,REGNSK,REGOSKAV,REGNSK04,SASKTEL,2024,,,,0000,821297
Structure1_WGS84/81200,01010000005438FD64C2E55AC06803981B142E4940,TOWER:FIXED::12349330,Fixed,IPL,,,SWCRSK,WLDCSK02,WLDCSK02,SASKTEL,2019,,,,,
Structure1_WGS84/81418,01010000002C54016E2B285AC060D79EE203364940,TOWER:FIXED::12284698,Fixed,IPL,,,REGNSK,REGOSKNR,REGNSK03,SaskTel,2022,43.75m,,,0000,818378
Structure1_WGS84/84301,0101000000988C6F97D9595BC000A101D1206D4940,TOWER:FIXED::12363092,Fixed,IPL,,,PRLTSK,PRLTSK01,PRLTSK01,SaskTel,2019,,,,,
Structure1_WGS84/84502,0101000000CC663DCB1F3F5AC0E8450AF804684940,TOWER:TOWER:C124354,Fixed,IPL,,,LMSDSK,RGBHSK02,SABHSK01,SASKTEL,,,,,,
Structure1_WGS84/84529,0101000000B446D4A98A425BC068E0789282034940,TOWER:TOWER:C525383,Fixed,IPL,,,PIPTSK,,PIPTSK01,SASKTEL,,,,,,
Structure1_WGS84/84530,0101000000005F3B9297F25AC09813C4184F2B4940,TOWER:TOWER:C550313,Fixed,IPL,,,SWCRSK,,SWCRSK02,SASKTEL,,,,,,
Structure1_WGS84/86732,010100000050410B2A46295AC0700D24764D334940,TOWER:FIXED::12349666,Fixed,IPL,,,REGNSK,REGOSKDU,REGNSK03,SaskTel,2010,,,,,
Structure1_WGS84/87428,0101000000D861797BA3215AC0F8BFEDED7C3B4940,TOWER:FIXED::11405642,Fixed,IPL,,,REGNSK,REGOSKNJ,REGNSK46,SaskTel,2021,,,,,
Structure1_WGS84/88653,010100000030CBA00541255AC0E016FB51E8374940,TOWER:FIXED::6776794,Fixed,IPL,,,REGNSK,,REGNSK01,SaskTel,2014,,,,0010,969889
Structure1_WGS84/88654,010100000064D2B31441255AC0B0D542BCFA374940,TOWER:FIXED::6776795,Fixed,IPL,,,REGNSK,,REGNSK01,SaskTel,2014,,,,0010,969889
Structure1_WGS84/88734,01010000001488A60512295AC0F010D1E596374940,TOWER:FIXED::12193818,Fixed,IPL,,,REGOSKLV,REGOSKLV,REGNSK03,SaskTel,2022,,,,,
Structure1_WGS84/89740,0101000000B017C503CEDC59C0A8707B24533D4940,TOWER:FIXED::12363086,Fixed,IPL,,,SNTLSK,SNTLSK01,SNTLSK01,SaskTel,2019,,,,,
Structure1_WGS84/89741,010100000074458993E4005AC080A1E4CEBF154940,TOWER:FIXED::12363088,Fixed,IPL,,,SDLYSK,SDLYSK02,SDLYSK02,SaskTel,2018,,,,,
Structure1_WGS84/89914,010100000034DD39344F235AC0A0CB0F87A53B4940,TOWER:TOWER:C236962,Fixed,IPL,,,REGNSK,,REGNSK46,SASKTEL,2012,,,,0010,962060
Structure1_WGS84/89915,0101000000CCA770FF4F305AC0382D6D155D394940,TOWER:TOWER:C205403,Fixed,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,
Structure1_WGS84/89916,0101000000148128CD232B5AC09078EF6B8E304940,TOWER:TOWER:C249191,Fixed,IPL,,,REGNSK,,REGNSK03,SASKTEL,,,,,,
Structure1_WGS84/89917,0101000000B0E69CDFFD225AC01053944BE3324940,TOWER:TOWER:C305889,Fixed,IPL,,,REGNSK,,REGNSK03,SASKTEL,,,,,,
Structure1_WGS84/89918,010100000084C6BA88B44A5AC0788E20E669344940,TOWER:TOWER:C73085,Fixed,IPL,,,PENSSK,BLLPSK03,STBHSK02,SASKTEL,,,,,,
Structure1_WGS84/89941,010100000024DE97B9D45D5BC0C05AB5D8DE274940,TOWER:TOWER:C571178,Fixed,IPL,,,FXVYSK,FXVYSK02,FXVYSK01,SASKTEL,,,,,,
Structure1_WGS84/92068,0101000000A0B4C7A3E5BE59C0D8C8325A0DF94840,TOWER:TOWER:C163351,Fixed,IPL,,,WNDTSK,,CRNGSK01,SASKTEL,,,,,,
Structure1_WGS84/92130,010100000088DFFDB9D4765BC0501A5B56C1CB4840,TOWER:FIXED::12435084,Fixed,IPL,,,MPCKSK,,MPCKSK03,SaskTel,2021,,,,,
Structure1_WGS84/94568,01010000001476D92EDB295AC0B8BA0ED514394940,TOWER:FIXED::12348376,Fixed,IPL,,,REGNSK,REGOSKMW,REGNSK01,SaskTel,2013,,,,,
Structure1_WGS84/94569,01010000004CD5986BEC3C5BC0D8AF62C85CC04840,TOWER:FIXED::12349324,Fixed,IPL,,,ESNDSK,ESNDSK02,ESNDSK01,SaskTel,1968,,,,,
Structure1_WGS84/95217,01010000005C1552C5071F5AC018DE5175E5F84840,TOWER:TOWER:C98747,Fixed,IPL,,,MLSTSK,MLSTSK02,MLSTSK01,SASKTEL,,,,,,
Structure1_WGS84/95218,0101000000A099AD10A4375AC0A89C06E4C9544940,TOWER:TOWER:C103448,Fixed,IPL,,,LMSDSK,LMSDSK02,LMSDSK01,SASKTEL,,,,,,
Structure1_WGS84/95219,01010000007C351633F39359C0287853FCA5094940,TOWER:TOWER:C167780,Fixed,IPL,,,KNDYSK,LGBKSK01,KNDYSK01,SASKTEL,,,,,,
Structure1_WGS84/97350,01010000000457E5E78BC25AC018F11DCF03354940,TOWER:FIXED::12383294,Fixed,IPL,,,MORSSK,,MORSSK01,SaskTel,2018,,,,,
Structure1_WGS84/99173,0101000000288C3C2F462B5AC000F131FA3F3A4940,TOWER:FIXED::6735546,Fixed,IPL,,,REGNSK,,REGNSK01,SaskTel,2013,,,,0010,968728
Structure1_WGS84/100144,010100000014A5A2B64F195BC09802C48ABE9A4840,TOWER:FIXED::12399569,Fixed,IPL,,,CLMXSK,CLMXSK01,CLMXSK01,SaskTel,1967,,,,,
Structure1_WGS84/100424,010100000098DC9FC0F8395AC038659C6359184940,TOWER:FIXED::12375266,Fixed,IPL,,,ROULSK,ROULSK01,ROULSK01,SaskTel,1994,,,,,
Structure1_WGS84/100505,0101000000301DAE93C2DC59C0A8A3EF4A1F1C4940,TOWER:TOWER:C170413,Fixed,IPL,,,MTMRSK03,,MTMRSK02,SASKTEL,,,,,,
Structure1_WGS84/100506,0101000000CCF2A49B70D259C01028251B47374940,TOWER:TOWER:C170921,Fixed,IPL,,,WLSLSK,WLSLSK02,WLSLSK01,SASKTEL,,,,,,
Structure1_WGS84/100531,0101000000304D69E138305BC0D03A31F8AF644940,TOWER:TOWER:C502706,Fixed,IPL,,,ABBYSK,ABBYSK05,ABBYSK01,SASKTEL,,,,,,
Structure1_WGS84/100533,010100000068F4148019F55AC0C0D46CDEEB264940,TOWER:TOWER:C541056,Fixed,IPL,,,SWCRSK,SWCRSK08,SWCRSK02,SASKTEL,,,,,,
Structure1_WGS84/105272,0101000000D0BF6E2224DF5AC0D0CD4C3D46DF4840,TOWER:FIXED::12379740,Fixed,IPL,,,PNTXSK,PNTXSK01,PNTXSK01,SaskTel,2003,,,,,
Structure1_WGS84/105472,01010000009806AA1E27275AC068E6554C4E3A4940,TOWER:FIXED::6837277,Fixed,IPL,,,REGNSK,REGOSKMY,REGNSK01,SaskTel,2013,,,,0010,968109
Structure1_WGS84/105666,01010000000C419EF51A515BC0C8C9D4FC2F6E4940,TOWER:FIXED::12375262,Fixed,IPL,,,SCPTSK,SCPTSK01,SCPTSK01,SaskTel,2019,,,,,
Structure1_WGS84/105756,0101000000FC3A6D165A215AC0D821B64278354940,TOWER:TOWER:C189740,Fixed,IPL,,,REGNSK,,REGNSK45,SASKTEL,,,,,,
Structure1_WGS84/105757,010100000088735FC41A2F5AC08844C7991C3E4940,TOWER:TOWER:C218231,Fixed,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,
Structure1_WGS84/105758,010100000004A3259EF2FB59C040FA5C6393784940,TOWER:TOWER:C99847,Fixed,IPL,,,DYSRSK,DYSRSK02,DYSRSK01,SASKTEL,,,I DYSRSK02 CELL,,,
Structure1_WGS84/105759,0101000000204D17BD2E345AC0A06038D7F0594940,TOWER:TOWER:C160994,Fixed,IPL,,,LMSDSK,,CRVNSK04,SASKTEL,,,,,,
Structure1_WGS84/105778,01010000000CCB069CDC285AC0E84CBBB43B3A4940,TOWER:TOWER::7114076,Fixed,IPL,,,REGNSK,,REGNSK01,SASKTEL,2012,,,,0010,964800
Structure1_WGS84/105786,0101000000204A6C58220C5BC0C00F49927F154940,TOWER:TOWER:C512258,Fixed,IPL,,,WEBBSK,WEBBSK02,WEBBSK02,SASKTEL,,,,,,
Structure1_WGS84/105852,0101000000F0B01D7AF51E5BC030791264060C4940,TOWER:FIXED::12395424,Fixed,IPL,,,GLLKSK,GLLKSK01,GLLKSK01,SaskTel,2019,,,,,
Structure1_WGS84/111133,0101000000B42850174B2D5AC0689F96A5F1194940,TOWER:TOWER:C193976,Fixed,IPL,,,REGNSK,,ESTLSK01,SASKTEL,,,,,,
Structure1_WGS84/111134,0101000000D40638CE576C59C0C8970031064E4940,TOWER:TOWER:C165457,Fixed,IPL,,,SYHLSK,,SYHLSK02,SASKTEL,,,,,,
Structure1_WGS84/111135,01010000001409FBE32E7659C0681944390B464940,TOWER:TOWER:C151823,Fixed,IPL,,,TNTLSK,,TNTLSK01,SASKTEL,,,,,,
Structure1_WGS84/111136,0101000000B062623A276E59C0D03863BEDA174940,TOWER:TOWER:C148899,Fixed,IPL,,,MSMNSK,MSMNSK02,MSMNSK01,SASKTEL,,,,,,
Structure1_WGS84/111162,0101000000D03C9E9B182F5BC0E08C16E4CA094940,TOWER:TOWER:C530519,Fixed,IPL,,,TPKNSK,TPKNSK02,TPKNSK01,SASKTEL,,,,,,
Structure1_WGS84/111163,010100000084B8286974105BC0C0039E49D54C4940,TOWER:TOWER:C518821,Fixed,IPL,,,CABRSK,CABRSK03,CABRSK01,SASKTEL,,,,,,
Structure1_WGS84/111216,0101000000CCB6AC58E2F759C08086B39FA8444940,TOWER:FIXED::12420684,Fixed,IPL,,,QAPLSK,QAPLSK02,QAPLSK01,SaskTel,2009,,,,,
Structure1_WGS84/113288,01010000006C5F0C87131C5AC08896CAB50A154940,TOWER:FIXED::12430925,Fixed,IPL,,,RCTNSK,,RCTNSK01,SaskTel,2020,,,,,
Structure1_WGS84/113555,010100000084ADBF7647235AC0D05E958F4D374940,TOWER:FIXED::13132059,Fixed,IPL,,,REGNSK,,REGNSK45,SaskTel,2023,45.7m,,,0000,819162
Structure1_WGS84/113881,01010000002CC33D9EAF245AC0381B7675CD364940,TOWER:FIXED::7867037,Fixed,IPL,,,REGNSK,,REGNSK01,SaskTel,2014,,,,0010,973881
Structure1_WGS84/113882,010100000024845A486A285AC000E6694C8A3E4940,TOWER:FIXED::12282122,Fixed,IPL,,LACC_ATRENCH_F,REGNSK,,REGNSK04,SaskTel,2023,43.75m,,,0000,818363
Structure1_WGS84/116468,01010000001C7882EBB44A5AC0D8970FEF56434940,TOWER:FIXED::12403410,Fixed,IPL,,,PENSSK,STBHSK01,STBHSK02,SaskTel,1964,,,,,
Structure1_WGS84/116474,010100000024489D6749285AC0402D2E443D064940,OWER:TOWER::10623244,Fixed,IPL,,,MLSTSK,,MLSTSK01,SASKTEL,2019,,,,,
Structure1_WGS84/116498,010100000088088A1511355BC060814E2C23C04840,TOWER:TOWER:C572298,Fixed,IPL,,,ESNDSK,ESNDSK03,ESNDSK01,SASKTEL,,,I SKTL CELL SITE,,,
Structure1_WGS84/116500,0101000000BC262F288F165BC0B8B3882B5EDD4840,TOWER:TOWER:C516708,Fixed,IPL,,,SHNVSK,SHNVSK05,SHNVSK04,SASKTEL,,,,,,
Structure1_WGS84/118434,010100000070003A2298645BC0C098157318A54840,TOWER:FIXED::13355210,Fixed,IPL,,LACC_APLOWED_F,CNSLSK,CNSLSK04,CNSLSK03,SaskTel,2011,,,,,
Structure1_WGS84/118544,01010000003C5D75CE83C259C070E8FF524F324940,TOWER:TOWER:C137380,Fixed,IPL,,,GRNFSK,,GRNFSK01,SASKTEL,,,,,,
Structure1_WGS84/118640,0101000000442243ADFA775BC0C8BBDEFB70FB4840,TOWER:TOWER:C517160,Fixed,IPL,,,MPCKSK,CMNGSK02,HTTNSK01,SASKTEL,,,,,,
Structure1_WGS84/121817,010100000074931804B6275AC0E881E12C8A344940,TOWER:TOWER:C244493,Fixed,IPL,,,REGNSK,,REGNSK03,SASKTEL,,,,,,
Structure1_WGS84/121818,0101000000543489B905BB59C098F32F30082F4940,TOWER:TOWER:C171030,Fixed,IPL,,,GRNFSK,GRNFSK,GRNFSK01,SASKTEL,,,,,,
Structure1_WGS84/121819,01010000009070C8D618F259C098FEDD89F9634940,TOWER:TOWER:C164139,Fixed,IPL,,,FTQPSK,,FTQPSK01,SASKTEL,,,,,,
Structure1_WGS84/121846,0101000000D06C372442755BC090FABD4A87054940,TOWER:TOWER:C522124,Fixed,IPL,,,MPCKSK,,HTTNSK01,SASKTEL,,,,,,
Structure1_WGS84/121847,010100000000D752965A525BC0F894CAB882E14840,TOWER:TOWER:C533778,Fixed,IPL,,,MPCKSK,NKNTSK01,MPCKSK06,SASKTEL,,,,,,
Structure1_WGS84/121848,01010000002003F53D55F15AC0C8505F4D60244940,TOWER:TOWER:C571637,Fixed,IPL,,,SWCRSK,SWCRSKBV,SWCRSK02,SASKTEL,,,,,,
Structure1_WGS84/121896,0101000000F818959CDF8459C0A024CC3DAF384940,TOWER:FIXED::12435738,Fixed,IPL,,,WHWDSK,CLDGSK01,WHWDSK01,SaskTel,2020,,,,,
Structure1_WGS84/124065,010100000058410DBE34EC59C05059A143FE204940,TOWER:TOWER::13142013,Fixed,IPL,,,ODSSSK,,ODSSSK01,SASKTEL,2013,,,,0010,969614
Structure1_WGS84/126520,0101000000F8504E26C1275AC020DF76BF8F424940,TOWER:FIXED::12349667,Fixed,IPL,,,REGNSK,REGNSK96,REGNSK04,SaskTel,2005,,,,,
Structure1_WGS84/127232,0101000000B0F9FA5246115AC088C5DE14E13E4940,TOWER:TOWER:C129904,Fixed,IPL,,,BLGNSK,,BLGNSK01,SASKTEL,,TOWER,,,,
Structure1_WGS84/127233,0101000000C47024B964F259C0482DAC0C04644940,TOWER:TOWER:C164086,Fixed,IPL,,,FTQPSK,SE 18-21-13 W2,FTQPSK01,SASKTEL,,,,,,
Structure1_WGS84/127234,010100000034B469BBF5365AC0487B8855228C4940,TOWER:TOWER:C150689,Fixed,IPL,,,STBGSK,STBGSK03,STBGSK01,SASKTEL,,,,,,
Structure1_WGS84/127235,010100000040C7BA2AA3595AC0B885C094B8634940,TOWER:TOWER:C95572,Fixed,IPL,,,BTHNSK,FNDLSK02,BTHNSK02,SASKTEL,,,,,,
Structure1_WGS84/127256,0101000000E0DDE7B1935D5BC0B8157700A7414940,TOWER:TOWER:C529636,Fixed,IPL,,,FXVYSK,FXVYSK03,FXVYSK01,SASKTEL,,,,,,
Structure1_WGS84/127259,010100000070DF971EE0035BC088444E8A4FE94840,TOWER:TOWER:C522238,Fixed,IPL,,,SHNVSK,ADMRSK02,ADMRSK02,SASKTEL,,,,,,
