id,name,in_structure,out_structure
ug_route/159433,OSP:BUSP::12358015,st_struct_pedestal/67007,st_struct_pedestal/66864
ug_route/159434,OSP:FBSP:C256825,st_struct_pedestal/67018,st_struct_pedestal/66884
ug_route/159435,OSP:FBSP:C263130,st_struct_pedestal/66937,building/48707
ug_route/159436,OSP:BUSP::12358968,st_struct_pedestal/66862,st_struct_pedestal/66948
ug_route/159437,OSP:BUSP::12359004,st_struct_pedestal/66983,st_struct_pedestal/66872
ug_route/159438,OSP:FBSP:C258550,st_struct_pedestal/66948,st_struct_pedestal/66867
ug_route/159439,OSP:BUSP::12358444,st_struct_pedestal/66842,st_struct_pedestal/66825
ug_route/159440,OSP:FBSP:C267452,st_struct_pedestal/67021,st_struct_pedestal/66994
ug_route/159441,OSP:BUSP::12736014,st_struct_pedestal/66849,st_struct_pedestal/66909
ug_route/159442,OSP:BUSP::12730808,mywcom_route_junction/20865,st_struct_pedestal/66940
ug_route/159443,OSP:BUSP::12358979,st_struct_pedestal/66917,st_struct_pedestal/66931
ug_route/159444,OSP:BUSP::12358407,st_struct_pedestal/66935,st_struct_pedestal/66901
ug_route/159445,OSP:BUSP::12358354,st_struct_pedestal/66831,st_struct_pedestal/66849
ug_route/159446,OSP:BUSP::12358652,st_struct_pedestal/66883,st_struct_pedestal/66984
ug_route/159447,OSP:FBSP:C273211,st_struct_pedestal/67016,mywcom_route_junction/20863
ug_route/159448,OSP:FBSP:C258602,st_struct_pedestal/66912,st_struct_pedestal/66838
ug_route/159449,OSP:BUSP::8696458,st_struct_pedestal/67006,st_struct_pedestal/67032
ug_route/159450,OSP:FBSP:C257560,st_struct_pedestal/66984,st_struct_pedestal/66993
ug_route/159451,OSP:BUSP::12358346,st_struct_pedestal/67018,st_struct_pedestal/66884
ug_route/159452,OSP:FBSP:C262590,st_struct_pedestal/67024,st_struct_pedestal/66879
ug_route/159453,OSP:BUSP::12358053,st_struct_pedestal/66826,st_struct_pedestal/66816
ug_route/159454,OSP:BUSP:C263856,st_struct_pedestal/66974,mywcom_route_junction/20839
ug_route/159455,OSP:BUSP::12730610,st_struct_pedestal/66990,mywcom_route_junction/20877
ug_route/159456,OSP:FBSP:C322199,st_struct_pedestal/66971,st_struct_pedestal/66902
ug_route/159457,OSP:BUSP::12358144,st_struct_pedestal/66964,st_struct_pedestal/66920
ug_route/159458,OSP:BUSP::12736004,st_struct_pedestal/66936,st_struct_pedestal/66951
ug_route/159459,OSP:BUSP::12358969,st_struct_pedestal/66948,st_struct_pedestal/66867
ug_route/159460,OSP:BUSP::12358132,st_struct_pedestal/67021,st_struct_pedestal/66994
ug_route/159461,OSP:FBSP:C296362,st_struct_pedestal/66824,st_struct_pedestal/66894
ug_route/159462,OSP:FBSP:C298831,st_struct_pedestal/66902,st_struct_pedestal/67016
ug_route/159463,OSP:BUSP::13344576,st_struct_pedestal/66974,mywcom_route_junction/20813
ug_route/159464,OSP:FBSP:C258688,st_struct_pedestal/66897,st_struct_pedestal/66893
ug_route/159465,OSP:BUSP:C263794,st_struct_pedestal/66878,st_struct_pedestal/66833
ug_route/159466,OSP:FBSP:C296363,st_struct_pedestal/66894,st_struct_pedestal/66967
ug_route/159467,OSP:FBSP:C267450,st_struct_pedestal/66863,st_struct_pedestal/67021
ug_route/159468,OSP:FBSP:C257322,st_struct_pedestal/66990,mywcom_route_junction/20817
ug_route/159469,OSP:FBSP:C267530,st_struct_pedestal/66891,st_struct_pedestal/66965
ug_route/159470,OSP:BUSP::12358997,st_struct_pedestal/67024,st_struct_pedestal/66879
ug_route/159471,OSP:BUSP::12358009,st_struct_pedestal/66894,st_struct_pedestal/66967
ug_route/159472,OSP:BUSP::12358653,st_struct_pedestal/66984,st_struct_pedestal/66993
ug_route/159473,OSP:FBSP:C322208,st_struct_pedestal/66964,st_struct_pedestal/66957
ug_route/159474,OSP:BUSP::12358060,st_struct_pedestal/66971,st_struct_pedestal/66891
ug_route/159475,OSP:BUSP::12358008,st_struct_pedestal/66824,st_struct_pedestal/66894
ug_route/159476,OSP:BUSP::12358064,st_struct_pedestal/66902,st_struct_pedestal/67016
ug_route/159477,OSP:BUSP::13231989,st_struct_pedestal/66980,mywcom_route_junction/20811
ug_route/159478,OSP:BUSP::12358645,st_struct_pedestal/66897,st_struct_pedestal/66893
ug_route/159479,OSP:BUSP::12358067,st_struct_pedestal/66863,st_struct_pedestal/67021
ug_route/159480,OSP:FBSP:C273203,mywcom_route_junction/20863,st_struct_pedestal/66863
ug_route/159481,OSP:BUSP::12358065,st_struct_pedestal/67016,mywcom_route_junction/20854
ug_route/159482,OSP:BUSP::12358143,st_struct_pedestal/66957,st_struct_pedestal/66964
ug_route/159483,OSP:FBSP::8705764,st_struct_pedestal/66949,st_struct_pedestal/66860
ug_route/159484,OSP:BUSP::13231608,st_struct_pedestal/66910,mywcom_route_junction/20858
ug_route/159485,OSP:FBSP:C254763,st_struct_pedestal/66954,st_struct_pedestal/66995
ug_route/159486,OSP:BUSP::13233877,st_struct_pedestal/66833,st_struct_pedestal/66878
ug_route/159487,OSP:BUSP::8996932,pole/40465,building/48704
ug_route/159488,OSP:FBSP:C256950,st_struct_pedestal/66900,st_struct_pedestal/67010
ug_route/159489,OSP:FBSP:C262642,st_struct_pedestal/66848,st_struct_pedestal/66937
ug_route/159490,OSP:FBSP:C258742,st_struct_pedestal/66861,st_struct_pedestal/66892
ug_route/159491,OSP:BUSP::12358061,st_struct_pedestal/66891,st_struct_pedestal/66965
ug_route/159492,OSP:FBSP:C258469,st_struct_pedestal/66975,st_struct_pedestal/66888
ug_route/159493,OSP:BUSP:C322302,st_struct_pedestal/66822,st_struct_pedestal/66827
ug_route/159494,OSP:FBSP:C263624,st_struct_pedestal/66947,st_struct_pedestal/66933
ug_route/159495,OSP:FBSP:C253924,st_struct_pedestal/66875,st_struct_pedestal/66956
ug_route/159496,OSP:BUSP::12358350,st_struct_pedestal/66900,st_struct_pedestal/67010
ug_route/159497,OSP:BUSP::12730657,mywcom_route_junction/20864,st_struct_pedestal/66866
ug_route/159498,OSP:BUSP::12358974,st_struct_pedestal/66848,st_struct_pedestal/66937
ug_route/159499,OSP:FBSP::8079172,mywcom_route_junction/20853,mywcom_route_junction/20875
ug_route/159500,OSP:FBSP:C226083,st_struct_pedestal/66926,st_struct_pedestal/66958
ug_route/159501,OSP:BUSP::12776308,st_struct_pedestal/66822,st_struct_pedestal/66827
ug_route/159502,OSP:BUSP::12358147,st_struct_pedestal/66828,st_struct_pedestal/66933
ug_route/159503,OSP:BUSP::12358180,st_struct_pedestal/66933,st_struct_pedestal/66947
ug_route/159504,OSP:BUSP::12358436,st_struct_pedestal/66875,st_struct_pedestal/66956
ug_route/159505,OSP:FBSP:C259091,st_struct_pedestal/66941,st_struct_pedestal/66935
ug_route/159506,OSP:BUSP::12358139,st_struct_pedestal/66926,st_struct_pedestal/66958
ug_route/159507,OSP:FBSP:C262649,st_struct_pedestal/66999,st_struct_pedestal/66848
ug_route/159508,OSP:BUSP::12358406,st_struct_pedestal/66941,st_struct_pedestal/66935
ug_route/159509,OSP:FORSP::7412613,st_struct_vault/2409,mywcom_route_junction/20796
ug_route/159510,OSP:FBSP:C258500,st_struct_pedestal/66888,st_struct_pedestal/66918
ug_route/159511,OSP:BUSP::12358973,st_struct_pedestal/66999,st_struct_pedestal/66848
ug_route/159512,OSP:BUSP::12358007,st_struct_pedestal/66966,st_struct_pedestal/66824
ug_route/159513,OSP:FBSP:C258799,st_struct_pedestal/66918,st_struct_pedestal/66888
ug_route/159514,OSP:FBSP:C258751,st_struct_pedestal/66892,st_struct_pedestal/66822
ug_route/159515,OSP:FBSP:C263974,mywcom_route_junction/20818,st_struct_pedestal/66887
ug_route/159516,OSP:BUSP::12358410,st_struct_pedestal/66861,st_struct_pedestal/66892
ug_route/159517,OSP:FBSP:C257553,st_struct_pedestal/66993,st_struct_pedestal/66873
ug_route/159518,OSP:BUSP::12358964,st_struct_pedestal/66918,st_struct_pedestal/66888
ug_route/159519,OSP:BUSP:C258668,st_struct_pedestal/67013,st_struct_pedestal/66912
ug_route/159520,OSP:BUSP::12358654,st_struct_pedestal/66993,st_struct_pedestal/66873
ug_route/159521,OSP:BUSP:C258716,st_struct_pedestal/67013,st_struct_pedestal/66912
ug_route/159522,OSP:BUSP::12358420,st_struct_pedestal/66995,st_struct_pedestal/66954
ug_route/159523,OSP:BUSP::12358011,mywcom_route_junction/20866,st_struct_pedestal/66887
ug_route/159524,OSP:BUSP::12358137,st_struct_pedestal/66998,st_struct_pedestal/66899
ug_route/159525,OSP:FBSP:C225977,st_struct_pedestal/66998,st_struct_pedestal/66899
ug_route/159526,OSP:FBSP:C257398,st_struct_pedestal/66979,st_struct_pedestal/66938
ug_route/159527,OSP:FORSP::7266375,mywcom_route_junction/20815,st_struct_vault/2404
ug_route/159528,OSP:FBSP:C262546,st_struct_pedestal/66915,st_struct_pedestal/66836
ug_route/159529,OSP:FBSP:C254446,st_struct_pedestal/66950,mywcom_route_junction/20857
ug_route/159530,OSP:BUSP::12730651,st_struct_pedestal/66816,st_struct_pedestal/66951
ug_route/159531,OSP:BUSP::12359000,st_struct_pedestal/66915,st_struct_pedestal/66836
ug_route/159532,OSP:BUSP::12358411,st_struct_pedestal/66892,st_struct_pedestal/66822
ug_route/159533,OSP:BUSP::12730819,mywcom_route_junction/20812,st_struct_pedestal/66989
ug_route/159534,OSP:BUSP::12774452,st_struct_pedestal/66840,mywcom_route_junction/20891
ug_route/159535,OSP:BUSP::12736284,st_struct_pedestal/66872,mywcom_route_junction/20822
ug_route/159536,OSP:BUSP::12358428,st_struct_pedestal/66960,st_struct_pedestal/66950
ug_route/159537,OSP:FBSP:C263540,st_struct_pedestal/66906,st_struct_pedestal/66911
ug_route/159538,OSP:BUSP:C237358,pole/40479,mywcom_route_junction/20872
ug_route/159539,OSP:BUSP::12358018,st_struct_pedestal/66906,st_struct_pedestal/66911
ug_route/159540,OSP:FBSP:C259233,st_struct_pedestal/66821,st_struct_pedestal/67003
ug_route/159541,OSP:FBSP:C263150,mywcom_route_junction/20849,building/48691
ug_route/159542,OSP:FBSP:C253896,mywcom_route_junction/20851,st_struct_pedestal/66853
ug_route/159543,OSP:FBSP::8697740,building/48713,building/48697
ug_route/159544,OSP:FBSP:C259055,st_struct_pedestal/66849,st_struct_pedestal/66817
ug_route/159545,OSP:FBSP:C254454,st_struct_pedestal/66869,st_struct_pedestal/66988
ug_route/159546,OSP:BUSP::12358439,mywcom_route_junction/20820,st_struct_pedestal/66853
ug_route/159547,OSP:BUSP::12358441,st_struct_pedestal/66869,st_struct_pedestal/66988
ug_route/159548,OSP:BUSP::16638069,pole/40401,building/48709
ug_route/159549,OSP:BUSP:C272764,mywcom_route_junction/20840,st_struct_pedestal/66975
ug_route/159550,OSP:FBSP:C253936,st_struct_pedestal/66895,st_struct_pedestal/66875
ug_route/159551,OSP:BUSP:C201617,cabinet/2407,mywcom_route_junction/20834
ug_route/159552,OSP:FBSP:C383365,pole/40401,building/48709
ug_route/159553,OSP:BUSP::12358435,st_struct_pedestal/66895,st_struct_pedestal/66875
ug_route/159554,OSP:BUSP::8996934,pole/40451,building/48693
ug_route/159555,OSP:BUSP::12358349,st_struct_pedestal/66870,st_struct_pedestal/66900
ug_route/159556,OSP:FBSP:C256944,st_struct_pedestal/66870,st_struct_pedestal/66900
ug_route/159557,OSP:FBSP:C257052,st_struct_pedestal/67023,st_struct_pedestal/66870
ug_route/159558,OSP:FBSP:C293426,pole/40451,building/48693
ug_route/159559,OSP:FBSP::8492349,pole/40478,mywcom_route_junction/20843
ug_route/159560,OSP:FBSP:C270331,st_struct_pedestal/66838,st_struct_pedestal/67019
ug_route/159561,OSP:BUSP::12730826,mywcom_route_junction/20838,st_struct_pedestal/66896
ug_route/159562,OSP:FBSP:C226015,st_struct_pedestal/66989,st_struct_pedestal/66896
ug_route/159563,OSP:BUSP::12730000,st_struct_pedestal/66838,st_struct_pedestal/67019
ug_route/159564,OSP:FBSP:C298160,st_struct_pedestal/67011,st_struct_pedestal/66946
ug_route/159565,OSP:FBSP:C259243,st_struct_pedestal/66992,st_struct_pedestal/66821
ug_route/159566,OSP:FBSP:C321427,st_struct_pedestal/66939,st_struct_pedestal/66998
ug_route/159567,OSP:BUSP::12358370,st_struct_pedestal/66992,st_struct_pedestal/66821
ug_route/159568,OSP:FBSP:C266050,st_struct_pedestal/66977,st_struct_pedestal/66947
ug_route/159569,OSP:FBSP:C254768,st_struct_pedestal/66995,st_struct_pedestal/66903
ug_route/159570,OSP:FBSP:C260718,st_struct_pedestal/67003,building/48713
ug_route/159571,OSP:BUSP::13231992,mywcom_route_junction/20811,mywcom_route_junction/20864
ug_route/159572,OSP:BUSP::12358181,st_struct_pedestal/66947,st_struct_pedestal/66977
ug_route/159573,OSP:BUSP::12358422,st_struct_pedestal/66924,st_struct_pedestal/66953
ug_route/159574,OSP:FBSP:C254648,st_struct_pedestal/66963,st_struct_pedestal/66916
ug_route/159575,OSP:BUSP::12358437,st_struct_pedestal/66956,mywcom_route_junction/20820
ug_route/159576,OSP:FBSP:C226060,st_struct_pedestal/66913,st_struct_pedestal/66939
ug_route/159577,OSP:BUSP:C263574,mywcom_route_junction/20828,st_struct_pedestal/67009
ug_route/159578,OSP:BUSP::12358418,st_struct_pedestal/66903,st_struct_pedestal/66832
ug_route/159579,OSP:BUSP::13231607,st_struct_pedestal/66877,st_struct_pedestal/66910
ug_route/159580,OSP:FBSP:C253909,st_struct_pedestal/66956,mywcom_route_junction/20851
ug_route/159581,OSP:BUSP::12359002,st_struct_pedestal/66963,st_struct_pedestal/66916
ug_route/159582,OSP:BUSP::12358134,st_struct_pedestal/66913,st_struct_pedestal/66939
ug_route/159583,OSP:BUSP::13231604,st_struct_pedestal/67015,st_struct_pedestal/67012
ug_route/159584,OSP:FBSP:C262969,st_struct_pedestal/66980,mywcom_route_junction/20816
ug_route/159585,OSP:BUSP::12776325,st_struct_pedestal/66944,st_struct_pedestal/66991
ug_route/159586,OSP:FBSP::9105749,mywcom_route_junction/20823,building/48705
ug_route/159587,OSP:BUSP::16118655,cabinet/2413,st_struct_pedestal/66824
ug_route/159588,OSP:BUSP:C263587,st_struct_pedestal/66973,st_struct_pedestal/67015
ug_route/159589,OSP:FBSP:C383348,pole/40401,building/48704
ug_route/159590,OSP:BUSP::12729974,st_struct_pedestal/66882,st_struct_pedestal/66917
ug_route/159591,OSP:BUSP:C258786,st_struct_pedestal/66886,st_struct_pedestal/66847
ug_route/159592,OSP:FBSP:C254781,st_struct_pedestal/66903,st_struct_pedestal/66953
ug_route/159593,OSP:FBSP:C226011,st_struct_pedestal/66896,st_struct_pedestal/66939
ug_route/159594,OSP:FORSP::8947037,st_struct_vault/2408,mywcom_route_junction/20825
ug_route/159595,OSP:FBSP:C272784,st_struct_pedestal/66975,st_struct_pedestal/66940
ug_route/159596,OSP:FBSP:C253804,st_struct_pedestal/67001,st_struct_pedestal/67033
ug_route/159597,OSP:FBSP:C259188,st_struct_pedestal/66941,st_struct_pedestal/67003
ug_route/159598,OSP:BUSP::12742006,st_struct_pedestal/67001,st_struct_pedestal/67033
ug_route/159599,OSP:BUSP::12736019,st_struct_pedestal/66843,st_struct_pedestal/66856
ug_route/159600,OSP:BUSP::12729994,st_struct_pedestal/66991,st_struct_pedestal/66912
ug_route/159601,OSP:FBSP:C270151,st_struct_pedestal/66933,st_struct_pedestal/66922
ug_route/159602,OSP:FBSP:C322265,st_struct_pedestal/66943,st_struct_pedestal/66856
ug_route/159603,OSP:BUSP:C321424,st_struct_pedestal/66943,st_struct_pedestal/66856
ug_route/159604,OSP:BUSP:C254733,st_struct_pedestal/67035,st_struct_pedestal/66954
ug_route/159605,OSP:BUSP::13233876,mywcom_route_junction/20802,st_struct_pedestal/66833
ug_route/159606,OSP:BUSP::12730607,mywcom_route_junction/20870,mywcom_route_junction/20886
ug_route/159607,OSP:BUSP::12776327,mywcom_route_junction/20814,st_struct_pedestal/66924
ug_route/159608,OSP:BUSP::12358351,mywcom_route_junction/20798,st_struct_pedestal/66986
ug_route/159609,OSP:BUSP:C257069,mywcom_route_junction/20833,st_struct_pedestal/66986
ug_route/159610,OSP:BUSP::12730644,mywcom_route_junction/20877,st_struct_pedestal/67004
ug_route/159611,OSP:BUSP::12807934,mywcom_route_junction/20856,st_struct_pedestal/66924
ug_route/159612,OSP:BUSP::8492935,st_struct_pedestal/66996,mywcom_route_junction/20824
ug_route/159613,OSP:BUSP:C261166,st_struct_pedestal/66986,st_struct_pedestal/66968
ug_route/159614,OSP:BUSP::12358360,st_struct_pedestal/66986,st_struct_pedestal/66968
ug_route/159615,OSP:BUSP:C272555,st_struct_pedestal/66937,st_struct_pedestal/66917
ug_route/159616,OSP:BUSP:C263023,mywcom_route_junction/20875,st_struct_pedestal/66980
ug_route/159617,OSP:FBSP::8492350,pole/40459,mywcom_route_junction/20843
ug_route/159618,OSP:BUSP::12728940,st_struct_pedestal/66966,st_struct_pedestal/66852
ug_route/159619,OSP:BUSP::8444315,cabinet/2407,mywcom_route_junction/20878
ug_route/159620,OSP:BUSP::14531767,st_struct_vault/2409,st_struct_pedestal/67027
ug_route/159621,OSP:BUSP:C261219,st_struct_pedestal/66921,mywcom_route_junction/20855
ug_route/159622,OSP:BUSP::12358363,mywcom_route_junction/20801,st_struct_pedestal/66921
ug_route/159623,OSP:BUSP:C237435,mywcom_route_junction/20872,mywcom_route_junction/20807
ug_route/159624,OSP:BUSP:C261197,st_struct_pedestal/66968,mywcom_route_junction/20855
ug_route/159625,OSP:FBSP:C257438,st_struct_pedestal/66923,mywcom_route_junction/20817
ug_route/159626,OSP:BUSP::12358361,st_struct_pedestal/66968,mywcom_route_junction/20801
ug_route/159627,OSP:BUSP::13231988,st_struct_pedestal/66951,mywcom_route_junction/20811
ug_route/159628,OSP:FORSP::7414852,st_struct_vault/2409,st_struct_vault/2405
ug_route/159629,OSP:BUSP::8560170,mywcom_route_junction/20852,st_struct_pedestal/67030
ug_route/159630,OSP:BUSP:C263584,st_struct_pedestal/67009,st_struct_pedestal/66973
ug_route/159631,OSP:BUSP:C262838,st_struct_pedestal/66980,mywcom_route_junction/20799
ug_route/159632,OSP:BUSP::13893055,mywcom_route_junction/20861,building/48691
ug_route/159633,OSP:BUSP::12814052,mywcom_route_junction/20822,mywcom_route_junction/20870
ug_route/159634,OSP:FORSP::14391646,mywcom_route_junction/20815,mywcom_route_junction/20808
ug_route/159635,OSP:BUSP::12101108,cabinet/2407,st_struct_pedestal/67026
ug_route/159636,OSP:FORSP::14391640,mywcom_route_junction/20808,mywcom_route_junction/20831
ug_route/159637,OSP:BUSP:C270361,st_struct_pedestal/66833,mywcom_route_junction/20828
ug_route/159638,OSP:BUSP::13231605,st_struct_pedestal/67012,st_struct_pedestal/66877
ug_route/159639,OSP:FORSP::13957684,st_struct_vault/2403,st_struct_vault/2414
ug_route/159640,OSP:FBSP:C263521,st_struct_pedestal/66835,st_struct_pedestal/66906
ug_route/159641,OSP:FORSP::7538076,mywcom_route_junction/20796,mywcom_route_junction/20825
ug_route/159642,OSP:BUSP::12358017,st_struct_pedestal/66835,st_struct_pedestal/66906
ug_route/159643,OSP:BUSP::8697734,mywcom_route_junction/20892,st_struct_pedestal/66985
ug_route/159644,OSP:BUSP:C257012,cabinet/2412,mywcom_route_junction/20829
ug_route/159645,OSP:BUSP::8492342,mywcom_route_junction/20841,st_struct_pedestal/66925
ug_route/159646,OSP:BUSP:C272892,st_struct_pedestal/66886,st_struct_pedestal/66832
ug_route/159647,OSP:BUSP::8492353,mywcom_route_junction/20879,cabinet/2411
ug_route/159648,OSP:BUSP:C267140,mywcom_route_junction/20876,st_struct_buried_splice_location/2597
ug_route/159649,OSP:FORSP::7414853,st_struct_vault/2405,st_struct_vault/2413
ug_route/159650,OSP:BUSP::8557259,mywcom_route_junction/20876,st_struct_pedestal/67028
ug_route/159651,OSP:BUSP::8848205,st_struct_pedestal/66925,st_struct_pedestal/67031
ug_route/159652,OSP:BUSP::13231612,mywcom_route_junction/20802,st_struct_pedestal/66882
ug_route/159653,OSP:FBSP::8492348,pole/40480,mywcom_route_junction/20843
ug_route/159654,OSP:BUSP:C290657,mywcom_route_junction/20889,mywcom_route_junction/20807
ug_route/159655,OSP:FORSP::7266376,st_struct_vault/2404,st_struct_vault/2403
ug_route/159656,OSP:FBSP:C259077,st_struct_pedestal/66855,st_struct_pedestal/66941
ug_route/159657,OSP:FBSP::8836006,pole/40481,building/48688
ug_route/159658,OSP:BUSP:C204858,cabinet/2407,mywcom_route_junction/20882
ug_route/159659,OSP:FORSP::7302230,st_struct_vault/2416,st_struct_vault/2412
ug_route/159660,OSP:BUSP::15587129,st_struct_pedestal/66832,st_struct_pedestal/67032
ug_route/159661,OSP:FORSP::16935940,mywcom_route_junction/20804,st_struct_vault/2409
ug_route/159662,OSP:BUSP::8309918,st_struct_pedestal/67034,mywcom_route_junction/20834
ug_route/159663,OSP:FORSP::7259029,st_struct_vault/2407,st_struct_vault/2404
ug_route/159664,OSP:FORSP::7349990,st_struct_vault/2411,mywcom_route_junction/20797
ug_route/159665,OSP:FORSP::8457413,st_struct_vault/2412,mywcom_route_junction/20796
ug_route/159666,OSP:FORSP::14129215,st_struct_vault/2415,st_struct_vault/2410
ug_route/159667,OSP:BUSP::8360784,cabinet/2407,mywcom_route_junction/20890
ug_route/159668,OSP:BUSP::8706087,mywcom_route_junction/20887,cabinet/2412
ug_route/159669,OSP:BUSP:C226020,st_struct_pedestal/66969,st_struct_pedestal/67029
ug_route/159670,OSP:BUSP::16775335,mywcom_route_junction/20881,st_struct_pedestal/66972
ug_route/159671,OSP:BUSP::16774730,st_struct_pedestal/66854,mywcom_route_junction/20881
ug_route/159672,OSP:BUSP:C295657,mywcom_route_junction/20880,mywcom_route_junction/20883
ug_route/159673,OSP:BUSP:C287518,cabinet/2414,st_struct_pedestal/66969
