id,path,in_structure,out_structure,name,specification,type_name,inventory_status_code,work_order_name,st_std_desc,measured_length,st_ownr_co_nm,st_eas_rmks,st_co_id,st_rmks,st_vntge_yr,sap_pm_order,create_user,created_at,update_user,updated_at
oh_route/46920,010200000004000000006230843EF35AC0E88C9D6761244940AC2B10843EF35AC0E087AE7161244940203C6F9D3EF35AC0903D279C61244940542302A83EF35AC0D0BB579E61244940,pole/52475,st_struct_pedestal/93030,OSP:MESS::17055387,MESSENGER,MESSENGER,IPL,,Aerial Copper,1.02490917,SASKTEL,,SWCRSK02,,2025,,THARS1,2025-09-17T11:24:41,SAKAM1,2025-09-18T06:10:50
oh_route/602639,010200000004000000E04AC6FCFFF25AC078F6B883192549400CBEB11900F35AC0408B737B192549403CC73D1900F35AC03064CA6119254940588558F3FFF25AC040A2241F19254940,cabinet/2769,pole/53629,OSP:MESS::17055327,MESSENGER,MESSENGER,IPL,,Aerial Fiber,2.0,SASKTEL,,SWCRSK02,,2014,974757,THARS1,2025-09-17T08:47:49,SAKAM1,2025-09-18T06:10:51
oh_route/346755,010200000003000000E463D23AA5F25AC038108A01A024494084D0135FA5F25AC0A0974727A0244940D8C340D2A5F25AC038A86527A0244940,pole/52702,mywcom_route_junction/28214,OSP:MESS::8157647,MESSENGER,MESSENGER,IPL,,Aerial Fiber,3.7,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T07:10:07
oh_route/320789,01020000000200000054A959CD3EF45AC05853FA582D244940548B6B563FF45AC0206AD6E42C244940,pole/52396,building/68450,OSP:MESS::15966968,MESSENGER,MESSENGER,IPL,SWCR112098,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,ROOKP2,2023-02-09T10:52:18,ENAGV1,2025-09-16T03:24:42
oh_route/712472,01020000000200000048F9EB43EEF25AC058BECCBC84234940A8A76641EEF25AC01846210690234940,pole/52965,pole/53448,OSP:MESS:C651930,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/122869,010200000004000000487BD4760BF35AC008E0F207AC23494030C1D6900BF35AC038005CE2AB234940B0CAB9050CF35AC0B86310E3AB234940EC223F270CF35AC0A02A7A08AC234940,cabinet/2830,pole/52695,OSP:MESS::17055319,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,THARS1,2025-09-17T06:46:40,THUND1,2025-09-25T05:41:12
oh_route/312726,010200000002000000D4D832D479F25AC0F8F5CB1347264940B4F2447079F25AC088FEA92846264940,pole/53049,pole/52580,OSP:MESS:C706856,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,HUNTG1,2021-03-15T16:15:31
oh_route/172933,010200000002000000F0FA0BBE42F15AC0B0BC7498512549400CBAC65F41F15AC0100335A051254940,pole/53388,pole/53911,OSP:MESS:C637423,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/93820,010200000002000000CC6C1A850BF35AC09084CFA6882249400CD2EEB80AF35AC030ED765889224940,pole/52532,pole/54535,OSP:MESS:C704919,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/204867,010200000002000000C42E007656F35AC0B8544672A524494060B2AE8D55F35AC0B00EDDDFA5244940,pole/54236,pole/52328,OSP:MESS:C653604,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,ROOKP2,2023-02-27T14:44:54
oh_route/544645,0102000000020000002871702B15F35AC0C0AFB959B22249407097DEAD15F35AC050B7C448B1224940,pole/53936,mywcom_route_junction/28106,OSP:MESS::8097756,MESSENGER,MESSENGER,IPL,,Aerial Copper,4.24485299,SASKTEL,,SWCRSK02,,,0,,,ENAGV1,2024-11-19T03:23:47
oh_route/524396,010200000002000000106166198EF25AC070EE29528425494000D579338EF25AC028C2E01683254940,pole/54104,pole/54578,OSP:MESS:C646289,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/774233,010200000002000000D8E9C09F45F15AC0D01086554A2549404CB8A0BC44F15AC0D05FA5AB49254940,pole/53106,pole/53671,OSP:MESS:C637422,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/767530,010200000002000000006230843EF35AC0E88C9D6761244940B81F4D7B3EF35AC060607F1460244940,pole/52475,pole/52267,OSP:MESS:C652723,MESSENGER,MESSENGER,IPL,,Aerial Copper,5.0,SASKTEL,,SWCRSK02,,,,,,THARS1,2025-09-17T11:25:31
oh_route/506256,010200000004000000E488F91512F35AC0505E9D63802449403C1EF33412F35AC0B873579F8024494090CCD83A12F35AC098E295848124494068A5DA1E12F35AC0C849BFBC81244940,pole/52244,pole/53642,OSP:MESS:C707006,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/422561,010200000002000000D4ECB18F76F25AC07038209ADD2549407CB6918F76F25AC068B9250CDF254940,pole/54475,pole/53884,OSP:MESS::8081817,MESSENGER,MESSENGER,IPL,,Aerial Copper,4.90694153,SASKTEL,,SWCRSK02,,2014,0,,,,
oh_route/242592,010200000002000000C8BB20ABA6F25AC078CF6EB805234940642B7B87A5F25AC0B062D9B505234940,pole/53348,pole/53029,OSP:MESS:C660353,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/326770,010200000002000000B4AE3B5740F25AC038BF75F38423494084A5AF5740F25AC0B8EE237A83234940,pole/52535,pole/52358,OSP:MESS::8097092,MESSENGER,MESSENGER,IPL,,Aerial Copper,5.00369266,SASKTEL,,SWCRSK02,,,0,,,PITTM1,2025-10-29T04:36:13
oh_route/288837,01020000000200000080B83D045FF25AC050ED98FCC72549405C3A62045FF25AC0387FBB75C9254940,pole/52582,pole/52335,OSP:MESS:C646360,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/127168,01020000000200000064B6E9D70FF35AC01878C6E22A244940B02CDFCD0FF35AC0881A206629244940,pole/52608,pole/54077,OSP:MESS:C650955,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/219271,010200000002000000F096BA4A28F35AC0C07C447C82244940EC6D984028F35AC0B0A195FA80244940,cabinet/2824,mywcom_route_junction/27524,OSP:MESS:C651831,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,STEVA1,2023-03-08T07:08:01
oh_route/346341,010200000002000000040C5D4C5DF35AC0C8335EE3C82549402803D77A5EF35AC08880DEE9C8254940,pole/53581,pole/52887,OSP:MESS::9492030,MESSENGER,MESSENGER,IPL,,Aerial Fiber,7.1000000000000005,SASKTEL,,SWCRSK02,,2015,977356,,,THUND1,2023-11-02T04:50:48
oh_route/649565,0102000000020000007C6F47F6B0F35AC0B8FC6CC3EC244940B497482AB2F35AC028ECFC57ED244940,pole/53517,building/68402,OSP:MESS:C704833,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,MACHS1,2019-08-08T01:32:27
oh_route/767698,010200000002000000F0924E1054F35AC0D884597A4A2449408055325654F35AC010E71B1D4C244940,pole/53530,mywcom_route_junction/28090,OSP:MESS:C653511,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,ROOKP2,2023-03-06T11:40:54
oh_route/179277,0102000000020000001485889479F25AC0E8ABE989CD2449403836724578F25AC0888D798ACD244940,mywcom_route_junction/27732,pole/53255,OSP:MESS::8148935,MESSENGER,MESSENGER,IPL,,Aerial Fiber,5.69410807,SASKTEL,,SWCRSK02,,2014,0,,,,
oh_route/258062,010200000002000000D04AAA8109F25AC06870982BAD2649402432AB2B0AF25AC0880C44B9AE264940,pole/52518,pole/54345,OSP:MESS:C666309,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,ROOKP2,2022-08-08T15:01:36
oh_route/156125,01020000000200000080B2511F06F25AC0084E12F211264940B8A782BC04F25AC060EEFBF311264940,pole/52954,pole/52226,OSP:MESS:C646527,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/740547,0102000000040000001C8A51C356F25AC0985F5A62D224494024BFF6E056F25AC0C0E12743D2244940241C96E056F25AC02051ACE3D0244940086DF2C156F25AC00817EDBCD0244940,pole/54059,pole/54034,OSP:MESS:C705760,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/489108,010200000002000000F09A0175BDF25AC0A0CAE583812549403C6A6CDFBEF25AC018822C7681254940,pole/53562,pole/52689,OSP:MESS:C654571,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,THUND1,2019-08-28T00:20:32
oh_route/486300,01020000000200000098194F671BF25AC0D05DF47D47264940D4C600D21CF25AC028449F8047264940,pole/54198,pole/52747,OSP:MESS:C647562,MESSENGER,MESSENGER,IPL,,Aerial Copper,7.7,SASKTEL,,SWCRSK02,,,,,,,
oh_route/514392,010200000004000000F828E31239F25AC0A0A47129A0254940A06DFF4139F25AC0607E738EA025494068824F4339F25AC050480396A1254940F0701E2839F25AC090552EE7A1254940,pole/53465,pole/54558,OSP:MESS:C646390,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/365594,010200000002000000EC15224FEEF25AC028AC68A1D42249408499E300EDF25AC038D1BDDAD3224940,pole/52722,pole/54258,OSP:MESS:C705003,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/185401,01020000000200000020BD295EC5F35AC068DD9FF5AA244940C8247B68C5F35AC008A735D5AC244940,pole/53820,pole/52505,OSP:MESS:C636840,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/458712,010200000002000000E4D1D93E2EF35AC0285EECCA622549409830B3322EF35AC0E0F7B5E960254940,pole/54107,pole/53157,OSP:MESS:C641810,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/202491,0102000000020000004C8675A6DAF35AC028D24B994F24494004B84622D9F35AC0505BD8AA4F244940,pole/53144,pole/53903,OSP:MESS::8169785,MESSENGER,MESSENGER,IPL,,Aerial Fiber,6.7,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-06T22:53:18
oh_route/761016,01020000000200000064B6E9D70FF35AC01878C6E22A24494078B64B710EF35AC0C88BD51E2A244940,pole/52608,building/68585,OSP:MESS:C650927,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,WILLJ2,2018-07-23T15:57:19
oh_route/47293,010200000002000000B4B47D3C12F45AC02016079054244940E4554F4612F45AC09834AD8456244940,pole/53150,pole/53163,OSP:MESS::8169425,MESSENGER,MESSENGER,IPL,,Aerial Fiber,6.7,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-10-31T23:03:58
oh_route/549583,01020000000200000070D0B936AFF25AC000E5125B82254940A46A2236AFF25AC0F02C045084254940,pole/54520,pole/53481,OSP:MESS:C653834,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/788909,010200000002000000FC65EF7379F25AC0F06070AC8F244940447A567479F25AC09074E5A491244940,pole/54525,pole/53921,OSP:MESS:C649769,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/857373,01020000000200000020A375E758F35AC0E8FD0DB42425494000C519DA58F35AC0D0046BB822254940,pole/53323,pole/53201,OSP:MESS:C640746,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/679675,01020000000200000058499A5B1BF45AC0680A4945A7244940DC3D1FE91CF45AC06075B935A7244940,pole/53740,pole/53695,OSP:MESS:C637373,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/615995,010200000002000000587E5CF24AF75AC0D0836D91E22449401835A6FA4AF75AC01080188BE0244940,pole/53955,pole/54436,OSP:MESS:C662724,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,KATRR1,2019-06-28T02:53:29
oh_route/836241,010200000002000000A89BE930AFF25AC0D02644E9202549408CC5699AADF25AC0C0C8A8F820254940,pole/53611,pole/52624,OSP:MESS::8152824,MESSENGER,MESSENGER,IPL,,Aerial Fiber,7.0,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T07:10:49
oh_route/401008,01020000000200000088807A9BADF25AC0003DBB865D25494034D70D34AFF25AC0205DFA715D254940,pole/53489,pole/54555,OSP:MESS:C644544,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/63611,0102000000020000005010AE1306F25AC0A0EA86964A264940B8F19F8204F25AC0A80040044B264940,pole/53156,pole/53379,OSP:MESS:C647612,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/94210,010200000002000000D072DFEB9DF35AC0B87142901F244940D80607DE9DF35AC028E55F7F1D244940,pole/53375,pole/54081,OSP:MESS:C655091,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,HUNTG1,2021-03-10T14:49:43
oh_route/701959,010200000002000000A4961C93BFF15AC09054A7BCC32449402831E32EC1F15AC0D8505EBCC3244940,pole/53043,pole/54537,OSP:MESS:C638871,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/615283,01020000000400000000852E6C43F15AC05837039BF4224940B400113B43F15AC040EDCE7FF422494058BB5ADF41F15AC0E0A248CEF42249409C28AECF41F15AC0F025EAF8F4224940,pole/54260,pole/53782,OSP:MESS:C666395,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/189308,010200000002000000704E96A104F45AC030F86E3F55244940A8E6BD5A03F45AC0A8B1FCE753244940,pole/52895,building/67472,OSP:MESS::9309947,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,2014,978130,,,LODAN1,2025-01-21T03:38:04
oh_route/223029,010200000004000000600357B645F25AC09032E3B933244940048D0B9A45F25AC0F0DDA8E0332449406C55A73D44F25AC038C357F233244940F878F02C44F25AC0E84675CD33244940,pole/54476,pole/53275,OSP:MESS::8163050,MESSENGER,MESSENGER,IPL,,Aerial Fiber,7.5,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T03:53:29
oh_route/441018,0102000000020000001C90867E26F35AC0886CDFF73D244940380BE00528F35AC0F860D6213D244940,pole/52515,building/67612,OSP:MESS:C651710,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,HUNTG1,2020-11-19T14:14:43
oh_route/436663,01020000000200000090ABFD4214F35AC0609F0D21B02249407097DEAD15F35AC050B7C448B1224940,pole/53464,mywcom_route_junction/28106,OSP:MESS::8097758,MESSENGER,MESSENGER,IPL,,Aerial Copper,7.30957175,SASKTEL,,SWCRSK02,,,0,,,RAVAG1,2024-12-02T22:05:07
oh_route/858085,0102000000020000004CEACE8A3DF35AC0F87704443C244940BCBE1F7C3DF35AC080665C1A3A244940,pole/54566,pole/52366,OSP:MESS:C652731,MESSENGER,MESSENGER,IPL,,Aerial Copper,7.0,SASKTEL,,SWCRSK02,,,,,,GROCB1,2022-04-06T15:40:30
oh_route/533889,010200000002000000DC84D5676DF35AC028FA2349E6244940E85E54766DF35AC0E898CA7AE8244940,pole/54356,pole/53171,OSP:MESS:C640645,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/702477,010200000002000000B44096C62EF35AC030C0205177254940609CF9B42EF35AC050B75B1B75254940,pole/53625,pole/53047,OSP:MESS:C641804,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/845005,01020000000200000070E1E99079F25AC0E062EAC0CF2449401485889479F25AC0E8ABE989CD244940,pole/52890,mywcom_route_junction/27732,OSP:MESS::8148938,MESSENGER,MESSENGER,IPL,,Aerial Fiber,7.8,SASKTEL,,SWCRSK02,,,0,,,,
oh_route/464232,010200000004000000D4377FFF05F25AC018061FFCA4264940C86A2AF305F25AC078022C22A5264940F80FC8A906F25AC098CCE9D3A62649409015F6C606F25AC0407C75CFA6264940,pole/53146,pole/54102,OSP:MESS:C666334,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/551770,010200000004000000D4C600D21CF25AC028449F804726494088E77EE41CF25AC060FB105B47264940ECD1CF5F1EF25AC0D8245C5B47264940EC9E8F741EF25AC0B860158147264940,pole/52747,pole/53632,OSP:MESS::8079812,MESSENGER,MESSENGER,IPL,,Aerial Copper,9.1,SASKTEL,,SWCRSK02,,2014,,,,,
oh_route/186118,0102000000020000008C18406F3FF25AC0B0825F2A8326494078C5044940F25AC0408E6F2785264940,pole/54482,pole/54117,OSP:MESS:C666237,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/40955,01020000000600000088987FE582F25AC088F2CFF08C244940C47F3D0383F25AC0806DB5D58C2449409C0E8C0583F25AC000E12F128C244940A0B1EC0583F25AC0085D371C8B2449405C40E60583F25AC030BE47EE8A24494034BB76E882F25AC0D82150CD8A244940,pole/53658,pole/53619,OSP:MESS::8092297,MESSENGER,MESSENGER,IPL,,Aerial Copper,7.7488529999999995,SASKTEL,,SWCRSK02,,2014,0,,,ENAGV1,2024-11-19T03:23:33
oh_route/450206,010200000002000000781F3F02FCF25AC0A00A9B4883244940A838D611FCF25AC0C8D0E99A85244940,pole/53017,pole/52293,OSP:MESS:C650714,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,BALLB1,2019-05-07T04:37:44
oh_route/167181,010200000002000000CCE687FDDDF25AC0E0A6CE5C4D254940D447242DDCF25AC0F0ECBA704D254940,st_struct_pedestal/93572,pole/54504,OSP:MESS:C644645,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,THUND1,2019-09-27T00:10:32
oh_route/611968,01020000000200000004BAAC7819F25AC02887F7382D264940C450767C19F25AC0803933942F264940,pole/53437,pole/53763,OSP:MESS:C647546,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/3106,010200000002000000E097A67A05F35AC0F87FA3C43E234940F844107A05F35AC0A8F9D4653C234940,pole/54088,pole/54294,OSP:MESS:C653856,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/440123,01020000000400000038270F6E7FF35AC028CE65984A24494078AA2F8A7FF35AC030DC35654A244940E88BAA7D7FF35AC0602857804824494038D2145F7FF35AC000546F4F48244940,pole/52455,pole/52879,OSP:MESS:C654614,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/389325,0102000000020000009CD74F34ACF15AC030A000BFC3244940FC2D8530ACF15AC0F0B27B39C6244940,pole/53524,pole/52401,OSP:MESS:C637095,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/547977,01020000000200000048F361D22CF35AC0B876EB6777254940B44096C62EF35AC030C0205177254940,pole/52778,pole/53625,OSP:MESS:C641803,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/855102,010200000002000000ACF9BBEE82F25AC0904D1D1177244940BC73BAEF82F25AC05847788F74244940,pole/54403,pole/53174,OSP:MESS:C706781,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/55205,010200000002000000C43F1079FBF15AC0A892992972244940A031DE7FF9F15AC068AC432972244940,pole/53200,pole/52581,OSP:MESS:C648465,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/649657,010200000002000000E028CABC0DEF5AC0B8D4DA317E0E494094CF73BD0DEF5AC0C0992EB7800E4940,pole/53376,pole/53856,OSP:MESS:C658610,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,WYMRSK02,,,,,,CHENR1,2022-05-02T05:39:50
oh_route/99882,010200000002000000B48A4C603DF35AC0E8996DFA35244940F4FCF94E3DF35AC00838CF6E33244940,pole/53576,pole/54340,OSP:MESS:C652733,MESSENGER,MESSENGER,IPL,,Aerial Copper,9.0,SASKTEL,,SWCRSK02,,,,,,GROCB1,2022-04-06T15:40:06
oh_route/643882,010200000002000000805BEE0137F25AC0C0698E07762649403091F0C238F25AC0A03070CC74264940,pole/53350,pole/52915,OSP:MESS:C666180,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/526241,0102000000020000005CB703D33BF25AC09808C8C2D02449409C9E2BD53BF25AC048965459D3244940,pole/53953,pole/53215,OSP:MESS:C647228,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/448991,0102000000020000003826956D23EC5AC0385915E126244940B492C06023EC5AC0F099A27F29244940,pole/52791,pole/52753,OSP:MESS:C650546,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/380429,010200000002000000B48A4C603DF35AC0E8996DFA3524494040A5956B3FF35AC028423CE235244940,pole/53576,building/68061,OSP:MESS:C652762,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/538969,0102000000060000006C208FA67BF25AC048530DCD452649407C0B55AB7BF25AC0007BB4F445264940A0B925A47BF25AC00044C1F945264940300412AA7AF25AC098148EA946264940409FB3F879F25AC048B8442647264940D4D832D479F25AC0F8F5CB1347264940,pole/54296,pole/53049,OSP:MESS:C650824,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,HUNTG1,2021-03-15T16:15:31
oh_route/397166,0102000000020000004C64658201F35AC0F850B92EA125494028F5CE9603F35AC0F02BB418A1254940,pole/53197,pole/52821,OSP:MESS:C644747,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/300982,0102000000020000004856C17FA5F25AC0D07370F58B26494058E07949A6F25AC098742D5788264940,pole/54353,pole/52973,OSP:MESS:C666443,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/706509,01020000000200000028DA549115F35AC09867AE0B732249406007328E13F35AC09851C84272224940,pole/52456,pole/52733,OSP:MESS:C648158,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/214554,0102000000020000001CBF7F3F31F35AC060E8DE1E9F2549406C037E5A33F35AC0F8AFEF079F254940,mywcom_route_junction/27310,pole/53396,OSP:MESS:C644769,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,THUND1,2019-07-17T04:04:57
oh_route/7710,0102000000020000007818640F30F25AC01874F6C67726494044463C1631F25AC078AE972F7A264940,pole/53413,pole/54053,OSP:MESS:C647660,MESSENGER,MESSENGER,IPL,,Aerial Copper,8.9,SASKTEL,,SWCRSK02,,,,,,,
oh_route/134133,010200000002000000340369BA8FF25AC030D19780CD2449404005AFDF91F25AC0C826A57FCD244940,mywcom_route_junction/28040,pole/53819,OSP:MESS::8092303,MESSENGER,MESSENGER,IPL,,Aerial Copper,9.33371299,SASKTEL,,SWCRSK02,,,0,,,RAVAG1,2024-10-08T22:27:58
oh_route/415328,01020000000400000098E5DB508BF15AC0285E945CA22449402C03BA6E8BF15AC0F8AB3DAFA2244940A0CF656F8BF15AC0687A6FCAA424494060AF10538BF15AC050B1640DA5244940,pole/54127,pole/54338,OSP:MESS:C660760,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/138885,0102000000020000001C0948BC7BF25AC0C072FD88CD2449401485889479F25AC0E8ABE989CD244940,pole/53803,mywcom_route_junction/27732,OSP:MESS::8148934,MESSENGER,MESSENGER,IPL,,Aerial Fiber,9.37582097,SASKTEL,,SWCRSK02,,2014,0,,,,
oh_route/576007,01020000000200000078E3806A17EC5AC05050D6519024494024530C5D17EC5AC03013881B93244940,pole/53154,pole/54201,OSP:MESS:C650625,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/676720,01020000000200000024695A09ADF25AC040E567A9902649404CEF1237AFF25AC03014F6A890264940,pole/53239,pole/54055,OSP:MESS:C667061,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/631478,01020000000500000028F5CE9603F35AC0F02BB418A1254940B470F3A203F35AC068DB4ACBA22549405071C7C103F35AC0A03DAFFCA22549405CB92CC603F35AC03027D39BA3254940D090C8A903F35AC008FF59C8A3254940,pole/52821,pole/53453,OSP:MESS:C644752,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/665919,010200000002000000B02CDFCD0FF35AC0881A20662924494044DCAABE0FF35AC088AD4F8F26244940,pole/54077,pole/52262,OSP:MESS::7635431,MESSENGER,MESSENGER,IPL,,Aerial Copper,9.64191113,SASKTEL,,SWCRSK02,,2013,957978,,,RAVAG1,2024-10-08T22:27:52
oh_route/727028,010200000002000000600BBBD41AF25AC00033F8CB8C244940F0717AD21AF25AC0B81AB8F489244940,pole/52284,pole/52526,OSP:MESS:C706699,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/299791,0102000000020000005CE6F7DAECF15AC07807336BBE244940A8E2AEDAECF15AC0E086CE8EBB244940,pole/52896,pole/54412,OSP:MESS::8145115,MESSENGER,MESSENGER,IPL,,Aerial Fiber,9.8,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T05:05:42
oh_route/9095,010200000002000000843EBBF0E1F15AC0F84A1A2275244940204F6EE8E1F15AC050D1F33C72244940,pole/52472,pole/54288,OSP:MESS:C658300,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/660841,010200000002000000CC755C859BF35AC0A80934752A2549406CA416919BF35AC0D8C3D85B2D254940,pole/52933,pole/53240,OSP:MESS:C639952,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
