id,path,in_structure,out_structure,name,specification,type_name,inventory_status_code,work_order_name,st_std_desc,measured_length,st_ownr_co_nm,st_eas_rmks,st_co_id,st_rmks,st_vntge_yr,sap_pm_order,create_user,created_at,update_user,updated_at
oh_route/313123,0102000000020000009C5D937505F35AC078B9FD691823494038B3E5DB09F35AC0082E4F8718234940,pole/52659,building/67246,OSP:MESS:C655105,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,GUNDA1,2019-07-23T03:25:01
oh_route/676772,010200000002000000F09A0175BDF25AC0A0CAE5838125494038005203BCF25AC0502C802E7C254940,pole/53562,pole/54293,OSP:MESS:C644470,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/303962,010200000002000000E0E8694141F35AC04830ECD5EC244940F414D61941F35AC010B0F530E7244940,pole/53387,pole/54079,OSP:MESS:C644855,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/835525,0102000000020000005C67F76F34F25AC0B866EE38BD254940902CB60230F25AC0B0860459BD254940,pole/53433,pole/52397,OSP:MESS:C646391,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,PITTM1,2025-10-31T05:10:47
oh_route/89865,01020000000200000080D4A416D5F25AC000D802AD46234940D099D2FFD4F25AC07833050041234940,pole/52445,pole/54140,OSP:MESS:C651892,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/365492,010200000002000000EC83367D79F25AC0101519A641254940F0B6A17B79F25AC0F800BAF53B254940,pole/52785,pole/53934,OSP:MESS:C647519,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/698503,010200000002000000B4E11A1930F25AC080DD742EF9254940B0ECF0A72BF25AC078E8FA2CF9254940,pole/53609,pole/54453,OSP:MESS:C646471,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,PITTM1,2025-10-31T05:04:19
oh_route/39113,010200000003000000C8C16E0337F35AC0F833FCE186234940CCBB420337F35AC0C014C2308123494034AA520137F35AC0B840F1EC7D234940,pole/52640,pole/52780,OSP:MESS:C704838,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/842725,0102000000020000009CC9994EB4F35AC0408B0CE26B254940201AB97BB4F35AC09892EB9471254940,pole/53831,pole/52409,OSP:MESS:C639904,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/316441,01020000000200000074AEB8D066F25AC080D784DACD24494054D38D6162F25AC0080DCF48CD244940,pole/52434,pole/52499,OSP:MESS::8092307,MESSENGER,MESSENGER,IPL,,Aerial Copper,19.38630711,SASKTEL,,SWCRSK02,,,0,,,RAVAG1,2024-11-18T22:45:02
oh_route/354555,0102000000040000005898C2D966F35AC0D8E3CAB5F52549405C358DF566F35AC0603A5490F5254940408D7DF466F35AC068B64146F0254940B89DB0D666F35AC068A4FC16F0254940,pole/54097,pole/54405,OSP:MESS:C667873,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/853860,0102000000020000004CEACE8A3DF35AC0F87704443C244940D04B22813AF35AC07075FB7740244940,pole/54566,building/67343,OSP:MESS:C652782,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,QUANM1,2019-01-11T11:05:29
oh_route/762909,0102000000020000003C020FA41CF45AC038C6DBD859244940D0D0F27B1CF45AC058A9191F54244940,pole/53908,pole/52846,OSP:MESS:C652696,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/245251,010200000004000000D4991FD821F35AC078C1ED319A2249400C82EEC821F35AC000F39C099A224940A06850FA23F35AC05082CE769522494068B70A2024F35AC0B01C217095224940,pole/52563,pole/53504,OSP:MESS::8123980,MESSENGER,MESSENGER,IPL,,Aerial Fiber,20.5,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T04:50:14
oh_route/67013,0102000000020000005808F1CFECF15AC0E8D59E9EA62449401034F4BCECF15AC0D04F3BE0A0244940,pole/52765,pole/53738,OSP:MESS:C652370,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/561422,010200000002000000D03F0F553BEF5AC0805D64A7440E49409032EBBD3FEF5AC0809457A2440E4940,pole/53364,pole/54120,OSP:MESS:C657627,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,WYMRSK02,,,,,,CHENR1,2022-05-02T05:39:51
oh_route/281639,010200000002000000F0A0E3E782F25AC018CBF56F84244940686E61EA82F25AC0F067C8B07E244940,pole/53796,pole/52723,OSP:MESS:C706779,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/259158,0102000000020000003C020FA41CF45AC038C6DBD8592449400C417FE81CF45AC0306DB71854244940,pole/53908,pole/53444,OSP:MESS::8171991,MESSENGER,MESSENGER,IPL,,Aerial Fiber,19.900000000000002,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T05:05:14
oh_route/459902,0102000000020000005CA322A447F35AC0C85C0BE09125494028B8E8FC45F35AC04067333D97254940,pole/53278,building/66762,OSP:MESS:C705804,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,ROOKP2,2023-02-27T15:01:13
oh_route/315731,010200000002000000A04A535817F25AC0F089DBF92225494040DBC0D612F25AC060BC330823254940,pole/52716,pole/54332,OSP:MESS:C646322,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/440328,0102000000020000001446BA6CA2F35AC0C877A1A7AB2349407013E36CA2F35AC008F4B5E0A5234940,pole/52998,pole/52929,OSP:MESS:C704885,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/591783,010200000002000000DC3D1FE91CF45AC06075B935A7244940406929D21DF45AC0B8033D8DA1244940,pole/53695,pole/52828,OSP:MESS:C638976,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/318753,01020000000200000054171BB33FF35AC0107B128C8E244940DC92D5DA3FF35AC06027CC5394244940,pole/54144,pole/52495,OSP:MESS:C651972,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/330079,010200000002000000B0850B6C7AF25AC0C088585F05234940747837657AF25AC09834CE92FF224940,pole/54083,pole/54580,OSP:MESS:C654253,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,Height captured on 20/06/26 16:59 by PoffB1,,,,,HUNTG1,2022-12-20T15:33:57
oh_route/82725,0102000000050000001C1E694042F35AC0B8A36EF01025494034A3EC1B42F35AC0A8C7318A0C254940A41D153742F35AC06096D4480C2549402886B82D42F35AC0788507650B25494004977F0E42F35AC07002663A0B254940,pole/53187,pole/52413,OSP:MESS:C645003,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/551162,010200000007000000E87E39A6B3F25AC0303735F683244940F4025688B3F25AC0405C39E88324494050654D69B3F25AC050DD7305802449405C790A65B3F25AC0408984C67E2449403455ED56B3F25AC078DE67AB7E24494094C57657B3F25AC0B87767697E244940702BCE62B3F25AC0284661477E244940,pole/53270,pole/52815,OSP:MESS:C706548,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/185394,0102000000020000007CC6ADCBAEF35AC0B057CE349A244940B863CBA1AEF35AC0703AE26094244940,pole/52299,pole/53186,OSP:MESS:C655156,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/856830,01020000000200000064C3CFBC32F25AC030E0603AB02449401CB47C2F2EF25AC08023AB3CB0244940,pole/53985,pole/52336,OSP:MESS:C652350,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/241728,010200000002000000542F7FB81DF35AC0A8DD016E3B234940A02C2D3719F35AC0F8D4A3433C234940,pole/54404,building/66256,OSP:MESS:C655004,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/368843,010200000002000000B4D2BFB2BFF15AC080D061C8EE244940740B18B5BFF15AC060B09AA2F4244940,pole/53815,pole/52749,OSP:MESS:C638842,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/733051,01020000000200000084B154302DF35AC010458F1FB7224940E867D8922FF35AC0381EC821B2224940,pole/53725,pole/53206,OSP:MESS:C648008,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,Height captured on 20/07/03 16:01 by PoffB1,,,,,DEEKA1,2019-07-23T03:42:00
oh_route/417467,010200000003000000789F1A9700F35AC0685F382B302549405C01034301F35AC04831ACF4302549404032E0D604F35AC0A05732F031254940,pole/53268,building/67513,OSP:MESS:C709152,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,JOSHH1,2016-12-12T13:05:03
oh_route/78559,010200000002000000F4534B8990F25AC07053D9700B234940D0C9178990F25AC0A081E24B11234940,pole/54364,pole/53155,OSP:MESS:C657110,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/624112,0102000000020000000C7C42FF0FF35AC098E919C03024494064B6E9D70FF35AC01878C6E22A244940,pole/53188,pole/52608,OSP:MESS:C650953,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/627075,010200000002000000DC17A98D90F25AC0E068EE8B05234940A456C28790F25AC010EEB9ACFF224940,pole/53890,pole/52664,OSP:MESS:C660324,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,Height captured on 20/06/26 17:01 by PoffB1,,,,,HUNTG1,2020-10-14T11:54:19
oh_route/837531,010200000002000000AC3E02A53FF35AC0306E069953264940A0FA6EBD3DF35AC0F8DABBF258264940,pole/53868,pole/53035,OSP:MESS::8079816,MESSENGER,MESSENGER,IPL,,Aerial Copper,19.96380465,SASKTEL,,SWCRSK02,,2014,0,,,,
oh_route/791180,01020000000200000054BBC631C9F25AC0C0583FA06D25494060C2CAC9CDF25AC000FC1D6E6D254940,pole/54392,pole/53915,OSP:MESS:C644477,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/753765,0102000000020000007052DA138BF35AC090DE5581AD24494058D5D6AB8FF35AC08878534DAD244940,pole/52586,pole/52947,OSP:MESS:C640353,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/146742,010200000002000000F88109AE22F35AC0A8114E06A5264940D038C7C520F35AC04882A162AA264940,pole/52927,pole/53492,OSP:MESS:C651565,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/214674,010200000002000000DC17A98D90F25AC0E068EE8B05234940F4534B8990F25AC07053D9700B234940,pole/53890,pole/54364,OSP:MESS:C657107,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,HUNTG1,2020-10-14T11:54:19
oh_route/511363,01020000000200000098826F7910F35AC02007A502432449402CFADF5110F35AC08863F81D3D244940,pole/54125,pole/52867,OSP:MESS:C650951,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/63586,01020000000500000008A561BE1DF35AC02813677A46234940AC3BD6BF1DF35AC0C81E2AC542234940808C5FFC1DF35AC0C029B0C342234940785F20FE1DF35AC0C88895554123494048B026B91DF35AC088DB7F0941234940,pole/52555,pole/53898,OSP:MESS:C666035,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/803842,0102000000020000003CBFEFDFBCF25AC0E0BABD6CC72349408430F6DFBCF25AC060793B55CD234940,pole/53641,pole/52316,OSP:MESS:C657180,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/195014,01020000000200000074F1AE15D5F25AC0D046F225AC23494070ABED14D5F25AC03036063AA6234940,pole/53443,pole/54092,OSP:MESS:C643172,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/698245,0102000000020000008C2462C68BF15AC080A62C7D8725494028F912098AF15AC0C01826FA8C254940,pole/53391,pole/52885,OSP:MESS:C636545,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/594521,01020000000200000048175D3CEEF25AC0B06EC218AC2349407C14913BEEF25AC090EEC92BA6234940,pole/53660,pole/53553,OSP:MESS:C643214,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/474362,010200000002000000980C8A9041F35AC0287131344E264940AC3E02A53FF35AC0306E069953264940,pole/53692,pole/53868,OSP:MESS::8079815,MESSENGER,MESSENGER,IPL,,Aerial Copper,20.12590188,SASKTEL,,SWCRSK02,,2014,0,,,,
oh_route/16067,010200000002000000ACB12A46E6F45AC068786F568E24494034CB2A41E6F45AC008F3244494244940,pole/53814,pole/53298,OSP:MESS:C707833,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,ROOKP2,2023-02-13T16:15:06
oh_route/559700,01020000000200000034A518C718F35AC0380D128E58224940ACEE072514F35AC0E06E24FE58224940,pole/54252,pole/53303,OSP:MESS:C648150,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/20435,010200000005000000FC522F8DF9F15AC070380244832449403CC9F96FF9F15AC0B0A790778324494034447570F9F15AC0B09D34E983244940D87DE08DF9F15AC06049CE038424494048D4D594F9F15AC0B8F2B83389244940,pole/52903,pole/53717,OSP:MESS:C706824,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/49280,0102000000020000000086B2DEF2F25AC078124B16AC23494048175D3CEEF25AC0B06EC218AC234940,pole/52820,pole/53660,OSP:MESS:C643358,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/388124,0102000000020000004C9EB49BF9F25AC028EEFD822724494050D3C4C1F9F25AC04093D0722D244940,pole/53120,pole/52300,OSP:MESS:C650185,MESSENGER,MESSENGER,IPL,,Aerial Copper,20.400000000000002,SASKTEL,,SWCRSK02,,,,,,,
oh_route/280140,01020000000200000048B7F07F91F45AC090BCA485D924494034C85ECE90F45AC0189977A4D3244940,pole/52525,building/66506,OSP:MESS:C637024,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/187217,010200000002000000608C1523D5F25AC0006360D1F8224940C8812323D5F25AC0E8A339DDF2224940,pole/53577,pole/53958,OSP:MESS:C651944,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/406016,01020000000200000054721843EEF25AC000226547C7234940D083B342EEF25AC0580E753ECD234940,pole/52574,pole/54434,OSP:MESS:C643248,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/150060,01020000000200000024C35E19D5F25AC078238B52C723494098431D19D5F25AC058FEFF49CD234940,pole/54577,pole/52452,OSP:MESS:C643202,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/470729,0102000000040000008465318679F25AC0B8FABCDF7125494090B42AA879F25AC06854E58A7125494050C0D8A379F25AC0F01BD7406C254940447E098479F25AC098AE6CFB6B254940,pole/53346,pole/53644,OSP:MESS:C653773,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/350735,010200000004000000A474534412EF5AC098F594CF440E494024CC830D12EF5AC0D8BA59F8440E4940786C7FF20DEF5AC02046B4FC440E4940185CB4AC0DEF5AC058FD25D7440E4940,pole/54196,pole/52410,OSP:MESS:C658742,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,WYMRSK02,,,,,,CHENR1,2022-05-02T05:39:51
oh_route/224580,010200000005000000C85ADDC6B3F25AC018660A38AC234940DC457794B3F25AC088607112AC234940C4E67386B3F25AC0501D7C12AC23494088C8D450AFF25AC04808ED14AC234940A831202FAFF25AC0704CB53AAC234940,pole/53191,pole/54335,OSP:MESS:C706884,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,Height captured on 20/06/22 21:10 by PoffB1,,,,,,
oh_route/319604,0102000000020000000CA4282350F15AC03069318ABB254940A441FF744BF15AC058EA577CBB254940,pole/52813,pole/52865,OSP:MESS:C633759,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/625998,01020000000200000078F234890FF35AC038D6FCCD8B224940CC6C1A850BF35AC09084CFA688224940,pole/52904,pole/52532,OSP:MESS:C648165,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/419660,010200000002000000388CAF6179F25AC0E0A7B9680A254940403EDE6779F25AC0C059376910254940,pole/54300,pole/54109,OSP:MESS:C645570,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/424019,010200000002000000ACE5F15BC4F25AC0A0C50603B6244940383C35ABBFF25AC0F827C036B6244940,pole/52932,pole/52850,OSP:MESS:C646372,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/240219,010200000002000000D4210E441CF75AC060B2CA4FE1244940ECABA59217F75AC0B8CB4B59E1244940,pole/54430,pole/52715,OSP:MESS:C662719,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,Height captured on 20/06/23 20:01 by PoffB1,,,,,DASAS1,2020-04-23T03:37:54
oh_route/810818,010200000003000000A03B5864B3F25AC0E84DFA52AA24494008F43AF6B4F25AC030592F35AB2449407C0384F0B7F25AC0B8441D0CAB244940,pole/53322,building/68654,OSP:MESS:C649455,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,GUNDA1,2019-07-23T01:35:26
oh_route/233174,0102000000020000005C04FBEC16F25AC038C58D0FBE25494040D57B3912F25AC0C06BE331BE254940,pole/53952,pole/54286,OSP:MESS::8081824,MESSENGER,MESSENGER,IPL,,Aerial Copper,20.45270253,SASKTEL,,SWCRSK02,,2014,0,,,,
oh_route/777084,0102000000020000001446BA6CA2F35AC0C877A1A7AB2349408CEBEE20A7F35AC0509ECBA4AB234940,pole/52998,pole/53651,OSP:MESS:C704884,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/150252,010200000002000000F811B7F144F35AC028891828C925494000F30FA949F35AC070A0CA1AC9254940,pole/52636,pole/52257,OSP:MESS::9492026,MESSENGER,MESSENGER,IPL,,Aerial Fiber,19.6,SASKTEL,,SWCRSK02,,2015,977356,,,THUND1,2023-11-02T01:45:52
oh_route/584937,010200000002000000201AB97BB4F35AC09892EB947125494038CC8333B9F35AC0D0B7436571254940,pole/52409,pole/52858,OSP:MESS:C639907,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/57452,0102000000020000005808E95E64F25AC0C858156AD8244940ECC7BF5F64F25AC0104B400FDF244940,pole/52971,pole/53227,OSP:MESS:C645544,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/669512,010200000002000000802CEA17D5F25AC088BE2F59952349400427A718D5F25AC0985CFC428F234940,pole/54395,pole/53091,OSP:MESS:C643180,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/27238,0102000000030000001037044D3FF35AC030FA0E417F244940B0447E353BF35AC088917BE081244940A02CA4453BF35AC0C86BA51782244940,pole/53141,building/68804,OSP:MESS:C653058,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,STEVA1,2022-06-17T15:38:41
oh_route/670727,010200000002000000340520582FEC5AC0A8C175DE2924494080069B3A2FEC5AC0F8ACB4F72F244940,pole/52958,pole/52652,OSP:MESS:C650630,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/367768,01020000000200000058C8812933F25AC0382D5CE9842349401468BB652EF25AC010BBD8E984234940,pole/53560,pole/52272,OSP:MESS:C656966,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/679095,010200000002000000B89DB0D666F35AC068A4FC16F02549406457229C6BF35AC088717B12F0254940,pole/54405,pole/52758,OSP:MESS:C667876,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/152049,01020000000400000064E9C3E0E5F25AC0B8947E2584244940F41826FFE5F25AC0F0A8E649842449400470EF24E6F25AC00055CBF98924494060F19408E6F25AC08874B8238A244940,pole/54228,pole/53164,OSP:MESS::8159865,MESSENGER,MESSENGER,IPL,,Aerial Fiber,22.3,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T04:51:17
oh_route/430179,010200000002000000DC92D5DA3FF35AC06027CC539424494038A8640340F35AC068E5F5329A244940,pole/52495,pole/53362,OSP:MESS:C651975,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/57390,01020000000200000048B7F07F91F45AC090BCA485D924494018F697B78CF45AC080BE1E9AD9244940,pole/52525,pole/54017,OSP:MESS:C637019,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/650376,010200000004000000181B2C2F48F35AC020ABBED47E224940244D865A48F35AC098A550C27E2249406C4695AD4AF35AC0303FDEE8792249409C1B79A44AF35AC0384CDCB379224940,pole/53696,pole/53204,OSP:MESS::8127549,MESSENGER,MESSENGER,IPL,,Aerial Fiber,22.1,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T03:52:59
oh_route/655855,010200000004000000A887BE7440F35AC010841EE3AA2449405C7D491E40F35AC068EC9932AB24494044455A3240F35AC020721DF7AE24494028142B9B40F35AC0602E5FBAB0244940,pole/52324,pole/53316,OSP:MESS:C705242,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,CHERM2,2017-10-31T11:25:02
oh_route/34672,010200000002000000146A134885F45AC0B0C239FF8324494098B85CCA87F45AC008CDF7BE7E244940,pole/53037,building/68784,OSP:MESS:C662516,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,ROOKP2,2023-02-13T14:30:20
oh_route/25328,0102000000020000007497A29484F35AC0880C7AF585254940102438F380F35AC018624AFE89254940,pole/53506,pole/52477,OSP:MESS:C640274,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/208748,010200000003000000B8D4DB7B05F35AC0F8AF58A23723494010F8A57905F35AC0183851CC3323494000724F7805F35AC0304C007A31234940,pole/53198,pole/53702,OSP:MESS:C653852,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/458295,010200000002000000FC65EF7379F25AC0F06070AC8F2449402CE177A374F25AC0D8B306AD8F244940,pole/54525,pole/54105,OSP:MESS:C649768,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/150442,01020000000200000044D254A0EDF15AC0109D0F83C42449405CE6F7DAECF15AC07807336BBE244940,pole/54241,pole/52896,OSP:MESS::8145114,MESSENGER,MESSENGER,IPL,,Aerial Fiber,22.0,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T00:46:14
oh_route/490572,010200000002000000C4A84F98AEF15AC0E005E896942449407424EDFFA9F15AC0D060997296244940,pole/53476,pole/52959,OSP:MESS:C658372,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/170582,010200000002000000C83E76B41DF35AC048D926D82923494014E3E7B21DF35AC000027AA723234940,pole/52910,pole/54311,OSP:MESS:C653866,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/726655,01020000000200000084115D7827F35AC0A83C344563244940C4E8E34E27F35AC0E053EC145D244940,pole/53876,pole/53630,OSP:MESS:C651787,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/465117,0102000000020000004411B22940F35AC028CF61D09F24494018E7945240F35AC06827B601A6244940,pole/52342,pole/53907,OSP:MESS:C651982,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,MACAM1,2020-08-04T09:55:18
oh_route/657402,01020000000200000094A78F9A58F15AC08050AAF981254940682E0E9958F15AC0E8BEB42C88254940,pole/53033,pole/52897,OSP:MESS:C633845,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/75373,0102000000020000000086381802F25AC038029F29B82449406016421D02F25AC0A870A95CBE244940,pole/53680,pole/52345,OSP:MESS:C645083,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/510644,010200000002000000B0BD628244F25AC058518D486823494088E7A4AB3FF25AC078CE964668234940,pole/54060,pole/53647,OSP:MESS:C657050,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/244269,010200000002000000C84DD6D327F35AC058C60FCD702449407C02BBA927F35AC048252E9A6A244940,pole/53484,pole/52601,OSP:MESS:C651784,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,HUNTG1,2022-12-20T10:21:30
oh_route/334058,010200000002000000F078BAF04CF25AC0B89BC1FB842349407CB3A9C751F25AC0000F6CFF84234940,pole/53935,pole/54056,OSP:MESS:C657040,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
