id,name
pole/40449,POL:PPOLE:C225126
st_struct_pedestal/66999,PED:JSPED:C216182
st_struct_pedestal/66925,PED:SST:C227104
st_struct_pedestal/66879,PED:JSPED:C216124
st_struct_pedestal/66851,PED:JSPED:C216964
mywcom_route_junction/20871,PJCT:SPJCT::10260686
st_struct_pedestal/66938,PED:JSPED:C212227
st_struct_pedestal/66826,PED:JSPED:C216967
anchors/9956,ANCH:JOINT:C15947
st_struct_pedestal/67009,PED:SST:C216983
pole/40457,POL:PPOLE:C224722
pole/40428,POL:PPOLE:C196345
mywcom_route_junction/20863,SPJCT:SPJCT:C214235
st_struct_pedestal/66902,PED:JSPED:C212333
pole/40413,POL:PPOLE:C224719
mywcom_route_junction/20827,PJCT:SPJCT::10465515
st_struct_pedestal/67019,PED:JSPED:C216249
pole/40462,POL:PPOLE:C224912
st_struct_pedestal/66875,PED:JSPED:C209386
st_struct_pedestal/66842,PED:JSPED:C212156
mywcom_route_junction/20857,SPJCT:SPJCT:C209811
st_struct_pedestal/66855,PED:JSPED:C213419
st_struct_pedestal/66956,PED:JSPED:C209372
st_struct_pedestal/66866,PED:SST:C216323
st_struct_pedestal/66899,PED:JSPED:C186065
st_struct_vault/2412,VAULT:MH-S:C185773
st_struct_pedestal/66922,PED:JSPED:C217304
pole/40437,POL:PPOLE:C224873
st_struct_pedestal/66912,PED:JSPED:C213097
pole/40442,POL:PPOLE:C224156
pole/40401,POL:PPOLE:C195660
st_struct_pedestal/67014,PED:SST:C211713
pole/40420,POL:PPOLE:C226092
st_struct_pedestal/66900,PED:JSPED:C211860
mywcom_route_junction/20802,PJCT:SPJCT::10797646
st_struct_pedestal/66907,PED:JTPED:C217055
mywcom_route_junction/20870,PJCT:SPJCT::10502284
st_struct_pedestal/67035,PED:SST:C207366
mywcom_route_junction/20885,PJCT:SPJCT::10543594
st_struct_pedestal/66872,PED:JSPED:C210015
pole/40443,POL:PPOLE:C224753
pole/40448,POL:PPOLE:C225052
mywcom_route_junction/20807,SPJCT:SPJCT:C195352
st_struct_pedestal/67018,PED:JSPED:C211776
pole/40476,POL:PPOLE:C226082
st_struct_pedestal/66910,PED:SST::10797644
mywcom_route_junction/20825,SPJCT:SPJCT::7312154
st_struct_pedestal/66996,PED:SST:C227085
st_struct_pedestal/66918,PED:JSPED:C213032
building/48713,BUILD:BUS:C214598
anchors/9961,ANCH:CO:C17456
mywcom_route_junction/20889,SPJCT:SPJCT:C237872
st_struct_pedestal/66968,PED:SST::10261007
mywcom_route_junction/20824,SPJCT:SPJCT:C228670
cabinet/2414,CAB:JWI:C194304
st_struct_pedestal/66985,PED:SST::10261009
st_struct_pedestal/66929,PED:JTPED:C216232
st_struct_pedestal/66891,PED:JSPED:C211589
pole/40453,POL:PPOLE:C224728
mywcom_route_junction/20874,SPJCT:SPJCT:C213076
st_struct_pedestal/66904,PED:JTPED:C214238
st_struct_pedestal/66840,PED:SST::10500684
st_struct_pedestal/67024,PED:JLAPD:C224128
mywcom_route_junction/20806,PJCT:SPJCT::10261649
pole/40414,POL:PPOLE:C224232
mywcom_route_junction/20831,SPJCT:SPJCT::11560843
mywcom_route_junction/20798,PJCT:SPJCT::10500682
anchors/9948,ANCH:CO:C17499
st_struct_pedestal/66880,PED:JTPED:C216293
mywcom_route_junction/20847,SPJCT:SPJCT:C213589
building/48702,BUILD:BUS:C213698
mywcom_route_junction/20815,SPJCT:SPJCT::7082714
mywcom_route_junction/20808,SPJCT:SPJCT::11560842
mywcom_route_junction/20818,SPJCT:SPJCT:C217272
mywcom_route_junction/20813,PJCT:SPJCT::10865806
pole/40418,POL:PPOLE:C224746
building/48698,BUILD:BUS:C217139
st_struct_pedestal/66908,PED:JTPED:C212449
st_struct_pedestal/66832,PED:SST::10261642
pole/40459,POL:PPOLE:C224697
pole/40423,POL:PPOLE:C225305
mywcom_route_junction/20858,PJCT:SPJCT::10797645
st_struct_pedestal/66979,PED:JSPED:C212222
pole/40411,POL:PPOLE:C224877
