id,name
st_struct_pedestal/67097,PED:SST::7617755
pole/42814,POL:PPOLE:C526257
st_struct_pedestal/69202,PED:SST:C573704
st_struct_pedestal/70731,PED:SST:C539265
pole/41260,POL:PPOLE:C525475
mywcom_route_junction/21609,SPJCT:SPJCT:C536692
st_struct_pedestal/70828,PED:JSPED:C529881
pole/41909,POL:PPOLE:C526857
pole/41367,POL:PPOLE:C528940
building/50007,BUILD:BUS::8889786
pole/41857,POL:PPOLE:C535774
cabinet/2524,CAB:FC::8681771
st_struct_pedestal/69435,PED:CPM:C525778
building/49763,BUILD:SDU:C543852
pole/41138,POL:PPOLE:C530610
st_struct_pedestal/70139,PED:CPM:C527706
st_struct_foreign_crossings/3107,FCROS:PLX:C46697
building/49962,BUILD:BUS:C569986
mywcom_route_junction/21789,SPJCT:SPJCT::8355393
st_struct_pedestal/67261,PED:SST:C540125
st_struct_pedestal/69498,PED:SST::9256204
building/50826,BUILD:SDU:C541778
st_struct_vault/2487,VAULT:MH-S:C530866
building/49474,BUILD:SDU:C546335
pole/42479,POL:PPOLE:C532629
building/49513,BUILD:BUS:C572804
cabinet/2514,CAB:FC::7856474
st_struct_pedestal/70615,PED:CPM:C534499
st_struct_pedestal/68271,PED:SST::8357960
building/49967,BUILD:SDU:C538369
st_struct_pedestal/67809,PED:CPM:C539574
building/51353,BUILD:BUS:C547457
st_struct_pedestal/69989,PED:FPED::10905166
st_struct_pedestal/69214,PED:CPM:C543271
st_struct_buried_splice_location/2672,CLOSR:BSCLS:C535501
building/50289,BUILD:SDU:C558172
pole/41919,POL:PPOLE:C521238
building/51339,BUILD:SDU:C535000
st_struct_pedestal/69942,PED:CPM::7965275
anchors/10492,ANCH:JOINT::7019029
pole/41804,POL:PPOLE:C536505
pole/41639,POL:PPOLE:C531018
building/49500,BUILD:BUS:C546662
st_struct_pedestal/70205,PED:CPM::10677719
pole/40598,POL:PPOLE:C536076
building/51309,BUILD:BUS:C548743
building/49823,BUILD:SDU:C528050
building/50487,BUILD:SDU:C535117
st_struct_pedestal/68513,PED:CPM:C535815
building/48949,BUILD:MDU::9059374
building/50580,BUILD:MDU::9131375
building/49253,BUILD:SDU:C537988
st_struct_pedestal/70694,PED:SST::8375851
st_struct_pedestal/69487,POL:SVMST::8035055
pole/40744,POL:PPOLE:C533061
building/49665,BUILD:SDU:C527859
st_struct_pedestal/67498,PED:CPM:C541668
st_struct_pedestal/68625,PED:JSPED:C547410
building/49758,BUILD:MDU:C532868
mywcom_route_junction/21655,SPJCT:SPJCT::13132703
st_struct_pedestal/70441,PED:SST:C543788
building/50398,BUILD:SDU::12667430
mywcom_route_junction/21135,SPJCT:SPJCT:C529813
st_struct_pedestal/70249,PED:SST::13131088
st_struct_pedestal/70719,PED:FPED::10331087
building/48998,BUILD:BUS:C571152
cabinet/2493,CAB:JWI:C532874
st_struct_pedestal/67185,PED:CPM:C527793
building/49322,BUILD:SDU:C542690
st_struct_pedestal/68817,PED:SST:C550459
st_struct_pedestal/69244,PED:SST::12682445
st_struct_pedestal/67795,PED:SST::8800821
building/49077,BUILD:SDU:C527700
building/50581,BUILD:BUS:C527504
pole/42061,POL:PPOLE:C532623
pole/42467,POL:CPOLE:C536349
pole/41891,POL:PPOLE:C523617
st_struct_pedestal/67793,PED:SST:C529384
pole/42224,POL:PPOLE::13507820
pole/40767,POL:PPOLE:C523781
mywcom_route_junction/21921,SPJCT:SPJCT:C547844
building/49156,BUILD:BUS:C549586
st_struct_pedestal/70606,PED:SST:C532296
st_struct_pedestal/69162,PED:JSPED:C528917
st_struct_foreign_crossings/3158,FCROS:RRX:C53251
st_struct_pedestal/67219,PED:JSPED:C540676
mywcom_route_junction/21804,SPJCT:SPJCT:C539335
st_struct_pedestal/70111,PED:CPM:C542744
st_struct_pedestal/67675,PED:JSPED:C531155
building/49935,BUILD:SDU:C548432
st_struct_foreign_crossings/3266,FCROS:PLX:C53958
pole/40965,POL:PPOLE:C539161
pole/40850,POL:PPOLE:C529951
cabinet/2486,CAB:EC:C541431
building/48818,BUILD:BUS:C572918
pole/41551,POL:PPOLE::7748960
st_struct_pedestal/70278,PED:SST:C549655
building/49712,BUILD:SDU:C542098
building/48832,BUILD:SDU:C540486
pole/41064,POL:PPOLE:C528405
st_struct_pedestal/70332,PED:CPM:C531036
st_struct_pedestal/68392,PED:JSPED::10661338
st_struct_pedestal/67585,PED:CPM:C542402
building/49183,BUILD:SEB:C529399
st_struct_pedestal/70091,PED:SST:C537750
building/50018,BUILD:SDU:C536857
building/49395,BUILD:MDU:C530943
st_struct_pedestal/68353,PED:JSPED:C535424
st_struct_pedestal/67441,PED:SST::8598250
building/50972,BUILD:BUS:C570508
anchors/10026,ANCH:CO:C46520
building/49975,BUILD:BUS::9046927
anchors/10504,ANCH:CO:C48197
building/51181,BUILD:SDU:C539349
st_struct_pedestal/70734,PED:JSPED:C535369
building/49550,BUILD:SDU:C538313
mywcom_route_junction/21394,SPJCT:SPJCT:C550502
st_struct_pedestal/68941,PED:CPM:C541338
st_struct_pedestal/68832,PED:CPM:C539437
st_struct_pedestal/69187,PED:SST:C530988
building/50166,BUILD:SDU:C528740
st_struct_foreign_crossings/3220,FCROS:PLX:C46432
st_struct_pedestal/70274,PED:CPM:C540288
st_struct_pedestal/67584,PED:SST::7718875
building/50921,BUILD:BUS:C548753
mywcom_route_junction/21677,PJCT:SPJCT::10058792
st_struct_foreign_crossings/3150,FCROS:PLX:C53874
