id,name,location
building/68596,BUILD:BUS::12616203,0101000020E6100000143F86C16EF45AC0F0DA4EC386244940
st_struct_pedestal/92068,PED:SST:C542102,0101000020E6100000E8FF338261F65AC0E817B3FFE3244940
st_struct_pedestal/94045,PED:JSPED::8978742,0101000020E6100000C017C8E163F15AC098149A1C65264940
building/66171,BUILD:SDU:C527722,0101000020E6100000D88E55BC84FB5AC09084EA44144D4940
pole/53911,POL:PPOLE:C524296,0101000020E61000000CBAC65F41F15AC0100335A051254940
st_struct_pedestal/92607,PED:SST:C538663,0101000020E61000007029EB8DD3F35AC0D092D86C674C4940
st_struct_pedestal/92245,PED:SST:C531010,0101000020E6100000008D2D5FD2F35AC0802D324B4C264940
pole/52306,POL:PPOLE:C543983,0101000020E610000020B9764E85F45AC0C85636978E244940
building/67605,BUILD:SDU:C533337,0101000020E610000078B24ED433F95AC00831D36D3E114940
mywcom_route_junction/27517,SPJCT:SPJCT:C537500,0101000020E61000005CA8454250F35AC020E404F91B234940
mywcom_route_junction/27166,SPJCT:SPJCT:C572020,0101000020E6100000088568AAB0F25AC000C82F4785264940
anchors/14186,ANCH:JOINT:C53203,0101000020E610000054D1A3D29DF25AC010409500A0244940
st_struct_pedestal/92387,PED:SST::8356412,0101000020E61000003C1FE9FC49F25AC0507BEF8133244940
building/67573,BUILD:SDU:C528040,0101000020E61000006420BA9354DB5AC0000E630A0A244940
mywcom_route_junction/27783,SPJCT:SPJCT:C541757,0101000020E6100000845C042134EF5AC0E0BF60419E0E4940
mywcom_route_junction/27486,SPJCT:SPJCT::11946174,0101000020E61000008C29A3BAAEEC5AC0F865FDC19B2A4940
st_struct_pedestal/91663,PED:CPM:C573825,0101000020E61000004C36319914F65AC078689C1614284940
pole/53771,POL:PPOLE:C529983,0101000020E610000064450937AFF25AC050728A728F254940
building/66181,BUILD:SDU::12667433,0101000020E61000009C550E4947F35AC058CFB34018234940
cabinet/2774,CAB:FC::8681771,0101000020E61000005CAAB8C232F15AC048A2EA0673234940
pole/53895,POL:PPOLE:C525408,0101000020E6100000141FE5AEA5F15AC0A819478936254940
anchors/14612,ANCH:JOINT:C47050,0101000020E610000024530C5D17EC5AC03013881B93244940
st_struct_pedestal/91751,PED:JSPED:C547400,0101000020E6100000F4F04B4E84F35AC02860D458FC254940
building/67266,BUILD:SDU:C530806,0101000020E610000018BD6BE733F25AC0D0BC4763D84A4940
st_struct_pedestal/91318,PED:CPM:C528193,0101000020E61000000C15B5C402E75AC070B1FC75BE294940
st_struct_pedestal/92809,PED:JSPED:C538405,0101000020E6100000D01847C160F15AC070DC50084F284940
building/66524,BUILD:SDU:C538519,0101000020E6100000C808283A56F85AC08029F84AF93D4940
st_struct_pedestal/92298,PED:CPM:C573949,0101000020E610000078167F39E5045BC0F847E782CE3A4940
building/67671,BUILD:SDU:C530912,0101000020E61000008874FF8B59E55AC048CA8FC5A42F4940
mywcom_route_junction/27966,SPJCT:SPJCT:C547924,0101000020E6100000208E407FEBF45AC0E02B8FE25A244940
st_struct_pedestal/91837,PED:JSPED:C528932,0101000020E6100000407917D6CAF35AC0884EF237A2224940
st_struct_pedestal/93534,PED:JSPED:C528935,0101000020E61000006C0EFD31D2F35AC0D888844FB0224940
anchors/14147,ANCH:JOINT:C53614,0101000020E6100000944113336BF55AC0206D4BA0E5244940
st_struct_pedestal/93494,PED:CPM:C527400,0101000020E6100000B0443760EFE95AC0107A099713514940
mywcom_route_junction/27826,SPJCT:SPJCT:C573811,0101000020E6100000702E86F121F55AC040D7F1DE9F244940
building/66824,BUILD:BUS:C573814,0101000020E610000044B3731925F55AC0C0BE51239B244940
st_struct_pedestal/91284,PED:JSPED:C538477,0101000020E6100000E07773BB4EF15AC0F010B12135284940
st_struct_pedestal/94277,PED:SST:C536724,0101000020E61000007C256793C9F45AC0305581DE04264940
st_struct_pedestal/94101,PED:CPM:C543310,0101000020E6100000846580CC6DF05AC0585B5A752C234940
pole/53571,POL:PPOLE:C538134,0101000020E6100000D4227B1A96F35AC0B87501135E244940
pole/52963,POL:PPOLE:C536544,0101000020E610000054269CE0F2F35AC0E85AA68C23244940
st_struct_pedestal/93948,PED:JUPED::8490735,0101000020E6100000A0440701D2F35AC080CB8CB956224940
pole/52525,POL:PPOLE:C523969,0101000020E610000048B7F07F91F45AC090BCA485D9244940
building/67283,BUILD:SDU:C531169,0101000020E61000005C642FFF14DE5AC0805B5853331F4940
pole/53162,POL:PPOLE:C540813,0101000020E610000044FEAC6EBFF15AC0607154B577244940
mywcom_route_junction/27164,SPJCT:SPJCT:C531583,0101000020E6100000E8B17C49C2DC5AC0985F282891414940
building/67818,BUILD:SDU:C527805,0101000020E6100000602E83138CFF5AC01055A759194D4940
st_struct_pedestal/91760,PED:JTPED:C546472,0101000020E610000064BB2B83D6F35AC020AA7A7D56264940
pole/53486,POL:PPOLE:C523809,0101000020E61000000408FD84C7F35AC0784DEE68FD244940
st_struct_pedestal/90857,PED:CPM:C540450,0101000020E610000054C5935E8DFB5AC0E0616597DC244940
pole/54406,POL:PPOLE:C544624,0101000020E6100000342DD4416EF45AC0B8230CD855244940
pole/52779,POL:PPOLE:C543991,0101000020E6100000B8CE81439AF45AC0C0E9B6E183244940
st_struct_pedestal/90863,PED:CPM:C536658,0101000020E6100000C403CF5F76F75AC09018C0A5AD414940
st_struct_pedestal/91470,PED:JSPED::11098783,0101000020E61000002C2BF69284F25AC0B0B429171D234940
building/68778,BUILD:SDU:C532715,0101000020E61000001848303857E05AC008BD51DA442F4940
st_struct_pedestal/92321,PED:SST::8844652,0101000020E61000008C25FFD5DBF05AC048FE2F5D9C234940
anchors/14083,ANCH:JOINT:C46103,0101000020E6100000445DD3D208F45AC038CD17F5F5244940
pole/53922,POL:PPOLE:C526928,0101000020E6100000C0D8C8C972F35AC0F0B9B3E6AF254940
pole/52417,POL:PPOLE:C532251,0101000020E6100000A861F41906F25AC028BC46302D264940
building/67704,BUILD:SDU:C542403,0101000020E6100000F0FFDF1577EC5AC0807E0B64562C4940
anchors/14246,ANCH:JOINT:C53213,0101000020E610000078D5FB74F9F15AC0C0E05F4669244940
st_struct_pedestal/91948,PED:JSPED:C531046,0101000020E610000020D4939935F45AC04059BD054A264940
pole/52390,POL:FPOLE::10619752,0101000020E6100000A097F67244F25AC038DFCA7788234940
building/68104,BUILD:MDU::9241787,0101000020E6100000C43B945C76F25AC040016D48EF244940
building/66951,BUILD:BUS:C539782,0101000020E6100000BC914BAC64055BC080732E1B163B4940
mywcom_route_junction/27418,SPJCT:SPJCT::13132702,0101000020E6100000E8B9BCA19FEF5AC0485B3740910D4940
mywcom_route_junction/27327,SPJCT:SPJCT::8390897,0101000020E610000074FFF2A544F45AC0587E18424A264940
pole/53166,POL:PPOLE:C533451,0101000020E6100000ECA3AD59CDF25AC06066236D29244940
st_struct_pedestal/91179,PED:SST:C547636,0101000020E61000006C37D51B74F35AC0D0DE33C119264940
building/66200,BUILD:SDU:C557436,0101000020E610000000E9796F20FA5AC0D01C7C75D6254940
building/66518,BUILD:SDU:C534614,0101000020E61000002C6B0C8116015BC0B8A99BA7140D4940
building/66105,BUILD:SDU:C542690,0101000020E6100000D01AF5A330F15AC05037C4A30D2C4940
st_struct_pedestal/92698,PED:SST:C548764,0101000020E610000030B0D200C5F15AC0B0030FC2D2234940
building/67251,BUILD:BUS:C536449,0101000020E6100000BC066D075DF55AC000BD488CD1244940
st_struct_foreign_crossings/4717,FCROS:RRX:C47666,0101000020E61000006C6F45CFFE005BC0D814BA78231F4940
st_struct_vault/2728,VAULT:MH-S:C531481,0101000020E6100000F4AC403480F35AC0E86A039BE6254940
building/66325,BUILD:SDU:C541645,0101000020E6100000808631FB12EC5AC028735BDEF92A4940
anchors/14207,ANCH:CO:C48405,0101000020E6100000F0E3852D03E75AC0788102C4642D4940
st_struct_pedestal/92063,PED:CPM:C525561,0101000020E6100000F02B5F628FE55AC0783C120EC1364940
building/68408,BUILD:SDU:C558147,0101000020E61000008CC7D2A85CF35AC048593A172D2B4940
